,0
const,0.0005942768015029451
storage_pre,0.2167080886498094
release_pre,0.5808547984748995
inflow,0.23620913991112413
storage_roll7,-0.1879800555929061
release_roll7,0.20577801441496923
inflow_roll7,-0.0719080430649206
storage_x_inflow,0.027035767687332846
