,0
const,-0.0005594502846698185
storage_pre,0.024756177494204057
release_pre,0.6991441102070342
inflow,0.02275348665898813
sto_diff,0.19278396967625067
release_roll7,0.22871780965513366
inflow_roll7,-0.026000673279322317
storage_x_inflow,0.036212570873027206
