Date,Midnight Pool,Release,Inflow,HPGen,Storage
1959-05-01,1069.26,35769600.0,135302400.0,108.0,41485672800.0
1959-05-02,1069.31,24105600.0,107049600.0,65.0,41527490400.0
1959-05-03,1069.37,24105600.0,123638400.0,65.0,41577148800.0
1959-05-04,1069.36,107049600.0,90460800.0,330.0,41568872400.0
1959-05-05,1069.37,107481600.0,124070400.0,330.0,41577148800.0
1959-05-06,1069.36,107654400.0,91065600.0,330.0,41568872400.0
1959-05-07,1069.36,107568000.0,107568000.0,329.0,41568872400.0
1959-05-08,1069.35,107654400.0,91065600.0,330.0,41560596000.0
1959-05-09,1069.4,24019200.0,106963200.0,65.0,41601978000.0
1959-05-10,1069.42,24019200.0,57196800.0,65.0,41618530800.0
1959-05-11,1069.42,108604800.0,108604800.0,330.0,41618530800.0
1959-05-12,1069.46,108691200.0,175046400.0,330.0,41652072000.0
1959-05-13,1069.52,108691200.0,208137600.0,329.0,41701730400.0
1959-05-14,1069.52,108604800.0,108604800.0,330.0,41701730400.0
1959-05-15,1069.5,108604800.0,75427200.0,329.0,41685177600.0
1959-05-16,1069.53,23760000.0,73526400.0,64.0,41710006800.0
1959-05-17,1069.57,23846400.0,90115200.0,64.0,41743112400.0
1959-05-18,1069.54,144547200.0,94780800.0,449.0,41718283200.0
1959-05-19,1069.52,144979200.0,111801600.0,450.0,41701730400.0
1959-05-20,1069.66,145065600.0,377222400.0,450.0,41818035600.0
1959-05-21,1069.78,144633600.0,343612800.0,450.0,41917352400.0
1959-05-22,1069.8,144633600.0,177811200.0,450.0,41934340800.0
1959-05-23,1069.87,23846400.0,139881600.0,64.0,41992275600.0
1959-05-24,1069.96,23932800.0,173145600.0,65.0,42067198800.0
1959-05-25,1070.02,107913600.0,207360000.0,330.0,42116857200.0
1959-05-26,1070.09,107827200.0,223862400.0,329.0,42175663200.0
1959-05-27,1070.12,108259200.0,158025600.0,330.0,42200928000.0
1959-05-28,1070.15,108086400.0,157852800.0,329.0,42226192800.0
1959-05-29,1070.18,108086400.0,157852800.0,330.0,42251022000.0
1959-05-30,1070.51,23846400.0,571017600.0,64.0,42528063600.0
1959-05-31,1071.08,23846400.0,981331200.0,64.0,43007659200.0
1959-06-01,1071.44,225936000.0,838598400.0,695.0,43316064000.0
1959-06-02,1071.51,233452800.0,352598400.0,716.0,43375741200.0
1959-06-03,1071.53,234057600.0,268099200.0,724.0,43393165200.0
1959-06-04,1071.51,228009600.0,193968000.0,700.0,43375741200.0
1959-06-05,1071.46,228009600.0,142905600.0,700.0,43333052400.0
1959-06-06,1071.63,23846400.0,313113600.0,65.0,43478542800.0
1959-06-07,1071.7,23760000.0,142905600.0,65.0,43538655600.0
1959-06-08,1071.74,82252800.0,150336000.0,258.0,43573068000.0
1959-06-09,1071.77,82080000.0,133142400.0,257.0,43598768400.0
1959-06-10,1071.79,83116800.0,117158400.0,252.0,43615756800.0
1959-06-11,1071.81,82166400.0,116208000.0,257.0,43632745200.0
1959-06-12,1071.84,82080000.0,133142400.0,257.0,43658445600.0
1959-06-13,1071.89,23587200.0,108691200.0,64.0,43701570000.0
1959-06-14,1071.92,23587200.0,74649600.0,64.0,43727270400.0
1959-06-15,1071.74,422496000.0,116208000.0,1365.0,43573068000.0
1959-06-16,1071.54,422841600.0,82512000.0,1365.0,43401441600.0
1959-06-17,1071.34,423360000.0,83030400.0,1364.0,43230250800.0
1959-06-18,1071.12,424224000.0,49852800.0,1365.0,43042071600.0
1959-06-19,1070.91,424569600.0,67219200.0,1365.0,42863475600.0
1959-06-20,1070.95,23673600.0,91756800.0,64.0,42897016800.0
1959-06-21,1070.98,23673600.0,74736000.0,64.0,42922281600.0
1959-06-22,1070.85,326937600.0,105753600.0,1039.0,42813381600.0
1959-06-23,1070.67,330393600.0,46310400.0,1040.0,42662228400.0
1959-06-24,1070.66,329529600.0,296352000.0,1040.0,42653952000.0
1959-06-25,1070.56,330652800.0,164851200.0,1040.0,42569881200.0
1959-06-26,1070.4,330739200.0,65491200.0,1040.0,42435716400.0
1959-06-27,1070.45,23760000.0,106704000.0,64.0,42477534000.0
1959-06-28,1070.47,23673600.0,56851200.0,64.0,42494522400.0
1959-06-29,1070.47,82857600.0,82857600.0,264.0,42494522400.0
1959-06-30,1070.46,82857600.0,66268800.0,257.0,42486246000.0
1959-07-01,1070.42,145584000.0,79228800.0,450.0,42452704800.0
1959-07-02,1070.37,145670400.0,62812800.0,449.0,42410451600.0
1959-07-03,1070.32,145670400.0,62726400.0,450.0,42368634000.0
1959-07-04,1070.38,23760000.0,123292800.0,64.0,42419163600.0
1959-07-05,1070.38,23673600.0,23673600.0,64.0,42419163600.0
1959-07-06,1070.27,268617600.0,86227200.0,839.0,42326816400.0
1959-07-07,1070.14,268790400.0,53222400.0,839.0,42217480800.0
1959-07-08,1070.0,268790400.0,36633600.0,839.0,42100304400.0
1959-07-09,1069.87,269049600.0,53481600.0,840.0,41992275600.0
1959-07-10,1069.74,269136000.0,53568000.0,840.0,41884246800.0
1959-07-11,1069.9,23760000.0,289008000.0,64.0,42017104800.0
1959-07-12,1070.0,23760000.0,189561600.0,64.0,42100304400.0
1959-07-13,1069.9,269049600.0,103248000.0,839.0,42017104800.0
1959-07-14,1069.78,269308800.0,70329600.0,839.0,41917352400.0
1959-07-15,1069.66,269308800.0,70329600.0,839.0,41818035600.0
1959-07-16,1069.66,269481600.0,269481600.0,840.0,41818035600.0
1959-07-17,1069.62,269568000.0,203299200.0,840.0,41784930000.0
1959-07-18,1069.69,23846400.0,139881600.0,65.0,41842864800.0
1959-07-19,1069.79,23846400.0,189648000.0,64.0,41926064400.0
1959-07-20,1069.73,269308800.0,169862400.0,839.0,41875970400.0
1959-07-21,1069.72,269308800.0,252720000.0,839.0,41867694000.0
1959-07-22,1069.65,269568000.0,153532800.0,840.0,41809759200.0
1959-07-23,1069.55,269568000.0,103766400.0,839.0,41726559600.0
1959-07-24,1069.43,269568000.0,70588800.0,839.0,41626807200.0
1959-07-25,1069.5,23846400.0,139881600.0,64.0,41685177600.0
1959-07-26,1069.49,56332800.0,39744000.0,152.0,41676901200.0
1959-07-27,1069.37,263779200.0,64800000.0,820.0,41577148800.0
1959-07-28,1069.25,263606400.0,64627200.0,820.0,41477396400.0
1959-07-29,1069.13,263347200.0,67824000.0,819.0,41378079600.0
1959-07-30,1069.0,264643200.0,54777600.0,820.0,41270050800.0
1959-07-31,1068.88,264643200.0,70934400.0,820.0,41172476400.0
1959-08-01,1068.9,23846400.0,56160000.0,64.0,41188593600.0
1959-08-02,1068.91,56678400.0,72835200.0,152.0,41196870000.0
1959-08-03,1068.72,317174400.0,10368000.0,970.0,41042667600.0
1959-08-04,1068.59,317001600.0,107136000.0,970.0,40936816800.0
1959-08-05,1068.44,316742400.0,74563200.0,971.0,40814848800.0
1959-08-06,1068.3,312336000.0,86313600.0,970.0,40701157200.0
1959-08-07,1068.13,312768000.0,38275200.0,970.0,40563072000.0
1959-08-08,1068.12,23932800.0,7776000.0,64.0,40554795600.0
1959-08-09,1068.11,56592000.0,40435200.0,151.0,40546954800.0
1959-08-10,1067.96,313459200.0,75600000.0,969.0,40424986800.0
1959-08-11,1067.78,313545600.0,22896000.0,969.0,40278625200.0
1959-08-12,1067.6,314150400.0,23587200.0,970.0,40132263600.0
1959-08-13,1067.42,314323200.0,23673600.0,970.0,39986337600.0
1959-08-14,1067.26,314668800.0,56332800.0,970.0,39856093200.0
1959-08-15,1067.32,24192000.0,121046400.0,65.0,39904880400.0
1959-08-16,1067.37,54864000.0,135561600.0,152.0,39945391200.0
1959-08-17,1067.21,301622400.0,43286400.0,921.0,39815582400.0
1959-08-18,1067.07,318384000.0,92275200.0,970.0,39701890800.0
1959-08-19,1066.91,319507200.0,61171200.0,970.0,39573388800.0
1959-08-20,1066.75,315532800.0,63763200.0,960.0,39446629200.0
1959-08-21,1066.58,319939200.0,52876800.0,970.0,39312028800.0
1959-08-22,1066.59,24105600.0,39830400.0,64.0,39319869600.0
1959-08-23,1066.59,55209600.0,55209600.0,151.0,39319869600.0
1959-08-24,1066.42,320198400.0,53136000.0,969.0,39185269200.0
1959-08-25,1066.24,321753600.0,38966400.0,970.0,39042392400.0
1959-08-26,1066.06,321235200.0,38448000.0,970.0,38899515600.0
1959-08-27,1065.88,321667200.0,38880000.0,970.0,38757074400.0
1959-08-28,1065.71,321926400.0,54864000.0,969.0,38622909600.0
1959-08-29,1065.71,24192000.0,24192000.0,64.0,38622909600.0
1959-08-30,1065.74,55296000.0,102470400.0,151.0,38646432000.0
1959-08-31,1065.76,272332800.0,303782400.0,815.0,38662549200.0
1959-09-01,1065.72,271641600.0,208828800.0,815.0,38630750400.0
1959-09-02,1065.61,271728000.0,98928000.0,815.0,38543630400.0
1959-09-03,1065.49,271987200.0,83462400.0,815.0,38448669600.0
1959-09-04,1065.35,272332800.0,52358400.0,815.0,38338027200.0
1959-09-05,1065.35,24278400.0,24278400.0,65.0,38338027200.0
1959-09-06,1065.37,55468800.0,86918400.0,151.0,38354144400.0
1959-09-07,1065.7,272332800.0,790819200.0,815.0,38615068800.0
1959-09-08,1065.68,271555200.0,240105600.0,815.0,38598951600.0
1959-09-09,1065.66,271641600.0,240192000.0,814.0,38583270000.0
1959-09-10,1065.56,271987200.0,114912000.0,815.0,38504426400.0
1959-09-11,1065.46,271987200.0,114912000.0,815.0,38425147200.0
1959-09-12,1065.52,24364800.0,118627200.0,65.0,38472627600.0
1959-09-13,1065.56,55641600.0,118454400.0,152.0,38504426400.0
1959-09-14,1065.53,252374400.0,205286400.0,755.0,38480468400.0
1959-09-15,1065.4,252806400.0,48556800.0,755.0,38377666800.0
1959-09-16,1065.29,252633600.0,79833600.0,754.0,38290546800.0
1959-09-17,1065.19,250128000.0,61603200.0,755.0,38211703200.0
1959-09-18,1065.06,252806400.0,80006400.0,755.0,38108901600.0
1959-09-19,1065.1,24364800.0,87177600.0,65.0,38140700400.0
1959-09-20,1065.09,55555200.0,39830400.0,152.0,38132424000.0
1959-09-21,1065.06,80092800.0,32918400.0,235.0,38108901600.0
1959-09-22,1065.06,78969600.0,78969600.0,235.0,38108901600.0
1959-09-23,1065.04,80179200.0,48729600.0,235.0,38093220000.0
1959-09-24,1065.03,80179200.0,64454400.0,235.0,38085379200.0
1959-09-25,1065.02,79833600.0,64368000.0,234.0,38077102800.0
1959-09-26,1065.04,24278400.0,55641600.0,65.0,38093220000.0
1959-09-27,1065.07,55382400.0,102556800.0,151.0,38116742400.0
1959-09-28,1065.04,97632000.0,50457600.0,291.0,38093220000.0
1959-09-29,1065.0,129686400.0,66873600.0,387.0,38061421200.0
1959-09-30,1064.9,168998400.0,11923200.0,502.0,37984320000.0
1959-10-01,1064.83,168998400.0,61689600.0,501.0,37930305600.0
1959-10-02,1064.77,168998400.0,77414400.0,501.0,37884132000.0
1959-10-03,1064.78,24192000.0,39484800.0,64.0,37891972800.0
1959-10-04,1064.78,55382400.0,55382400.0,151.0,37891972800.0
1959-10-05,1064.68,208483200.0,55728000.0,637.0,37814871600.0
1959-10-06,1064.62,208569600.0,116899200.0,637.0,37768698000.0
1959-10-07,1064.9,208310400.0,636336000.0,637.0,37984320000.0
1959-10-08,1065.01,208137600.0,380937600.0,637.0,38069262000.0
1959-10-09,1065.23,207878400.0,553478400.0,637.0,38243502000.0
1959-10-10,1065.89,24105600.0,1060992000.0,64.0,38764915200.0
1959-10-11,1066.2,23932800.0,510969600.0,64.0,39010593600.0
1959-10-12,1066.28,111456000.0,237168000.0,337.0,39074191200.0
1959-10-13,1066.36,110419200.0,298944000.0,338.0,39137353200.0
1959-10-14,1066.78,111024000.0,708048000.0,337.0,39470587200.0
1959-10-15,1066.89,109987200.0,282787200.0,337.0,39557707200.0
1959-10-16,1066.96,110851200.0,223862400.0,337.0,39613028400.0
1959-10-17,1067.05,33782400.0,179107200.0,101.0,39685338000.0
1959-10-18,1067.13,33782400.0,162950400.0,101.0,39750678000.0
1959-10-19,1067.19,57801600.0,154656000.0,177.0,39799465200.0
1959-10-20,1067.24,53136000.0,133833600.0,160.0,39839976000.0
1959-10-21,1067.4,53222400.0,311558400.0,160.0,39969784800.0
1959-10-22,1067.4,53136000.0,53136000.0,160.0,39969784800.0
1959-10-23,1067.38,53222400.0,20995200.0,160.0,39953667600.0
1959-10-24,1067.42,33955200.0,98496000.0,101.0,39986337600.0
1959-10-25,1067.48,34041600.0,130896000.0,102.0,40035124800.0
1959-10-26,1067.4,214704000.0,85536000.0,655.0,39969784800.0
1959-10-27,1067.35,211075200.0,130377600.0,640.0,39929274000.0
1959-10-28,1067.29,211507200.0,114652800.0,640.0,39880486800.0
1959-10-29,1067.25,211680000.0,147052800.0,641.0,39848252400.0
1959-10-30,1067.17,211593600.0,82425600.0,641.0,39782912400.0
1959-10-31,1067.2,33868800.0,82339200.0,101.0,39807306000.0
1959-11-01,1067.26,33955200.0,130809600.0,101.0,39856093200.0
1959-11-02,1067.24,150940800.0,118627200.0,452.0,39839976000.0
1959-11-03,1067.23,147830400.0,131673600.0,441.0,39831699600.0
1959-11-04,1067.21,147916800.0,115603200.0,440.0,39815582400.0
1959-11-05,1067.21,147744000.0,147744000.0,440.0,39815582400.0
1959-11-06,1067.16,148176000.0,67478400.0,441.0,39775071600.0
1959-11-07,1067.21,34041600.0,114739200.0,102.0,39815582400.0
1959-11-08,1067.25,34128000.0,98755200.0,103.0,39848252400.0
1959-11-09,1067.22,161827200.0,113356800.0,503.0,39823858800.0
1959-11-10,1067.18,158025600.0,93484800.0,489.0,39791188800.0
1959-11-11,1067.13,157766400.0,77068800.0,488.0,39750678000.0
1959-11-12,1067.09,157766400.0,93139200.0,488.0,39718008000.0
1959-11-13,1067.06,157766400.0,109296000.0,488.0,39693614400.0
1959-11-14,1067.07,53395200.0,69552000.0,165.0,39701890800.0
1959-11-15,1067.14,33955200.0,146966400.0,102.0,39758518800.0
1959-11-16,1067.11,154051200.0,105580800.0,472.0,39734125200.0
1959-11-17,1067.06,150595200.0,69897600.0,459.0,39693614400.0
1959-11-18,1067.04,150681600.0,118368000.0,471.0,39677497200.0
1959-11-19,1067.0,150422400.0,85795200.0,459.0,39644827200.0
1959-11-20,1066.97,150768000.0,102297600.0,460.0,39621304800.0
1959-11-21,1066.97,34128000.0,34128000.0,102.0,39621304800.0
1959-11-22,1067.0,34214400.0,82684800.0,103.0,39644827200.0
1959-11-23,1066.98,135302400.0,102988800.0,402.0,39629145600.0
1959-11-24,1067.1,132364800.0,326160000.0,388.0,39726284400.0
1959-11-25,1067.1,132364800.0,132364800.0,391.0,39726284400.0
1959-11-26,1067.17,34473600.0,147571200.0,104.0,39782912400.0
1959-11-27,1067.13,135648000.0,71107200.0,403.0,39750678000.0
1959-11-28,1067.15,34732800.0,66960000.0,104.0,39766795200.0
1959-11-29,1067.19,35251200.0,99792000.0,106.0,39799465200.0
1959-11-30,1067.14,163382400.0,82684800.0,504.0,39758518800.0
1959-12-01,1067.1,160617600.0,95990400.0,489.0,39726284400.0
1959-12-02,1067.1,159667200.0,159667200.0,488.0,39726284400.0
1959-12-03,1067.05,159753600.0,79056000.0,489.0,39685338000.0
1959-12-04,1067.02,159580800.0,111110400.0,488.0,39660944400.0
1959-12-05,1067.06,34646400.0,99273600.0,104.0,39693614400.0
1959-12-06,1067.1,34646400.0,99273600.0,104.0,39726284400.0
1959-12-07,1067.1,94780800.0,94780800.0,284.0,39726284400.0
1959-12-08,1067.11,88300800.0,104457600.0,259.0,39734125200.0
1959-12-09,1067.13,88041600.0,120355200.0,258.0,39750678000.0
1959-12-10,1067.14,88128000.0,104284800.0,258.0,39758518800.0
1959-12-11,1067.17,87696000.0,136080000.0,257.0,39782912400.0
1959-12-12,1067.34,34128000.0,308620800.0,103.0,39920997600.0
1959-12-13,1067.45,34473600.0,212112000.0,104.0,40010731200.0
1959-12-14,1067.43,219196800.0,186883200.0,674.0,39994178400.0
1959-12-15,1067.37,216950400.0,120096000.0,663.0,39945391200.0
1959-12-16,1067.31,216086400.0,119232000.0,662.0,39896604000.0
1959-12-17,1067.28,216604800.0,168134400.0,662.0,39872210400.0
1959-12-18,1067.32,216604800.0,281145600.0,662.0,39904880400.0
1959-12-19,1067.45,34214400.0,244080000.0,103.0,40010731200.0
1959-12-20,1067.53,34473600.0,163641600.0,104.0,40075635600.0
1959-12-21,1067.34,429235200.0,122428800.0,1338.0,39920997600.0
1959-12-22,1067.18,424656000.0,166320000.0,1328.0,39791188800.0
1959-12-23,1067.0,428889600.0,138240000.0,1329.0,39644827200.0
1959-12-24,1066.78,430272000.0,80265600.0,1329.0,39470587200.0
1959-12-25,1066.69,273628800.0,132192000.0,835.0,39399148800.0
1959-12-26,1066.72,34473600.0,81648000.0,104.0,39423106800.0
1959-12-27,1066.78,34387200.0,128649600.0,103.0,39470587200.0
1959-12-28,1066.76,278467200.0,247017600.0,851.0,39454470000.0
1959-12-29,1066.68,276134400.0,150422400.0,841.0,39391308000.0
1959-12-30,1066.59,276134400.0,134697600.0,841.0,39319869600.0
1959-12-31,1066.5,276739200.0,135302400.0,842.0,39248431200.0
1960-01-01,1066.44,276912000.0,182649600.0,842.0,39200950800.0
1960-01-02,1066.54,35251200.0,192326400.0,106.0,39280230000.0
1960-01-03,1066.96,34992000.0,697852800.0,105.0,39613028400.0
1960-01-04,1066.97,240105600.0,256262400.0,745.0,39621304800.0
1960-01-05,1066.97,241315200.0,241315200.0,733.0,39621304800.0
1960-01-06,1067.02,239068800.0,319766400.0,733.0,39660944400.0
1960-01-07,1067.0,238291200.0,205977600.0,734.0,39644827200.0
1960-01-08,1066.99,237168000.0,221011200.0,733.0,39636986400.0
1960-01-09,1067.07,34300800.0,163468800.0,104.0,39701890800.0
1960-01-10,1067.16,34387200.0,179712000.0,104.0,39775071600.0
1960-01-11,1067.2,87264000.0,151891200.0,271.0,39807306000.0
1960-01-12,1067.26,83376000.0,180230400.0,256.0,39856093200.0
1960-01-13,1067.29,83030400.0,131500800.0,256.0,39880486800.0
1960-01-14,1067.35,83203200.0,180057600.0,256.0,39929274000.0
1960-01-15,1067.43,83289600.0,212457600.0,256.0,39994178400.0
1960-01-16,1067.51,34732800.0,163900800.0,103.0,40059518400.0
1960-01-17,1067.75,34300800.0,421804800.0,104.0,40254231600.0
1960-01-18,1067.7,145584000.0,64886400.0,450.0,40213720800.0
1960-01-19,1067.74,138326400.0,202953600.0,428.0,40246390800.0
1960-01-20,1067.73,144374400.0,128217600.0,445.0,40238114400.0
1960-01-21,1067.73,144460800.0,144460800.0,445.0,40238114400.0
1960-01-22,1067.73,150595200.0,150595200.0,455.0,40238114400.0
1960-01-23,1067.77,35164800.0,99705600.0,106.0,40270784400.0
1960-01-24,1067.83,34819200.0,131760000.0,105.0,40319136000.0
1960-01-25,1067.83,150681600.0,150681600.0,465.0,40319136000.0
1960-01-26,1067.83,136684800.0,136684800.0,431.0,40319136000.0
1960-01-27,1067.96,141696000.0,351561600.0,449.0,40424986800.0
1960-01-28,1068.0,141782400.0,206323200.0,447.0,40457656800.0
1960-01-29,1068.17,141782400.0,416188800.0,447.0,40595742000.0
1960-01-30,1068.47,37756800.0,505958400.0,108.0,40839242400.0
1960-01-31,1068.98,37584000.0,861062400.0,108.0,41253933600.0
1960-02-01,1069.02,234835200.0,299462400.0,752.0,41286603600.0
1960-02-02,1068.92,409881600.0,248400000.0,1296.0,41205146400.0
1960-02-03,1068.84,414288000.0,285120000.0,1305.0,41140242000.0
1960-02-04,1068.78,424828800.0,327974400.0,1297.0,41091454800.0
1960-02-05,1069.09,222739200.0,723254400.0,692.0,41344974000.0
1960-02-06,1069.37,34214400.0,494121600.0,104.0,41577148800.0
1960-02-07,1069.54,34387200.0,316310400.0,104.0,41718283200.0
1960-02-08,1069.46,381542400.0,248918400.0,1201.0,41652072000.0
1960-02-09,1069.37,377568000.0,228355200.0,1189.0,41577148800.0
1960-02-10,1069.32,378000000.0,295056000.0,1188.0,41535766800.0
1960-02-11,1069.32,376790400.0,376790400.0,1188.0,41535766800.0
1960-02-12,1069.28,378172800.0,311904000.0,1188.0,41502661200.0
1960-02-13,1069.51,33868800.0,415238400.0,102.0,41693454000.0
1960-02-14,1069.7,34128000.0,349142400.0,104.0,41851141200.0
1960-02-15,1069.64,380764800.0,281232000.0,1201.0,41801482800.0
1960-02-16,1069.57,360892800.0,244857600.0,1141.0,41743112400.0
1960-02-17,1069.57,266544000.0,266544000.0,848.0,41743112400.0
1960-02-18,1069.58,266976000.0,283651200.0,849.0,41751388800.0
1960-02-19,1069.65,271728000.0,387763200.0,849.0,41809759200.0
1960-02-20,1069.65,274406400.0,274406400.0,848.0,41809759200.0
1960-02-21,1069.66,274320000.0,290908800.0,848.0,41818035600.0
1960-02-22,1069.66,274320000.0,274320000.0,848.0,41818035600.0
1960-02-23,1069.61,270172800.0,187315200.0,848.0,41776653600.0
1960-02-24,1069.61,266284800.0,266284800.0,847.0,41776653600.0
1960-02-25,1069.62,266544000.0,283132800.0,848.0,41784930000.0
1960-02-26,1069.62,266803200.0,266803200.0,849.0,41784930000.0
1960-02-27,1069.59,266803200.0,217036800.0,849.0,41759665200.0
1960-02-28,1069.57,266544000.0,233366400.0,848.0,41743112400.0
1960-02-29,1069.53,266544000.0,200188800.0,848.0,41710006800.0
1960-03-01,1069.5,266976000.0,217209600.0,849.0,41685177600.0
1960-03-02,1069.62,267408000.0,466387200.0,850.0,41784930000.0
1960-03-03,1069.56,260755200.0,161222400.0,822.0,41734836000.0
1960-03-04,1069.51,267321600.0,184377600.0,851.0,41693454000.0
1960-03-05,1069.6,34905600.0,184118400.0,106.0,41767941600.0
1960-03-06,1069.7,37152000.0,202953600.0,106.0,41851141200.0
1960-03-07,1069.72,179712000.0,212889600.0,571.0,41867694000.0
1960-03-08,1069.69,267062400.0,217296000.0,850.0,41842864800.0
1960-03-09,1069.74,266803200.0,349747200.0,849.0,41884246800.0
1960-03-10,1069.7,266803200.0,200448000.0,849.0,41851141200.0
1960-03-11,1069.71,257299200.0,273888000.0,818.0,41859417600.0
1960-03-12,1069.8,36288000.0,185500800.0,106.0,41934340800.0
1960-03-13,1069.9,36028800.0,201830400.0,105.0,42017104800.0
1960-03-14,1069.94,198720000.0,265075200.0,632.0,42050210400.0
1960-03-15,1070.0,256608000.0,356054400.0,816.0,42100304400.0
1960-03-16,1070.1,184896000.0,350697600.0,590.0,42183939600.0
1960-03-17,1070.19,185155200.0,334368000.0,588.0,42259734000.0
1960-03-18,1070.29,185068800.0,350870400.0,588.0,42343369200.0
1960-03-19,1070.44,34300800.0,283046400.0,104.0,42469257600.0
1960-03-20,1070.58,34560000.0,266716800.0,105.0,42586869600.0
1960-03-21,1070.51,388540800.0,272505600.0,1238.0,42528063600.0
1960-03-22,1070.44,385516800.0,269481600.0,1227.0,42469257600.0
1960-03-23,1070.34,385344000.0,219542400.0,1228.0,42385622400.0
1960-03-24,1070.24,384998400.0,219196800.0,1227.0,42301551600.0
1960-03-25,1070.14,385344000.0,219542400.0,1227.0,42217480800.0
1960-03-26,1070.25,34041600.0,216432000.0,103.0,42309828000.0
1960-03-27,1070.38,33868800.0,249436800.0,103.0,42419163600.0
1960-03-28,1070.29,387331200.0,238118400.0,1235.0,42343369200.0
1960-03-29,1070.29,384566400.0,384566400.0,1224.0,42343369200.0
1960-03-30,1070.96,155692800.0,1273881600.0,490.0,42905728800.0
1960-03-31,1071.1,387763200.0,625968000.0,1225.0,43024647600.0
1960-04-01,1071.06,387763200.0,319680000.0,1226.0,42990670800.0
1960-04-02,1071.2,134870400.0,373075200.0,426.0,43110460800.0
1960-04-03,1071.77,33523200.0,1003536000.0,101.0,43598768400.0
1960-04-04,1072.06,239846400.0,733276800.0,768.0,43847496000.0
1960-04-05,1072.02,508550400.0,440467200.0,1639.0,43813083600.0
1960-04-06,1071.96,508377600.0,406252800.0,1638.0,43761247200.0
1960-04-07,1071.86,508291200.0,338083200.0,1636.0,43675869600.0
1960-04-08,1071.73,508550400.0,287366400.0,1637.0,43564356000.0
1960-04-09,1071.71,288835200.0,254793600.0,930.0,43547367600.0
1960-04-10,1071.75,157680000.0,225763200.0,501.0,43581344400.0
1960-04-11,1071.64,479952000.0,292723200.0,1552.0,43487254800.0
1960-04-12,1071.49,483321600.0,228096000.0,1551.0,43358752800.0
1960-04-13,1071.35,482112000.0,243907200.0,1550.0,43238962800.0
1960-04-14,1071.21,483494400.0,245289600.0,1550.0,43119172800.0
1960-04-15,1071.06,483926400.0,228700800.0,1550.0,42990670800.0
1960-04-16,1071.02,301276800.0,233193600.0,967.0,42956258400.0
1960-04-17,1071.04,202867200.0,236908800.0,630.0,42973246800.0
1960-04-18,1070.94,375321600.0,205113600.0,1200.0,42888740400.0
1960-04-19,1070.78,484185600.0,212803200.0,1551.0,42754575600.0
1960-04-20,1070.61,485740800.0,203817600.0,1550.0,42612134400.0
1960-04-21,1070.48,486000000.0,270432000.0,1549.0,42502798800.0
1960-04-22,1070.33,486518400.0,237772800.0,1550.0,42376910400.0
1960-04-23,1070.42,33523200.0,182736000.0,101.0,42452704800.0
1960-04-24,1070.53,33523200.0,215913600.0,100.0,42544616400.0
1960-04-25,1070.42,389404800.0,207014400.0,1240.0,42452704800.0
1960-04-26,1070.37,291859200.0,208915200.0,927.0,42410451600.0
1960-04-27,1070.35,292291200.0,259113600.0,927.0,42393898800.0
1960-04-28,1070.27,292377600.0,159753600.0,928.0,42326816400.0
1960-04-29,1070.22,292636800.0,209692800.0,928.0,42284563200.0
1960-04-30,1070.35,33609600.0,249177600.0,101.0,42393898800.0
1960-05-01,1070.5,33609600.0,282268800.0,101.0,42519787200.0
1960-05-02,1070.47,230256000.0,180489600.0,723.0,42494522400.0
1960-05-03,1070.43,226713600.0,160358400.0,709.0,42460981200.0
1960-05-04,1070.41,223862400.0,190684800.0,704.0,42443992800.0
1960-05-05,1070.37,225676800.0,159321600.0,710.0,42410451600.0
1960-05-06,1070.33,225936000.0,159580800.0,709.0,42376910400.0
1960-05-07,1070.57,33609600.0,431568000.0,101.0,42578593200.0
1960-05-08,1070.71,33609600.0,265766400.0,102.0,42695769600.0
1960-05-09,1070.71,219024000.0,219024000.0,682.0,42695769600.0
1960-05-10,1070.69,237513600.0,204336000.0,732.0,42679216800.0
1960-05-11,1070.6,291772800.0,142560000.0,913.0,42603422400.0
1960-05-12,1070.53,291340800.0,175305600.0,913.0,42544616400.0
1960-05-13,1070.45,292032000.0,159408000.0,913.0,42477534000.0
1960-05-14,1070.5,33696000.0,116553600.0,101.0,42519787200.0
1960-05-15,1070.58,33523200.0,166147200.0,101.0,42586869600.0
1960-05-16,1070.57,209779200.0,193190400.0,646.0,42578593200.0
1960-05-17,1070.52,206582400.0,123638400.0,634.0,42536340000.0
1960-05-18,1070.49,206668800.0,156902400.0,634.0,42511075200.0
1960-05-19,1070.45,206755200.0,140400000.0,634.0,42477534000.0
1960-05-20,1070.41,206755200.0,140400000.0,634.0,42443992800.0
1960-05-21,1070.47,33350400.0,132796800.0,100.0,42494522400.0
1960-05-22,1070.52,33523200.0,116467200.0,101.0,42536340000.0
1960-05-23,1070.47,198979200.0,116035200.0,610.0,42494522400.0
1960-05-24,1070.43,195350400.0,128995200.0,597.0,42460981200.0
1960-05-25,1070.4,195436800.0,145670400.0,597.0,42435716400.0
1960-05-26,1070.36,195350400.0,128995200.0,597.0,42402175200.0
1960-05-27,1070.34,195436800.0,162259200.0,597.0,42385622400.0
1960-05-28,1070.37,33436800.0,83203200.0,100.0,42410451600.0
1960-05-29,1070.43,33609600.0,133056000.0,101.0,42460981200.0
1960-05-30,1070.39,190944000.0,124588800.0,602.0,42427440000.0
1960-05-31,1070.34,189648000.0,106704000.0,592.0,42385622400.0
