Day,GlenCanyon_rel_cfs,GlenCanyon_cum_rel_AF,Hoover_elev,Hoover_rel_cfs,Hoover_rel_AF,Hoover_cum_rel_AF,Hoover_gen_MWh,Hoover_gen_rate_KWh/AF,Davis_elev,Davis_rel_cfs,Davis_rel_AF,Davis_cum_rel_AF,Davis_gen_MWh,MWD_diver_AF,MWD_cum_diver_AF,Parker_elev,Parker_rel_cfs,Parker_rel_AF,Parker_cum_rel_AF,Parker_gen_MWh,CAP_diver_AF,CAP_cum_diver_AF,Stor_total,Stor_avail,Hoover_stor_KAF,Davis_stor_KAF,Parker_stor_KAF,SenWash_elev,SenWash_stor_KAF,SenWash_pump_cfs,SenWash_rel_cfs,Hoover_del_stor_KAF,Hoover_pump_cfs,Hoover_evap_cfs,Hoover_cbs_cfs,Hoover_loss_cfs,Hoover_cum_loss_AF,Hoover_inflow_cfs
2000-01-01,11800,23405.0,1214.04,7410,14695,14695.0,6677.0,454,638.76,9850.0,19543,19543.0,2382.0,3381.0,3381.0,446.16,6490.0,12873.0,12873.0,809.0,6203.0,6203.0,54269.8,6612.2,25012,1585.0,545.6,232.65,6583.0,789.0,0.0,15,-96759,492,,,,
2000-01-02,11600,46413.0,1214.1,9490,18816,33511.0,8845.0,470,638.67,9890.0,19617,39160.0,2408.0,3426.0,6807.0,446.11,6000.0,11901.0,24774.0,753.0,6208.0,12411.0,54262.4,6619.6,25021,1583.8,544.0,236.8,7971.0,824.0,0.0,9,-96759,295,,,,
2000-01-03,13500,73190.0,1214.03,15900,31460,64970.0,15501.0,493,639.11,9880.0,19597,58757.0,2415.0,3451.0,10258.0,445.92,7490.0,14856.0,39630.0,974.0,5699.0,18110.0,54242.8,6639.2,25011,1593.8,541.2,240.08,9174.0,778.0,0.0,-10,-96759,-328,,,,
2000-01-04,13400,99769.0,1214.05,12300,24318,89288.0,11616.0,478,639.29,11200.0,22129,80886.0,2726.0,2676.0,12934.0,445.97,6000.0,11901.0,51531.0,751.0,5625.0,23735.0,54229.1,6652.9,25014,1598.5,542.2,239.63,9005.0,84.0,0.0,3,-96759,98,,,,
2000-01-05,13500,126545.0,1214.01,12700,25113,114400.0,11945.0,476,639.43,10900.0,21642,102528.0,2654.0,3909.0,16843.0,446.05,6470.0,12833.0,64364.0,814.0,5243.0,28978.0,54216.1,6665.9,25008,1602.3,543.6,239.9,9106.0,170.0,0.0,-6,-96759,-197,,,,
2000-01-06,13500,153322.0,1214.0,14300,28383,142783.0,13553.0,478,639.5,11300.0,22413,124941.0,2744.0,3894.0,20737.0,446.23,4000.0,7934.0,72298.0,459.0,5028.0,34006.0,54197.0,6685.0,25006,1604.0,547.0,239.25,8862.0,0.0,0.0,-2,-96759,-66,,,,
2000-01-07,13400,179901.0,1213.98,14500,28751,171533.0,13849.0,482,639.62,12200.0,24198,149139.0,2981.0,3878.0,24615.0,446.37,6000.0,11901.0,84199.0,768.0,5351.0,39357.0,54179.0,6703.1,25003,1607.4,549.6,235.96,7677.0,0.0,542.0,-3,-96759,-98,,,,
2000-01-08,12800,205289.0,1214.03,8850,17547,189080.0,8055.0,459,639.5,9560.0,18964,168103.0,2330.0,3728.0,28343.0,446.38,6490.0,12873.0,97072.0,832.0,5428.0,44785.0,54164.7,6717.4,25011,1605.9,550.3,235.52,7527.0,0.0,0.0,8,-96759,262,,,,
2000-01-09,11700,228496.0,1214.13,7490,14860,203940.0,6643.0,447,639.3,10300.0,20430,188533.0,2506.0,3705.0,32048.0,446.2,6990.0,13864.0,110936.0,893.0,6197.0,50982.0,54151.7,6730.4,25026,1598.8,546.3,235.78,7616.0,113.0,0.0,15,-96759,492,,,,
2000-01-10,13400,255074.0,1214.13,10400,20539,224479.0,9589.0,467,639.26,11400.0,22612,211145.0,2754.0,3135.0,35183.0,446.12,7480.0,14836.0,125772.0,957.0,5431.0,56413.0,54130.8,6751.3,25028,1597.7,545.0,233.4,6823.0,0.0,354.0,2,-96759,66,,,,
2000-01-11,13500,281851.0,1214.12,12500,24793,249272.0,11856.0,478,639.2,11300.0,22512,233657.0,2747.0,3430.0,38613.0,446.1,7490.0,14856.0,140628.0,958.0,3942.0,60355.0,54110.4,6771.7,25024,1596.2,544.5,230.83,6022.0,0.0,377.0,-4,-96759,-131,,,,
2000-01-12,13500,308628.0,1214.11,15300,30350,279622.0,14395.0,474,639.6,10300.0,20430,254087.0,2509.0,3433.0,42046.0,446.37,5490.0,10889.0,151517.0,597.0,3195.0,63550.0,54111.4,6770.7,25023,1606.8,549.5,231.28,6158.0,109.0,0.0,-1,-96759,-33,,,,
2000-01-13,13400,335207.0,1214.16,9440,18716,298338.0,8509.0,455,639.54,10400.0,20628,274715.0,2470.0,3456.0,45502.0,446.7,4490.0,8906.0,160423.0,462.0,3195.0,66745.0,54113.9,6768.2,25031,1605.2,555.5,234.25,7101.0,519.0,0.0,8,-96759,262,,,,
2000-01-14,13500,361983.0,1214.23,8460,16776,315113.0,7589.0,452,639.35,10400.0,20639,295354.0,2528.0,3425.0,48927.0,446.78,6490.0,12873.0,173296.0,639.0,3148.0,69893.0,54108.7,6773.4,25041,1600.1,557.0,236.64,7915.0,466.0,0.0,10,-96759,328,,,,
2000-01-15,12800,387372.0,1214.19,12900,25649,340762.0,12375.0,482,639.48,10400.0,20628,315982.0,2526.0,3466.0,52393.0,446.77,7000.0,13884.0,187180.0,708.0,3240.0,73133.0,54092.6,6789.5,25035,1603.5,556.8,236.16,7747.0,0.0,0.0,-6,-96759,-197,,,,
2000-01-16,11700,410579.0,1214.24,11300,22347,363109.0,10544.0,472,639.67,9040.0,17931,333913.0,2203.0,3508.0,55901.0,446.66,7000.0,13884.0,201064.0,704.0,6199.0,79332.0,54096.7,6785.4,25043,1608.6,554.8,237.2,8113.0,258.0,0.0,8,-96759,262,,,,
2000-01-17,13500,437355.0,1214.23,15500,30694,393802.0,15043.0,490,640.1,9060.0,17967,351880.0,2214.0,3472.0,59373.0,446.56,7000.0,13884.0,214948.0,709.0,3564.0,82896.0,54091.2,6790.8,25041,1620.1,553.1,236.72,7943.0,0.0,0.0,-2,-96759,-66,,,,
2000-01-18,13500,464132.0,1214.22,14100,27967,421769.0,13762.0,492,640.32,11000.0,21818,373698.0,2676.0,3955.0,63328.0,446.49,7000.0,13884.0,228832.0,904.0,3232.0,86128.0,54083.3,6798.7,25040,1626.2,551.6,236.29,7793.0,0.0,0.0,-1,-96759,-33,,,,
2000-01-19,13600,491108.0,1214.19,14400,28640,450409.0,13898.0,485,640.55,9880.0,19597,393295.0,2418.0,3929.0,67257.0,446.54,6480.0,12853.0,241685.0,811.0,3494.0,89622.0,54074.0,6808.1,25035,1632.2,552.6,235.72,7596.0,0.0,29.0,-5,-96759,-164,,,,
2000-01-20,13500,517884.0,1214.13,16000,31798,482206.0,15413.0,485,640.99,11000.0,21818,415113.0,2691.0,3922.0,71179.0,446.7,4990.0,9898.0,251583.0,607.0,3651.0,93273.0,54065.4,6816.6,25026,1644.1,555.6,234.59,7214.0,0.0,135.0,-9,-96759,-295,,,,
2000-01-21,13500,544661.0,1214.13,12500,24755,506961.0,11641.0,470,641.03,11000.0,21818,436931.0,2695.0,3851.0,75030.0,446.81,6990.0,13864.0,265447.0,898.0,2630.0,95903.0,54056.6,6825.5,25026,1645.2,557.7,233.38,6816.0,0.0,146.0,0,-96759,0,,,,
2000-01-22,12900,570248.0,1214.13,11900,23643,530603.0,11168.0,472,641.17,9760.0,19359,456290.0,2398.0,3298.0,78328.0,446.75,8490.0,16840.0,282287.0,1094.0,2531.0,98434.0,54052.2,6829.9,25026,1649.0,556.4,230.52,5929.0,0.0,442.0,0,-96759,0,,,,
2000-01-23,11700,593455.0,1214.15,14700,29165,559768.0,14104.0,484,641.61,8060.0,15987,472277.0,1978.0,2697.0,81025.0,446.6,6990.0,13864.0,296151.0,904.0,6201.0,104635.0,54053.7,6828.3,25029,1660.9,553.7,228.58,5368.0,0.0,239.0,3,-96759,98,,,,
2000-01-24,13500,620231.0,1214.12,13700,27174,586942.0,13138.0,483,641.79,11100.0,22017,494294.0,2716.0,2985.0,84010.0,446.46,7510.0,14896.0,311047.0,968.0,2432.0,107067.0,54041.3,6840.7,25024,1664.3,552.1,228.08,5228.0,0.0,54.0,-5,-96759,-164,,,,
2000-01-25,13400,646810.0,1214.18,9690,19212,606153.0,9021.0,470,641.7,9880.0,19598,513892.0,2359.0,3375.0,87385.0,446.62,7500.0,14876.0,325923.0,943.0,1741.0,108808.0,54042.3,6839.8,25034,1663.2,554.1,227.8,5152.0,0.0,0.0,10,-96759,328,,,,
2000-01-26,13400,673388.0,1214.23,9840,19515,625668.0,9139.0,468,641.88,9900.0,19636,533528.0,2215.0,3468.0,90853.0,446.7,6490.0,12873.0,338796.0,818.0,1760.0,110568.0,54038.7,6843.4,25041,1670.0,555.9,227.02,4939.0,0.0,88.0,7,-96759,229,,,,
2000-01-27,13400,699967.0,1214.19,16300,32350,658018.0,15835.0,489,642.32,10000.0,19835,553363.0,2477.0,3950.0,94803.0,447.04,4000.0,7934.0,346730.0,470.0,1745.0,112313.0,54042.4,6839.6,25035,1680.1,561.8,224.92,4393.0,0.0,250.0,-6,-96759,-197,,,,
2000-01-28,14100,727934.0,1214.18,11800,23355,681372.0,10992.0,471,642.31,11000.0,21770,575133.0,2705.0,3940.0,98743.0,446.95,8000.0,15868.0,362598.0,1036.0,1977.0,114290.0,54022.6,6859.4,25034,1679.8,560.1,224.66,4332.0,1.0,16.0,-1,-96759,-33,,,,
2000-01-29,13200,754116.0,1214.2,10900,21689,703061.0,10284.0,474,642.35,9870.0,19572,594705.0,2483.0,3871.0,102614.0,446.83,8990.0,17831.0,380429.0,1143.0,2095.0,116385.0,54014.0,6868.0,25037,1681.0,558.0,221.72,3639.0,0.0,341.0,3,-96759,98,,,,
2000-01-30,12000,777917.0,1214.28,9290,18430,721491.0,8697.0,472,642.27,9670.0,19187,613892.0,2447.0,3895.0,106509.0,446.53,7990.0,15848.0,396277.0,1056.0,6222.0,122607.0,54006.2,6875.8,25049,1678.6,552.4,218.87,3033.0,0.0,291.0,12,-96759,393,,,,
2000-01-31,13700,805091.0,1214.26,14300,28383,749873.0,13892.0,489,642.51,10000.0,19835,633727.0,2880.0,3886.0,110395.0,446.53,8000.0,15868.0,412145.0,1033.0,2046.0,124653.0,53990.9,6891.2,25046,1685.3,552.5,219.7,3203.0,107.0,0.0,-3,-96759,-98,,,,
2000-02-01,11900,23603.0,1214.25,12300,24496,24496.0,11933.0,487,642.51,10800.0,21336,21336.0,2645.0,3578.0,3578.0,446.51,7980.0,15831.0,15831.0,1040.0,3398.0,3398.0,53982.9,6899.1,25044,1685.2,552.2,220.68,3341.0,94.0,0.0,-2,-96759,-66,,,,
2000-02-02,11600,46612.0,1214.28,11600,23035,47530.0,10896.0,473,642.59,10800.0,21365,42701.0,2644.0,3305.0,6883.0,446.48,7910.0,15691.0,31522.0,1021.0,3382.0,6780.0,53976.1,6905.9,25049,1687.4,551.5,220.95,3469.0,0.0,0.0,5,-96759,164,,,,
2000-02-03,11600,69620.0,1214.29,11800,23479,71009.0,10891.0,464,642.58,10800.0,21477,64178.0,2573.0,3751.0,10634.0,446.65,5450.0,10808.0,42330.0,573.0,4147.0,10927.0,53970.1,6912.0,25051,1687.3,554.7,218.35,2931.0,0.0,274.0,2,-96759,66,,,,
2000-02-04,11500,92430.0,1214.3,9490,18826,89835.0,8600.0,457,642.43,11200.0,22301,86479.0,2770.0,3854.0,14488.0,446.41,9980.0,19795.0,62125.0,1295.0,4285.0,15212.0,53952.3,6929.8,25052,1683.3,550.3,214.6,2255.0,0.0,354.0,1,-96759,33,,,,
2000-02-05,10600,113455.0,1214.33,7710,15286,105120.0,6848.0,448,642.09,12300.0,24397,110876.0,3029.0,3682.0,18170.0,446.27,8460.0,16786.0,78911.0,1103.0,4232.0,19444.0,53936.6,6945.5,25057,1673.8,547.7,211.0,1711.0,0.0,287.0,5,-96759,164,,,,
2000-02-06,10600,134479.0,1214.41,8730,17319,122439.0,8014.0,463,641.92,11000.0,21818,132694.0,2714.0,3470.0,21640.0,446.15,8460.0,16783.0,95694.0,1096.0,5141.0,24585.0,53933.9,6948.1,25069,1669.2,545.5,213.51,2081.0,243.0,27.0,12,-96759,393,,,,
2000-02-07,11600,157488.0,1214.35,13300,26307,148746.0,12772.0,486,641.91,11300.0,22413,155107.0,2778.0,3428.0,25068.0,446.02,9480.0,18812.0,114506.0,1219.0,3149.0,27734.0,53903.4,6978.7,25060,1668.9,543.0,218.35,2931.0,433.0,0.0,-9,-96759,-295,,,,
2000-02-08,11500,180298.0,1214.25,16300,32350,181095.0,16068.0,497,642.28,11300.0,22318,177425.0,2764.0,3375.0,28443.0,445.92,9000.0,17844.0,132350.0,1157.0,4321.0,32055.0,53884.4,6997.7,25044,1679.2,541.2,217.52,2771.0,23.0,107.0,-16,-96759,-524,,,,
2000-02-09,11500,203107.0,1214.28,12300,24349,205444.0,11746.0,482,642.24,12300.0,24397,201822.0,3027.0,3402.0,31845.0,445.82,8980.0,17803.0,150153.0,1156.0,2889.0,34944.0,53876.1,7006.0,25049,1678.0,539.5,218.35,2931.0,95.0,0.0,5,-96759,164,,,,
2000-02-10,11500,225917.0,1214.2,13400,26537,231981.0,12918.0,487,642.36,12200.0,24198,226020.0,3123.0,3400.0,35245.0,446.05,5970.0,11850.0,162003.0,787.0,4434.0,39378.0,53859.9,7022.2,25037,1681.1,543.6,221.78,3652.0,373.0,1.0,-12,-96759,-393,,,,
2000-02-11,11500,248727.0,1214.24,12400,24519,256499.0,11686.0,477,642.06,13800.0,27372,253392.0,3409.0,3393.0,38638.0,446.12,8980.0,17818.0,179821.0,1161.0,2235.0,41613.0,53853.8,7028.3,25043,1673.0,544.9,224.9,4391.0,387.0,0.0,6,-96759,197,,,,
2000-02-12,10600,269752.0,1214.21,9930,19705,276204.0,9371.0,476,641.91,13800.0,27315,280707.0,3407.0,3432.0,42070.0,446.1,9470.0,18775.0,198596.0,1229.0,4890.0,46503.0,53838.7,7043.3,25038,1668.9,544.6,225.94,4655.0,154.0,0.0,-5,-96759,-164,,,,
2000-02-13,10600,290777.0,1214.27,10300,20491,296695.0,9732.0,475,641.66,12400.0,24600,305307.0,3054.0,3437.0,45507.0,446.07,9000.0,17852.0,216448.0,1159.0,6168.0,52671.0,53830.9,7051.2,25048,1662.2,543.9,228.02,5212.0,335.0,25.0,10,-96759,328,,,,
2000-02-14,11500,313587.0,1214.19,14400,28483,325177.0,14002.0,492,641.71,13700.0,27174,332481.0,3382.0,3911.0,49418.0,445.94,9440.0,18724.0,235172.0,1210.0,5497.0,58168.0,53807.2,7074.9,25035,1663.6,541.6,230.6,5953.0,350.0,0.0,-13,-96759,-426,,,,
2000-02-15,11500,336397.0,1214.18,12300,24304,349481.0,11858.0,488,641.74,12300.0,24390,356871.0,3027.0,3885.0,53303.0,445.88,9460.0,18772.0,253944.0,1222.0,5530.0,63698.0,53803.5,7078.6,25034,1664.4,540.5,231.3,6164.0,182.0,0.0,-1,-96759,-33,,,,
2000-02-16,11500,359207.0,1214.17,14000,27858,377338.0,13624.0,489,641.78,12300.0,24397,381268.0,3021.0,3855.0,57158.0,445.77,9500.0,18836.0,272780.0,1222.0,5203.0,68901.0,53791.8,7090.2,25033,1665.4,538.6,231.6,6256.0,146.0,0.0,-1,-96759,-33,,,,
2000-02-17,11500,382016.0,1214.16,14400,28486,405824.0,13772.0,483,641.84,14000.0,27850,409118.0,3469.0,3844.0,61002.0,445.86,7010.0,13910.0,286690.0,912.0,5597.0,74498.0,53778.2,7103.9,25031,1667.0,540.1,231.89,8344.0,113.0,0.0,-2,-96759,-66,,,,
2000-02-18,11500,404826.0,1214.11,13600,27062,432886.0,13081.0,483,641.75,15400.0,30545,439663.0,3799.0,3390.0,64392.0,445.72,10500.0,20812.0,307502.0,1347.0,5827.0,80325.0,53759.9,7122.2,25023,1664.7,537.7,231.0,6072.0,76.0,0.0,-8,-96759,-262,,,,
2000-02-19,10600,425851.0,1214.13,9530,18894,451779.0,8770.0,464,641.18,15400.0,30607,470270.0,3813.0,3397.0,67789.0,445.72,10500.0,20815.0,328317.0,1348.0,6199.0,86524.0,53743.5,7138.5,25026,1649.2,537.6,228.52,5352.0,0.0,325.0,3,-96759,98,,,,
2000-02-20,10600,446876.0,1214.11,10900,21522,473301.0,10264.0,477,641.05,15000.0,29752,500022.0,3650.0,3417.0,71206.0,445.8,10000.0,19880.0,348197.0,1285.0,6209.0,92733.0,53724.7,7157.4,25023,1645.7,539.1,230.69,7191.0,454.0,70.0,-3,-96759,-98,,,,
2000-02-21,11400,469488.0,1214.19,10700,21258,494559.0,10209.0,480,640.75,14300.0,28288,528310.0,3498.0,3413.0,74619.0,445.89,9490.0,18821.0,367018.0,1212.0,6202.0,98935.0,53710.5,7171.6,25035,1637.8,540.7,235.66,7575.0,887.0,0.0,12,-96759,393,,,,
2000-02-22,11600,492496.0,1214.16,12500,24882,519440.0,12109.0,487,640.71,13200.0,26214,554524.0,3250.0,3385.0,78004.0,445.94,8480.0,16812.0,383830.0,1089.0,5476.0,104411.0,53709.0,7173.0,25031,1636.0,543.1,239.52,8964.0,853.0,0.0,-4,-96759,-131,,,,
2000-02-23,11500,515306.0,1214.2,13500,26826,546266.0,13006.0,485,640.68,13000.0,25785,580309.0,3186.0,3385.0,81389.0,446.0,8440.0,16738.0,400568.0,1085.0,5220.0,109631.0,53706.0,7176.1,25037,1634.7,544.2,239.2,8843.0,98.0,0.0,6,-96759,197,,,,
2000-02-24,11500,538116.0,1214.12,13900,27561,573827.0,13382.0,486,640.77,13000.0,25833,606142.0,3171.0,3447.0,84836.0,446.43,4970.0,9866.0,410434.0,613.0,5233.0,114864.0,53686.2,7195.8,25024,1638.2,550.7,238.52,8591.0,0.0,2.0,-13,-96759,-426,,,,
2000-02-25,11500,560926.0,1214.07,17400,34512,608339.0,16860.0,489,641.07,12300.0,24397,630539.0,3017.0,3463.0,88299.0,446.27,10500.0,20854.0,431288.0,1343.0,5826.0,120690.0,53685.0,7197.0,25017,1646.4,547.6,237.25,9131.0,0.0,144.0,-7,-96759,-229,,,,
2000-02-26,10600,581950.0,1214.03,16400,32529,640868.0,15755.0,484,641.2,14300.0,28379,658918.0,3522.0,3462.0,91761.0,445.95,9980.0,19798.0,451086.0,1280.0,6211.0,126901.0,53666.0,7216.1,25011,1650.5,542.3,235.35,7469.0,0.0,280.0,-6,-96759,-197,,,,
2000-02-27,10700,603173.0,1213.91,21400,42446,683314.0,21251.0,501,641.35,14000.0,27765,686683.0,3448.0,3514.0,95275.0,445.92,9470.0,18783.0,469869.0,1217.0,6208.0,133109.0,53642.5,7239.6,24992,1653.8,541.3,233.57,6877.0,73.0,318.0,-19,-96759,-623,,,,
2000-02-28,11500,625983.0,1213.81,16700,33124,716438.0,16197.0,489,641.85,14100.0,27929,714612.0,3480.0,3893.0,99168.0,445.88,10500.0,20840.0,490709.0,1341.0,6220.0,139329.0,53632.5,7249.6,24977,1668.7,539.9,233.7,6920.0,102.0,18.0,-15,-96759,-492,,,,
2000-02-29,11600,648992.0,1213.79,13100,25983,742422.0,12472.0,480,641.71,14800.0,29331,743943.0,3663.0,3846.0,103014.0,445.76,9950.0,19730.0,510439.0,1263.0,6027.0,145356.0,53614.7,7267.4,24974,1663.6,538.3,233.36,6810.0,7.0,0.0,-3,-96759,-98,,,,
2000-03-01,11500,22810.0,1213.74,16900,33521,33521.0,15997.0,477,641.84,14400.0,28514,28514.0,3554.0,3899.0,3899.0,445.69,9970.0,19769.0,19769.0,1272.0,5471.0,5471.0,53602.3,7279.8,24966,1667.2,537.1,232.1,6409.0,0.0,152.0,-8,-96759,-262,,,,
2000-03-02,11300,45223.0,1213.64,19700,39074,72595.0,19171.0,491,642.21,14800.0,29347,57861.0,3676.0,3843.0,7742.0,445.98,7450.0,14780.0,34549.0,952.0,5430.0,10901.0,53594.2,7287.9,24951,1677.0,542.4,231.72,6292.0,0.0,1.0,-15,-96759,-492,,,,
2000-03-03,11400,67835.0,1213.53,17500,34711,107306.0,17497.0,504,642.4,14900.0,29478,87339.0,3702.0,2970.0,10712.0,445.95,10500.0,20838.0,55387.0,1344.0,5868.0,16769.0,53571.4,7310.7,24934,1682.4,541.8,227.95,5193.0,0.0,554.0,-17,-96759,-557,,,,
2000-03-04,10900,89455.0,1213.47,16400,32529,139835.0,15743.0,484,642.27,14900.0,29524,116863.0,3705.0,2960.0,13672.0,445.87,10500.0,20830.0,76217.0,1351.0,6197.0,22966.0,53557.5,7324.6,24925,1680.9,540.3,224.6,4317.0,0.0,421.0,-9,-96759,-295,,,,
2000-03-05,10600,110479.0,1213.38,19100,37884,177719.0,18551.0,490,642.65,14700.0,29223,146086.0,3658.0,3483.0,17155.0,446.02,8480.0,16819.0,93036.0,1070.0,6206.0,29172.0,53539.8,7342.2,24908,1689.0,543.0,224.72,4347.0,203.0,170.0,-17,-96759,-557,,,,
2000-03-06,11500,133289.0,1213.3,20500,40633,218352.0,20419.0,503,643.19,14000.0,27670,173756.0,3492.0,3453.0,20608.0,446.07,10400.0,20549.0,113585.0,1333.0,5837.0,35009.0,53542.5,7339.6,24899,1704.0,543.9,231.2,6133.0,866.0,0.0,-9,-96759,-295,,,,
2000-03-07,11500,156099.0,1213.15,20700,41010,259363.0,20437.0,498,643.23,15900.0,31592,205348.0,3965.0,3864.0,24472.0,445.91,11000.0,21796.0,135381.0,1403.0,5197.0,40206.0,53499.9,7382.2,24876,1705.0,541.1,230.56,5941.0,64.0,0.0,-23,-96759,-754,,,,
2000-03-08,11700,179306.0,1213.0,18100,35998,295361.0,17737.0,493,643.37,16700.0,33217,238565.0,4192.0,3843.0,28315.0,446.14,10000.0,19922.0,155303.0,1292.0,5038.0,45244.0,53474.2,7407.8,24853,1708.9,545.2,228.1,5234.0,0.0,423.0,-23,-96759,-754,,,,
2000-03-09,11500,202116.0,1212.98,15100,30018,325379.0,14723.0,490,643.25,16800.0,33307,271872.0,4209.0,3883.0,32198.0,446.72,6480.0,12859.0,168162.0,849.0,5057.0,50301.0,53475.7,7406.4,24850,1705.7,555.9,230.25,5849.0,459.0,116.0,-3,-96759,-98,,,,
2000-03-10,11500,224926.0,1212.96,13800,27390,352768.0,13255.0,484,643.07,16800.0,33244,305116.0,4194.0,3895.0,36093.0,446.83,10500.0,20773.0,188935.0,1363.0,5361.0,55662.0,53464.0,7418.0,24847,1700.6,558.0,230.95,6057.0,280.0,417.0,-3,-96759,-98,,,,
2000-03-11,10500,245752.0,1213.0,9850,19543,372311.0,9319.0,477,642.63,15800.0,31387,336503.0,3995.0,3779.0,39872.0,446.91,10500.0,20805.0,209740.0,1361.0,5815.0,61477.0,53451.5,7430.5,24853,1688.7,559.4,227.78,5146.0,0.0,519.0,6,-96759,197,,,,
2000-03-12,10600,266777.0,1213.02,11600,23031,395342.0,11144.0,484,642.22,16800.0,33281,369784.0,4191.0,3422.0,43294.0,446.9,12000.0,23839.0,233579.0,1563.0,6223.0,67700.0,53439.8,7442.2,24856,1677.4,559.2,221.38,3564.0,0.0,625.0,3,-96759,98,,,,
2000-03-13,11500,289587.0,1212.95,16400,32526,427867.0,16102.0,495,642.25,15200.0,30094,399878.0,3771.0,3455.0,46749.0,446.8,12500.0,24876.0,258455.0,1619.0,5573.0,73273.0,53421.0,7461.1,24845,1678.2,557.4,220.7,3415.0,106.0,170.0,-11,-96759,-360,,,,
2000-03-14,11500,312397.0,1212.86,17300,34293,462161.0,17052.0,497,642.42,15000.0,29679,429557.0,3724.0,3458.0,50207.0,446.58,12500.0,24827.0,283282.0,1594.0,6216.0,79489.0,53398.3,7483.8,24832,1682.9,553.3,220.9,3450.0,36.0,0.0,-13,-96759,-426,,,,
2000-03-15,11500,335207.0,1212.87,14200,28125,490285.0,13621.0,484,642.42,15000.0,29752,459309.0,3736.0,3462.0,53669.0,446.36,12000.0,23776.0,307058.0,1541.0,5864.0,85353.0,53390.0,7492.1,24833,1682.8,549.4,218.82,3024.0,0.0,221.0,1,-96759,33,,,,
2000-03-16,11000,357025.0,1212.81,15000,29791,520076.0,14386.0,483,642.19,16000.0,31786,491095.0,3977.0,3461.0,57130.0,446.59,9530.0,18906.0,325964.0,1240.0,4870.0,90223.0,53365.2,7516.9,24824,1676.6,553.5,214.13,2178.0,0.0,444.0,-9,-96759,-295,,,,
2000-03-17,11600,380033.0,1212.65,20800,41181,561257.0,20474.0,497,642.56,16000.0,31690,522785.0,3972.0,3443.0,60573.0,446.34,14000.0,27790.0,353754.0,1789.0,4916.0,95139.0,53336.6,7545.5,24799,1686.8,549.0,210.87,1694.0,0.0,250.0,-25,-96759,-819,,,,
2000-03-18,10800,401455.0,1212.61,16100,31927,593184.0,15519.0,486,642.47,16400.0,32539,555324.0,4074.0,3488.0,64061.0,446.26,13000.0,25774.0,379528.0,1661.0,4911.0,100050.0,53316.3,7565.8,24793,1684.1,547.5,210.82,1687.0,0.0,0.0,-6,-96759,-197,,,,
2000-03-19,10600,422479.0,1212.55,13000,25769,618953.0,12378.0,480,642.17,16500.0,32670,587994.0,4106.0,3359.0,67420.0,446.08,13000.0,25767.0,405295.0,1667.0,6211.0,106261.0,53286.2,7595.9,24784,1675.9,544.1,214.08,2170.0,282.0,0.0,-9,-96759,-295,,,,
2000-03-20,11600,445488.0,1212.45,16600,32845,651797.0,16198.0,493,642.22,17400.0,34415,622409.0,4321.0,3443.0,70863.0,445.91,15200.0,30093.0,435388.0,1919.0,4865.0,111126.0,53277.9,7604.2,24769,1677.3,541.1,223.05,3943.0,893.0,0.0,-15,-96759,-492,,,,
2000-03-21,11600,468496.0,1212.44,13200,26098,677895.0,12748.0,488,641.79,17800.0,35282,657691.0,4418.0,3482.0,74345.0,445.8,13500.0,26707.0,462095.0,1710.0,4886.0,116012.0,53241.5,7640.6,24767,1665.6,539.0,227.22,4994.0,564.0,0.0,-2,-96759,-66,,,,
2000-03-22,11600,491504.0,1212.34,18100,35923,713818.0,17822.0,496,641.7,17900.0,35504,693195.0,4418.0,3907.0,78252.0,445.48,12900.0,25620.0,487715.0,1646.0,5198.0,121210.0,53205.0,7677.1,24752,1663.3,533.4,230.21,5837.0,499.0,0.0,-15,-96759,-492,,,,
2000-03-23,11600,514512.0,1212.3,14400,28587,742405.0,14068.0,492,641.44,17900.0,35504,728699.0,4408.0,3900.0,82152.0,445.81,9980.0,19791.0,507506.0,1273.0,5153.0,126363.0,53188.4,7693.7,24746,1656.4,539.3,232.9,6661.0,543.0,0.0,-6,-96759,-197,,,,
2000-03-24,11500,537322.0,1212.24,16700,33202,775606.0,16270.0,490,641.34,17900.0,35455,764154.0,4416.0,3886.0,86038.0,445.83,13500.0,26745.0,534251.0,1705.0,5141.0,131504.0,53175.1,7706.9,24737,1653.6,539.7,236.9,8006.0,789.0,0.0,-9,-96759,-295,,,,
2000-03-25,8000,553190.0,1212.21,13200,26105,801711.0,12725.0,487,641.11,16000.0,31650,795804.0,3935.0,3865.0,89903.0,445.73,13500.0,26811.0,561062.0,1724.0,5134.0,136638.0,53161.1,7720.9,24732,1647.3,537.9,238.8,8694.0,517.0,0.0,-5,-96759,-164,,,,
2000-03-26,8000,569058.0,1212.2,13400,26676,828386.0,13086.0,491,640.95,15600.0,30991,826795.0,3855.0,3520.0,93423.0,445.59,13000.0,25867.0,586929.0,1666.0,5432.0,142070.0,53159.5,7722.6,24731,1643.0,535.4,238.95,8750.0,159.0,0.0,-1,-96759,-33,,,,
