Day,GlenCanyon_rel_cfs,GlenCanyon_cum_rel_AF,Hoover_elev,Hoover_rel_cfs,Hoover_rel_AF,Hoover_cum_rel_AF,Hoover_gen_MWh,Hoover_gen_rate_KWh/AF,Davis_elev,Davis_rel_cfs,Davis_rel_AF,Davis_cum_rel_AF,Davis_gen_MWh,MWD_diver_AF,MWD_cum_diver_AF,Parker_elev,Parker_rel_cfs,Parker_rel_AF,Parker_cum_rel_AF,Parker_gen_MWh,CAP_diver_AF,CAP_cum_diver_AF,Stor_total,Stor_avail,Hoover_stor_KAF,Davis_stor_KAF,Parker_stor_KAF,SenWash_elev,SenWash_stor_KAF,SenWash_pump_cfs,SenWash_rel_cfs,Hoover_del_stor_KAF,Hoover_pump_cfs,Hoover_evap_cfs,Hoover_cbs_cfs,Hoover_loss_cfs,Hoover_cum_loss_AF,Hoover_inflow_cfs
2001-10-18,10200,352066.0,1177.8,10000,19894,309639.0,8941.0,449,636.51,10800.0,21421,390461.0,2482.0,3398.0,63540.0,447.24,6470.0,12836.0,296960.0,830.0,458.0,28090.0,46040.7,14841.3,19851,1525.1,565.6,226.6,4829.0,512.0,0.0,-1,-96759,-33,,,,
2001-10-19,10300,372496.0,1177.82,8450,16758,326397.0,7405.0,442,636.27,10900.0,21572,412033.0,2537.0,3435.0,66976.0,447.24,8480.0,16812.0,313772.0,1102.0,867.0,28957.0,46025.5,14856.6,19854,1518.9,565.6,231.32,6170.0,710.0,0.0,3,-96759,98,,,,
2001-10-20,10100,392529.0,1177.91,4840,9604,336001.0,3830.0,399,635.94,10000.0,19838,431871.0,2374.0,3425.0,70401.0,447.08,9480.0,18798.0,332570.0,1232.0,865.0,29821.0,46012.7,14869.4,19866,1510.1,562.7,232.7,6598.0,287.0,0.0,12,-96759,393,,,,
2001-10-21,7300,407008.0,1177.93,6250,12398,348399.0,5315.0,429,635.68,9990.0,19822,451693.0,2351.0,3396.0,73797.0,446.94,8470.0,16808.0,349378.0,1101.0,2309.0,32130.0,46001.8,14880.2,19869,1503.3,559.9,232.24,6453.0,0.0,0.0,3,-96759,98,,,,
2001-10-22,10200,427240.0,1177.96,7450,14782,363181.0,6545.0,443,635.41,11200.0,22268,473961.0,2619.0,3687.0,77484.0,446.88,8510.0,16874.0,366252.0,1104.0,770.0,32900.0,45982.1,14900.0,19873,1496.5,558.9,233.04,6706.0,199.0,0.0,4,-96759,131,,,,
2001-10-23,10100,447273.0,1178.03,7460,14802,377982.0,6510.0,440,635.07,11300.0,22454,496415.0,2633.0,3719.0,81203.0,447.0,7460.0,14798.0,381050.0,950.0,770.0,33669.0,45974.8,14907.3,19882,1487.5,561.1,232.61,6567.0,0.0,0.0,9,-96759,295,,,,
2001-10-24,10200,467504.0,1177.99,7660,15192,393174.0,6598.0,434,634.81,11300.0,22478,518893.0,2603.0,3731.0,84934.0,447.24,6990.0,13862.0,394912.0,896.0,764.0,34433.0,45951.6,14930.4,19877,1480.9,565.6,231.18,6435.0,0.0,0.0,-5,-96759,-164,,,,
2001-10-25,10200,487736.0,1178.01,8070,16000,409174.0,6829.0,427,634.68,10200.0,20214,539107.0,2344.0,2331.0,87265.0,447.59,6000.0,11894.0,406806.0,767.0,770.0,35203.0,45941.3,14940.8,19879,1477.4,572.2,233.05,6709.0,204.0,0.0,2,-96759,66,,,,
2001-10-26,10200,507967.0,1178.01,9840,19522,428696.0,8651.0,443,634.69,9430.0,18698,557805.0,2116.0,3838.0,91103.0,447.73,6460.0,12806.0,419612.0,855.0,1154.0,36357.0,45933.3,14948.8,19879,1477.6,575.0,233.55,6871.0,152.0,0.0,0,-96759,0,,,,
2001-10-27,10100,528000.0,1178.04,7530,14940,443635.0,6495.0,435,634.44,10700.0,21168,578973.0,2439.0,3725.0,94828.0,447.64,7490.0,14858.0,434470.0,992.0,1154.0,37511.0,45913.7,14968.4,19883,1471.2,573.2,233.1,6725.0,0.0,0.0,4,-96759,131,,,,
2001-10-28,7300,542479.0,1178.08,7230,14338,457973.0,6191.0,432,634.28,9610.0,19058,598031.0,2193.0,3681.0,98509.0,447.6,7510.0,14898.0,449368.0,996.0,2309.0,39820.0,45907.6,14974.5,19888,1467.3,572.4,233.4,6823.0,116.0,0.0,5,-96759,164,,,,
2001-10-29,10100,562512.0,1178.08,9720,19276,477249.0,8753.0,454,634.37,8520.0,16904,614935.0,1942.0,2733.0,101242.0,447.67,6980.0,13838.0,463206.0,925.0,1154.0,40975.0,45898.9,14983.2,19888,1469.4,573.7,231.9,6347.0,0.0,192.0,0,-96759,0,,,,
2001-10-30,10100,582545.0,1178.1,9750,19334,496583.0,8715.0,451,634.51,8470.0,16810,631745.0,1944.0,2580.0,103823.0,447.59,7490.0,14856.0,478062.0,966.0,1154.0,42129.0,45889.1,14993.0,19891,1473.1,572.2,231.54,6237.0,0.0,1.0,3,-96759,98,,,,
2001-10-31,10200,602777.0,1178.03,9650,19138,515720.0,8732.0,456,634.57,8680.0,17218,648963.0,1983.0,2670.0,106493.0,447.47,7490.0,14862.0,492924.0,966.0,770.0,42899.0,45864.5,15017.6,19882,1474.5,569.9,230.78,6007.0,0.0,58.0,-9,-96759,-295,,,,
2001-11-01,10300,20430.0,1178.02,10700,21270,21270.0,9609.0,452,634.69,8530.0,16914,16914.0,1953.0,3380.0,3380.0,447.55,6500.0,12894.0,12894.0,1152.0,1152.0,,45857.9,15024.2,19881,1477.8,571.5,227.05,4948.0,0.0,524.0,-1,-96759,-33,,,,
2001-11-02,10400,41058.0,1178.04,8130,16116,37385.0,7051.0,438,634.6,8950.0,17756,34670.0,2047.0,3068.0,6448.0,447.53,7010.0,13912.0,26806.0,894.0,789.0,1942.0,45846.8,15035.3,19883,1475.5,571.1,226.85,4895.0,0.0,0.0,2,-96759,66,,,,
2001-11-03,9400,59702.0,1178.09,5940,11774,49159.0,4923.0,418,634.37,8680.0,17226,51896.0,1970.0,3431.0,9880.0,447.36,8030.0,15920.0,42726.0,1024.0,869.0,2811.0,45834.4,15047.7,19890,1469.4,567.9,227.29,5013.0,88.0,0.0,7,-96759,229,,,,
2001-11-04,9100,77752.0,1178.14,7660,15188,64347.0,6656.0,438,634.25,8660.0,17172,69068.0,1939.0,3431.0,13311.0,447.13,7470.0,14824.0,57550.0,951.0,2309.0,5119.0,45824.6,15057.4,19896,1466.3,563.6,232.48,6529.0,796.0,0.0,6,-96759,197,,,,
2001-11-05,10400,98380.0,1178.13,9540,18926,83273.0,8614.0,455,634.36,8720.0,17298,86366.0,1950.0,3439.0,16750.0,447.04,7490.0,14856.0,72406.0,955.0,946.0,6065.0,45810.5,15071.6,19895,1469.3,561.9,231.85,6332.0,60.0,115.0,-1,-96759,-33,,,,
2001-11-06,10300,118810.0,1178.14,10900,21578,104850.0,9718.0,450,634.52,8730.0,17314,103680.0,1981.0,3479.0,20229.0,446.86,7970.0,15806.0,88212.0,1024.0,393.0,6458.0,45801.2,15080.9,19896,1473.3,558.6,230.7,5983.0,0.0,109.0,1,-96759,33,,,,
2001-11-07,10400,139438.0,1178.14,9810,19452,124302.0,8685.0,446,634.58,9100.0,18048,121728.0,2078.0,3439.0,23669.0,446.8,7490.0,14858.0,103070.0,951.0,940.0,7398.0,45793.3,15088.8,19896,1474.9,557.4,230.48,5917.0,0.0,0.0,0,-96759,0,,,,
2001-11-08,10100,159471.0,1178.05,12200,24152,148454.0,10969.0,454,634.76,9670.0,19186,140914.0,2186.0,3810.0,27479.0,446.81,6010.0,11912.0,114982.0,772.0,2017.0,9416.0,45778.7,15103.3,19885,1479.5,557.6,230.19,5831.0,13.0,0.0,-11,-96759,-360,,,,
2001-11-09,10300,179901.0,1178.11,8000,15872,164326.0,6812.0,429,634.57,10500.0,20750,161664.0,2369.0,3862.0,31341.0,446.77,6960.0,13806.0,128788.0,886.0,2015.0,11431.0,45764.9,15117.1,19892,1474.8,556.8,232.75,6614.0,432.0,0.0,7,-96759,229,,,,
2001-11-10,10000,199736.0,1178.18,4530,8992,173317.0,3566.0,397,634.17,10200.0,20192,181856.0,2290.0,3832.0,35173.0,446.67,7490.0,14850.0,143638.0,953.0,2015.0,13446.0,45751.0,15131.1,19902,1464.4,555.0,233.15,6742.0,275.0,0.0,10,-96759,328,,,,
2001-11-11,8800,217190.0,1178.26,5920,11742,185059.0,4947.0,421,633.87,10100.0,20016,201872.0,2286.0,3590.0,38763.0,446.59,7000.0,13876.0,157514.0,885.0,3457.0,16903.0,45744.3,15137.8,19912,1456.8,553.5,233.28,6784.0,83.0,0.0,10,-96759,328,,,,
2001-11-12,10300,237620.0,1178.23,8080,16028,201087.0,6812.0,425,633.7,9940.0,19723,221595.0,2318.0,3570.0,42333.0,446.52,6970.0,13824.0,171338.0,893.0,3457.0,20360.0,45725.4,15156.6,19908,1452.2,552.2,232.04,6706.0,26.0,0.0,-4,-96759,-131,,,,
2001-11-13,10300,258050.0,1178.34,4500,8934,210021.0,3605.0,404,633.21,11200.0,22132,243727.0,2560.0,3072.0,45406.0,446.5,6970.0,13828.0,185166.0,883.0,3055.0,23415.0,45714.9,15167.1,19923,1439.7,551.8,233.41,6826.0,126.0,0.0,15,-96759,492,,,,
2001-11-14,10200,278281.0,1178.33,9930,19694,229715.0,8843.0,449,633.27,9050.0,17942,261669.0,2099.0,2967.0,48373.0,446.67,6050.0,11996.0,197162.0,778.0,2727.0,26142.0,45705.4,15176.6,19921,1441.2,555.1,233.08,6719.0,9.0,0.0,-2,-96759,-66,,,,
2001-11-15,10200,298512.0,1178.21,16700,33174,262888.0,15542.0,469,633.74,8970.0,17792,279461.0,2024.0,7061.0,55434.0,446.55,6000.0,11900.0,209062.0,775.0,4108.0,30250.0,45687.4,15194.7,19906,1453.3,552.7,232.68,6592.0,0.0,0.0,-15,-96759,-492,,,,
2001-11-16,10100,318545.0,1178.1,17000,33756,296644.0,15850.0,470,634.39,8950.0,17754,297215.0,2045.0,3295.0,58729.0,446.36,6000.0,11892.0,220954.0,767.0,5736.0,35986.0,45673.5,15208.6,19891,1470.1,549.4,233.02,6699.0,107.0,0.0,-15,-96759,-492,,,,
2001-11-17,10100,338578.0,1178.03,13200,26228,322871.0,11987.0,457,634.79,8500.0,16850,314065.0,1950.0,3535.0,62263.0,446.08,6990.0,13870.0,234824.0,882.0,5732.0,41718.0,45656.8,15225.3,19882,1480.2,544.3,232.75,6614.0,20.0,0.0,-9,-96759,-295,,,,
2001-11-18,9200,356826.0,1177.97,15300,30432,353303.0,14163.0,465,635.22,9550.0,18934,332999.0,2208.0,3814.0,66077.0,445.63,7700.0,15266.0,250090.0,965.0,5730.0,47449.0,45646.8,15235.3,19874,1491.3,536.0,230.98,6066.0,0.0,234.0,-8,-96759,-262,,,,
2001-11-19,10500,377653.0,1177.86,14100,27968,381270.0,12983.0,464,635.4,10900.0,21602,354601.0,2575.0,3860.0,69937.0,445.4,6480.0,12854.0,262944.0,826.0,5726.0,53175.0,45618.6,15263.4,19860,1496.2,531.8,226.98,4929.0,0.0,551.0,-14,-96759,-459,,,,
2001-11-20,10400,398281.0,1177.75,17400,34483,415754.0,16160.0,469,635.77,12100.0,23968,378569.0,2865.0,3840.0,73777.0,445.66,4990.0,9894.0,272838.0,619.0,5726.0,58901.0,45603.9,15278.2,19845,1505.7,536.5,223.8,4121.0,0.0,392.0,-15,-96759,-492,,,,
2001-11-21,10300,418711.0,1177.7,13200,26238,441992.0,11873.0,453,635.83,12500.0,24742,403311.0,2960.0,3493.0,77270.0,445.68,6960.0,13800.0,286638.0,868.0,4506.0,63408.0,45588.4,15293.6,19839,1507.2,537.0,227.46,5059.0,447.0,0.0,-6,-96759,-197,,,,
2001-11-22,9300,437157.0,1177.79,7080,14036,456027.0,6041.0,430,635.5,12500.0,24720,428031.0,2953.0,2987.0,80257.0,446.06,5010.0,9946.0,296584.0,629.0,6557.0,69965.0,45590.7,15291.4,19851,1498.8,543.7,233.55,6871.0,945.0,0.0,12,-96759,393,,,,
2001-11-23,10400,457785.0,1177.76,8560,16980,473007.0,7419.0,437,635.11,12400.0,24644,452675.0,2943.0,2936.0,83193.0,446.11,6980.0,13844.0,310428.0,879.0,5587.0,75552.0,45559.6,15322.5,19847,1488.6,544.7,233.54,6868.0,71.0,0.0,-4,-96759,-131,,,,
2001-11-24,10300,478215.0,1177.69,11800,23338,496345.0,10518.0,451,634.99,11800.0,23318,475993.0,2763.0,3005.0,86198.0,446.25,6530.0,12952.0,323380.0,816.0,5542.0,81094.0,45535.7,15346.4,19837,1485.5,547.3,233.13,6735.0,0.0,0.0,-10,-96759,-328,,,,
2001-11-25,9400,496859.0,1177.65,13300,26378,522722.0,12163.0,461,635.11,11800.0,23330,499323.0,2771.0,3441.0,89639.0,446.32,6510.0,12906.0,336286.0,833.0,5213.0,86307.0,45529.7,15352.4,19832,1488.7,548.6,232.78,6624.0,0.0,0.0,-5,-96759,-164,,,,
2001-11-26,10900,518479.0,1177.57,14100,28022,550744.0,13058.0,466,635.36,10700.0,21162,520485.0,2591.0,3903.0,93542.0,446.46,6490.0,12866.0,349152.0,845.0,4322.0,90629.0,45515.3,15366.8,19822,1495.0,551.2,232.38,6498.0,1.0,0.0,-10,-96759,-328,,,,
2001-11-27,11000,540297.0,1177.42,18400,36507,587251.0,17247.0,472,635.89,10900.0,21612,542097.0,2577.0,3903.0,97446.0,446.44,6980.0,13838.0,362990.0,895.0,3931.0,94560.0,45496.1,15385.9,19802,1508.9,550.8,232.3,6472.0,282.0,215.0,-20,-96759,-655,,,,
2001-11-28,11100,562314.0,1177.32,14800,29398,616649.0,13645.0,464,636.21,10100.0,19952,562049.0,2385.0,3858.0,101304.0,446.41,5970.0,11850.0,374840.0,762.0,4122.0,98682.0,45466.8,15415.2,19789,1517.1,550.2,232.13,6419.0,27.0,0.0,-13,-96759,-426,,,,
2001-11-29,10900,583934.0,1177.24,14400,28512,645161.0,13232.0,464,636.7,9520.0,18892,580941.0,2230.0,3868.0,105172.0,446.45,6450.0,12796.0,387636.0,807.0,3842.0,102524.0,45461.4,15420.6,19778,1530.1,550.9,227.4,5043.0,0.0,674.0,-11,-96759,-360,,,,
2001-11-30,10900,605554.0,1177.22,11100,21970,667130.0,9841.0,448,636.76,9970.0,19776,600717.0,2339.0,3511.0,108682.0,446.35,5970.0,11848.0,399484.0,762.0,5603.0,108127.0,45453.3,15428.7,19776,1531.7,549.2,222.08,3719.0,0.0,4.0,-2,-96759,-66,,,,
2001-12-01,14000,27769.0,1177.23,10000,19874,19874.0,8963.0,451,636.68,9990.0,19816,19816.0,2346.0,3437.0,3437.0,446.15,6470.0,12840.0,12840.0,838.0,5742.0,5742.0,45446.0,15436.1,19777,1529.5,545.5,219.59,3181.0,0.0,276.0,1,-96759,33,,,,
2001-12-02,10300,48198.0,1177.23,10300,20350,40223.0,9114.0,448,636.73,9940.0,19720,39536.0,2343.0,3487.0,6924.0,446.11,5990.0,11880.0,24720.0,762.0,5724.0,11466.0,45430.1,15452.0,19777,1530.8,544.7,224.32,4248.0,548.0,0.0,0,-96759,0,,,,
2001-12-03,14000,75967.0,1177.23,9130,18114,58337.0,8165.0,451,636.74,9870.0,19570,59106.0,2353.0,3350.0,10274.0,446.02,6470.0,12836.0,37556.0,823.0,5722.0,17189.0,45399.6,15482.5,19777,1531.0,543.1,227.78,5146.0,459.0,0.0,0,-96759,0,,,,
2001-12-04,14100,103934.0,1177.29,11300,22342,80679.0,10099.0,452,636.61,11700.0,23258,82364.0,2816.0,3445.0,13720.0,445.95,6390.0,12684.0,50240.0,818.0,5379.0,22568.0,45373.5,15508.6,19785,1527.6,541.8,230.42,5900.0,409.0,0.0,8,-96759,262,,,,
2001-12-05,14000,131702.0,1177.28,11300,22346,103024.0,9973.0,446,636.61,11700.0,23236,105600.0,2813.0,3467.0,17187.0,446.04,6020.0,11937.0,62177.0,747.0,5276.0,27844.0,45346.4,15535.6,19784,1527.6,543.4,230.3,5864.0,22.0,0.0,-1,-96759,-33,,,,
2001-12-06,13800,159074.0,1177.26,14900,29642,132666.0,13817.0,466,636.86,11100.0,22080,127680.0,2656.0,3386.0,20573.0,446.28,5490.0,10890.0,73067.0,691.0,5724.0,33568.0,45335.8,15546.3,19781,1534.3,547.8,230.01,5778.0,0.0,0.0,-3,-96759,-98,,,,
2001-12-07,13800,186446.0,1177.23,16100,31948,164614.0,14956.0,468,637.28,11100.0,22020,149700.0,2680.0,3414.0,23986.0,446.36,5980.0,11864.0,84931.0,763.0,5024.0,38592.0,45333.6,15548.5,19777,1545.3,549.4,228.66,5391.0,0.0,166.0,-4,-96759,-131,,,,
2001-12-08,12900,212033.0,1177.26,9910,19654,184267.0,8918.0,454,637.15,10100.0,20079,169779.0,2379.0,3406.0,27392.0,446.33,6000.0,11908.0,96839.0,763.0,5726.0,44319.0,45319.1,15562.9,19781,1541.7,548.7,225.57,4561.0,0.0,403.0,4,-96759,131,,,,
2001-12-09,9900,231669.0,1177.37,8800,17464,201731.0,7666.0,439,637.11,8940.0,17731,187510.0,2350.0,3398.0,30789.0,446.2,6470.0,12838.0,109677.0,843.0,5724.0,50043.0,45322.6,15559.5,19795,1540.7,546.4,226.39,4773.0,127.0,0.0,14,-96759,459,,,,
2001-12-10,13700,258843.0,1177.39,10400,20644,222375.0,9370.0,454,637.06,10100.0,20074,207584.0,2418.0,3378.0,34167.0,446.08,6470.0,12834.0,122511.0,839.0,5621.0,55664.0,45293.6,15588.4,19798,1539.5,544.1,226.2,4724.0,0.0,0.0,3,-96759,98,,,,
2001-12-11,13700,286017.0,1177.35,14100,28024,250398.0,13120.0,468,637.2,11900.0,23534,231118.0,2862.0,2940.0,37107.0,446.09,6460.0,12806.0,135317.0,816.0,5439.0,61103.0,45275.6,15606.5,19793,1543.0,544.3,227.35,5030.0,171.0,0.0,-5,-96759,-164,,,,
2001-12-12,13700,313190.0,1177.32,12600,24936,275334.0,11414.0,458,637.31,10900.0,21656,252774.0,2639.0,2479.0,39586.0,446.29,5980.0,11870.0,147187.0,756.0,5266.0,66369.0,45256.7,15625.3,19789,1546.2,548.1,229.77,5708.0,359.0,0.0,-4,-96759,-131,,,,
2001-12-13,13500,339967.0,1177.31,13800,27456,302790.0,12727.0,464,637.51,10900.0,21704,274478.0,2616.0,2525.0,42111.0,446.53,4980.0,9868.0,157055.0,618.0,4917.0,71286.0,45243.2,15638.9,19788,1551.4,552.5,229.27,5564.0,0.0,42.0,-1,-96759,-33,,,,
2001-12-14,13600,366942.0,1177.27,13800,27330,330119.0,12686.0,464,637.78,9470.0,18782,293260.0,2248.0,2553.0,44664.0,446.63,5490.0,10880.0,167935.0,695.0,5595.0,76881.0,45229.4,15652.6,19782,1558.5,554.3,226.49,4799.0,0.0,367.0,-6,-96759,-197,,,,
2001-12-15,13200,393124.0,1177.29,11500,22830,352949.0,10397.0,455,637.98,8970.0,17797,311057.0,2243.0,3007.0,47671.0,446.46,6980.0,13854.0,181789.0,900.0,5478.0,82360.0,45213.7,15668.3,19785,1563.6,551.1,226.28,4745.0,0.0,0.0,3,-96759,98,,,,
2001-12-16,10200,413355.0,1177.36,11500,22812,375760.0,10536.0,462,638.11,9420.0,18684,329741.0,2240.0,3445.0,51116.0,446.3,5960.0,11820.0,193609.0,756.0,5724.0,88084.0,45208.6,15673.4,19794,1567.2,548.2,227.14,4972.0,138.0,0.0,9,-96759,295,,,,
2001-12-17,13700,440529.0,1177.3,13400,26542,402302.0,12462.0,470,638.33,10000.0,19868,349609.0,2386.0,3457.0,54573.0,446.24,5960.0,11812.0,205421.0,752.0,5238.0,93322.0,45180.2,15701.9,19786,1572.8,547.0,228.71,5405.0,214.0,0.0,-8,-96759,-262,,,,
2001-12-18,13600,467504.0,1177.32,13300,26416,428718.0,12145.0,460,638.48,11000.0,21838,371447.0,2642.0,3451.0,58024.0,446.21,6490.0,12873.0,218294.0,824.0,5280.0,98602.0,45166.1,15716.0,19789,1577.0,546.5,228.49,5343.0,5.0,0.0,3,-96759,98,,,,
2001-12-19,13300,493884.0,1177.26,12900,25619,454336.0,11697.0,457,638.41,11000.0,21759,393206.0,2642.0,3487.0,61511.0,446.23,6090.0,12079.0,230373.0,778.0,5340.0,103942.0,45140.9,15741.1,19781,1575.2,547.0,227.53,5078.0,0.0,105.0,-8,-96759,-262,,,,
2001-12-20,13800,521256.0,1177.22,14600,29034,483370.0,13536.0,466,638.65,10600.0,20958,414164.0,2537.0,3376.0,64887.0,446.37,5000.0,9916.0,240289.0,622.0,5290.0,109232.0,45123.1,15758.9,19776,1581.4,549.5,224.21,4221.0,0.0,417.0,-5,-96759,-164,,,,
2001-12-21,13800,548628.0,1177.29,13100,26078,509448.0,12038.0,462,638.96,8880.0,17621,431785.0,2118.0,3423.0,68311.0,446.4,5440.0,10784.0,251073.0,703.0,5720.0,114952.0,45115.2,15766.9,19785,1589.6,550.1,224.07,4187.0,0.0,0.0,9,-96759,295,,,,
2001-12-22,13400,575207.0,1177.32,11200,22274,531721.0,10051.0,451,639.07,8980.0,17816,449601.0,2153.0,3416.0,71726.0,446.48,3590.0,7130.0,258203.0,435.0,5528.0,120480.0,45107.8,15774.3,19789,1592.7,551.5,223.9,4145.0,0.0,0.0,4,-96759,131,,,,
2001-12-23,10200,595438.0,1177.34,12200,24268,555989.0,11029.0,454,639.39,8980.0,17808,467409.0,2151.0,2936.0,74662.0,446.63,4000.0,7938.0,266141.0,478.0,5722.0,126202.0,45109.6,15772.4,19792,1601.3,554.3,226.58,4824.0,354.0,0.0,3,-96759,98,,,,
2001-12-24,13800,622810.0,1177.37,10900,21588,577577.0,9746.0,451,639.47,8900.0,17653,485062.0,2139.0,2936.0,77597.0,446.57,4970.0,9860.0,276001.0,637.0,5460.0,131663.0,45092.1,15789.9,19795,1603.4,553.2,231.27,6155.0,686.0,0.0,3,-96759,98,,,,
2001-12-25,10600,643835.0,1177.37,11200,22252,599828.0,10180.0,457,639.65,8910.0,17666,502728.0,2139.0,3400.0,80997.0,446.48,4990.0,9896.0,285897.0,621.0,5722.0,137385.0,45083.8,15798.3,19795,1608.1,551.6,232.63,6576.0,296.0,0.0,0,-96759,0,,,,
2001-12-26,13600,670810.0,1177.38,12600,24916,624745.0,11292.0,453,639.86,8840.0,17530,520258.0,2142.0,3396.0,84393.0,446.53,4970.0,9852.0,295749.0,625.0,5161.0,142546.0,45069.2,15812.8,19797,1613.8,552.4,231.59,6253.0,0.0,107.0,2,-96759,66,,,,
2001-12-27,13800,698182.0,1177.34,15200,30115,654860.0,13838.0,460,640.23,9130.0,18109,538367.0,2187.0,3394.0,87786.0,446.53,4000.0,7934.0,303683.0,472.0,5580.0,148126.0,45056.2,15825.9,19792,1623.7,552.5,231.25,6149.0,0.0,0.0,-5,-96759,-164,,,,
2001-12-28,13800,725554.0,1177.27,15100,29894,684753.0,13949.0,467,640.66,9030.0,17908,556275.0,2181.0,3886.0,91672.0,446.79,3990.0,7908.0,311591.0,498.0,5720.0,153846.0,45044.4,15837.7,19782,1635.3,557.2,226.92,4913.0,159.0,428.0,-10,-96759,-328,,,,
2001-12-29,13100,751537.0,1177.29,12600,24906,709659.0,11444.0,459,640.96,8760.0,17372,573647.0,2114.0,3634.0,95306.0,446.85,3480.0,6910.0,318501.0,391.0,5720.0,159566.0,45038.8,15843.2,19785,1643.3,558.3,221.57,3605.0,0.0,650.0,3,-96759,98,,,,
2001-12-30,11000,773355.0,1177.34,12800,25428,735087.0,11630.0,457,641.17,8800.0,17448,591095.0,2135.0,3289.0,98594.0,446.8,4500.0,8920.0,327421.0,561.0,5720.0,165287.0,45034.7,15847.4,19792,1649.0,557.4,215.61,2426.0,0.0,605.0,7,-96759,229,,,,
2001-12-31,13900,800926.0,1177.37,11600,22962,758048.0,10405.0,453,641.37,9370.0,18583,609678.0,2227.0,3856.0,102450.0,446.5,7030.0,13952.0,341373.0,915.0,5718.0,171005.0,45024.3,15857.8,19795,1654.5,551.9,210.36,1625.0,0.0,420.0,3,-96759,98,,,,
2002-01-01,11600,23008.0,1177.3,12500,24714,24714.0,641.61,9230,641.61,9230.0,2250,2906.0,2906.0,446.36,6980.0,446.36,6980.0,908.0,4623.0,4623.0,,,45005.6,15876.5,19786,1660.8,549.4,219.84,2232.0,833.0,0.0,-9,-96759,-295,,,,
2002-01-02,14200,51174.0,1177.34,9520,18886,43599.0,8462.0,448,641.61,9500.0,18848,37152.0,2310.0,2977.0,5883.0,446.32,5480.0,10862.0,24706.0,703.0,5012.0,9636.0,44985.4,15896.6,19792,1660.9,548.6,223.11,3957.0,379.0,0.0,6,-96759,197,,,,
2002-01-03,13700,78347.0,1177.44,10100,20026,63625.0,9010.0,450,641.62,9450.0,18742,55894.0,2307.0,2987.0,8870.0,446.29,5140.0,10195.0,34901.0,654.0,5016.0,14652.0,44981.8,15900.2,19805,1661.1,548.1,230.32,5870.0,991.0,0.0,13,-96759,426,,,,
2002-01-04,14000,106116.0,1177.44,11600,23066,86691.0,10555.0,458,641.83,9730.0,19304,75198.0,2374.0,3463.0,12333.0,446.37,4340.0,8612.0,43513.0,528.0,5016.0,19668.0,44971.7,15910.4,19805,1666.8,549.6,232.86,6649.0,446.0,0.0,0,-96759,0,,,,
2002-01-05,12000,129917.0,1177.54,8730,17314,104004.0,7672.0,443,641.67,9750.0,19344,94542.0,2390.0,3451.0,15784.0,446.41,4970.0,9864.0,53377.0,627.0,5016.0,24684.0,44969.5,15912.6,19818,1662.5,550.3,231.64,6268.0,0.0,122.0,13,-96759,426,,,,
2002-01-06,11200,152132.0,1177.6,10000,19896,123900.0,8855.0,445,641.72,9780.0,19398,113940.0,2394.0,3465.0,19250.0,446.23,6500.0,12898.0,66275.0,842.0,5718.0,30403.0,44961.9,15920.2,19826,1663.8,546.9,230.54,5935.0,0.0,0.0,8,-96759,262,,,,
2002-01-07,13700,179306.0,1177.66,9990,19812,143712.0,8817.0,445,641.68,10000.0,19906,133846.0,2464.0,3465.0,22715.0,446.36,4440.0,8812.0,75087.0,497.0,5014.0,35417.0,44957.9,15924.1,19833,1662.7,549.4,228.0,5206.0,0.0,353.0,7,-96759,229,,,,
2002-01-08,13700,206479.0,1177.67,10300,20358,164070.0,9085.0,446,641.67,9940.0,19712,153558.0,2435.0,3965.0,26680.0,446.58,3640.0,7218.0,82305.0,442.0,5016.0,40433.0,44946.8,15935.3,19835,1662.5,553.3,232.05,6394.0,627.0,5.0,2,-96759,66,,,,
2002-01-09,13700,233653.0,1177.65,10800,21374,185443.0,9689.0,453,641.79,9880.0,19594,173152.0,2414.0,3907.0,30587.0,446.57,5370.0,10658.0,92963.0,662.0,5355.0,45788.0,44929.0,15953.0,19832,1665.7,553.2,232.82,6636.0,198.0,5.0,-3,-96759,-98,,,,
2002-01-10,13700,260826.0,1177.72,11200,22258,207701.0,10127.0,455,641.82,10100.0,19998,193150.0,2458.0,3888.0,34475.0,446.69,4750.0,9418.0,102381.0,500.0,5443.0,51231.0,44918.1,15963.9,19841,1666.6,555.4,232.78,6624.0,61.0,0.0,9,-96759,295,,,,
2002-01-11,13800,288198.0,1177.73,12500,24794,232495.0,11359.0,458,641.97,10800.0,21416,214566.0,2655.0,3874.0,38348.0,446.29,8270.0,16408.0,118789.0,1050.0,5478.0,56709.0,44903.2,15978.9,19843,1670.5,548.1,232.36,6491.0,0.0,0.0,2,-96759,66,,,,
2002-01-12,12100,312198.0,1177.74,10800,21464,253958.0,9618.0,448,641.96,9120.0,18096,232662.0,2230.0,3876.0,42224.0,446.24,5990.0,11880.0,130669.0,771.0,5244.0,61954.0,44880.9,16001.2,19844,1670.2,547.0,231.99,6375.0,0.0,0.0,1,-96759,33,,,,
