,3,4,6,7,10,11,13,14
sto_diff,2.0389438568835487,1.6926442911694437,2.268060151454449,-1.4200953285107403,4.963510344219344,5.129206801502832,4.616078187990726,2.892621096107966
Storage_Inflow_interaction,0.051864439228586745,0.19487950891270134,0.15538273352459764,0.1645603753057867,-0.13293109493531463,-0.3839343992283645,0.03146008304348719,0.3599682023569932
Release_pre,0.5975750172409846,0.6017559805961668,0.6378329266980671,0.49180147353837356,0.7337252979619322,0.6301125891604862,1.3661424058201461,0.6303404879797458
Release_roll7,0.3153817148138458,0.2783443542319546,0.23768463553190955,0.07452725377829594,0.33819436320995244,0.2967704619635221,0.4955601464616092,0.08724070444085763
Net Inflow,-0.06403209180591962,-0.2283980421254619,-0.17414825994033256,-0.2086957380947584,0.20217702892025358,0.7094104930349598,0.03228006281041579,-0.2947307229861102
Inflow_roll7,0.026952079651434424,0.014988550871926076,0.0017531336592981894,0.31427400998897514,-0.16988795758273012,-0.14257816025187964,0.06514696749651773,-0.0384772760422811
Jan,-0.008452779427353896,0.12436904915970226,0.10620193006832013,0.0350895815990071,0.029806881909127725,-0.01632886917279297,0.04878935953909546,-0.023949772701068295
Feb,-0.08499590640349375,0.09949407363605012,-0.5589228747498396,-0.1383994184310744,-0.13203783959751725,-0.12312594008844258,-0.2512799021255415,-0.06516159159738066
Mar,-0.17116707100523065,-0.09339260194341126,-0.015211263309760525,-0.019631816472642782,-0.031225298795812595,-0.006279490368434004,-0.12136647481439175,-0.0014878881805069355
Apr,-0.2283744385333173,-0.13874151157775172,-0.017545001517539127,0.03111018756420547,-0.04061137694392003,0.2429836626224552,-0.0389737146609347,0.26118271331117726
May,-0.1424808425714561,-0.12368382646175036,-0.07764909646475715,-0.17032065913763184,0.04500574424864334,0.06435194171021275,-0.1388677694998433,0.007213479609203377
Jun,-0.010838590055638697,0.003524113456230271,-0.0023768044227436835,-0.15700900722749433,0.11377054350053828,0.032546574707278286,-0.05115156434693048,-0.24540150648278578
Jul,0.052804146576738376,0.038795776412985816,0.02671172568115665,0.006004838644435573,0.11360459128564226,0.331220792470174,0.17558002565609604,0.12678888137935096
Aug,0.16405965244881537,0.11148405538823969,0.10316084835770845,-0.07057442384986823,0.07701477006426627,-0.3446467427949229,0.09375370078022748,0.06003112219714113
Sep,0.09189303985311525,0.09579371049682806,0.13436142062162304,-0.04321776071396499,0.7411893104225342,0.9715918775234194,0.6406604436457476,0.117754944012737
Oct,0.12053318319878814,0.1295106123924663,0.0689041457928008,0.02381808340548064,0.034795200034019036,-0.0016358496321016158,0.0762193684283538,-0.015754731159326518
Nov,0.06944009770000203,0.15224837557857063,0.09642353918052304,0.015086461701966147,0.02488847105825842,-0.01573037754156581,0.06349062414072242,-0.02374091080996793
Dec,0.05475736650019769,0.1142517249016457,0.4654939749048985,1.1594466026345032,-1.6515099649388816,-0.8349771714142751,-0.5819580076511495,-0.3643844440358972
const,-0.058174204472795754,-0.09992888008328471,-0.087389983137792,0.03827478973008169,-0.0034778411052318603,-0.13138024357098188,-0.08060831277797834,0.08571412211293805
