DATE,AF,CHSTOR,IN,QD
1993-05-21,69599.867,2274.953,1181.821,34.865
1993-05-22,72642.648,3042.781,1568.935,34.865
1993-05-23,75728.359,3085.711,1592.065,36.352
1993-05-24,78857.0,3128.641,1614.988,37.631
1993-05-25,80359.648,1502.648,795.477,37.891
1993-05-26,81791.242,1431.594,761.483,39.721
1993-05-27,82651.727,860.484,480.182,46.354
1993-05-28,85377.422,2725.695,1434.547,60.342
1993-05-29,87951.5,2574.078,1339.572,41.807
1993-05-30,90290.227,2338.727,1219.99,40.881
1993-05-31,92650.133,2359.906,1230.668,40.881
1993-06-01,94499.328,1849.195,973.184,40.881
1993-06-02,98321.273,3821.945,1969.331,42.432
1993-06-03,100645.242,2323.969,1222.859,51.191
1993-06-04,102437.641,1792.398,944.439,40.771
1993-06-05,104000.867,1563.227,828.146,40.018
1993-06-06,105926.562,1925.695,1012.074,41.202
1993-06-07,107365.453,1438.891,766.228,40.787
1993-06-08,108589.523,1224.07,657.923,40.787
1993-06-09,109595.984,1006.461,548.211,40.787
1993-06-10,110489.258,893.273,491.146,40.787
1993-06-11,111644.273,1155.016,623.108,40.787
1993-06-12,112968.906,1324.633,708.933,41.097
1993-06-13,114587.328,1618.422,857.865,41.91
1993-06-14,115896.375,1309.047,701.888,41.91
1993-06-15,117385.977,1489.602,792.918,41.91
1993-06-16,118046.484,660.508,376.798,43.792
1993-06-17,122297.164,4250.68,2193.147,50.095
1993-06-18,124314.555,2017.391,1063.716,46.614
1993-06-19,126314.828,2000.273,1055.086,46.614
1993-06-20,128324.352,2009.523,1060.268,47.133
1993-06-21,130615.156,2290.805,1203.557,48.609
1993-06-22,133132.672,2517.516,1315.841,46.593
1993-06-23,135606.703,2474.031,1281.346,34.021
1993-06-24,137609.375,2002.672,1042.627,32.946
1993-06-25,139012.266,1402.891,741.768,34.477
1993-06-26,140265.156,1252.891,666.628,34.962
1993-06-27,141770.641,1505.484,794.494,35.479
1993-06-28,143403.109,1632.469,865.501,42.464
1993-06-29,145446.75,2043.641,1189.644,159.307
1993-06-30,146346.484,899.734,825.31,371.693
1993-07-01,147409.0,1062.516,1087.435,551.75
1993-07-02,147689.5,280.5,695.123,553.704
1993-07-03,148189.5,500.0,801.469,549.385
1993-07-04,149125.5,936.0,1027.239,555.339
1993-07-05,149469.688,344.188,814.833,641.305
1993-07-06,149250.5,-219.188,624.802,735.31
1993-07-07,148907.5,-343.0,490.403,663.332
1993-07-08,148407.5,-500.0,404.865,656.949
1993-07-09,148127.0,-280.5,445.558,586.977
1993-07-10,147969.984,-157.016,443.069,522.231
1993-07-11,147752.0,-217.984,413.462,523.362
1993-07-12,147564.5,-187.5,398.907,493.438
1993-07-13,147627.0,62.5,457.955,426.445
1993-07-14,147689.5,62.5,457.671,426.161
1993-07-15,147689.5,0.0,430.351,430.351
1993-07-16,147752.0,62.5,496.525,465.014
1993-07-17,147752.0,0.0,497.226,497.226
1993-07-18,147544.0,-208.0,394.532,499.399
1993-07-19,147335.0,-209.0,466.218,571.589
1993-07-20,147126.984,-208.016,461.824,566.698
1993-07-21,146909.0,-217.984,456.778,566.679
1993-07-22,146784.0,-125.0,506.826,569.846
1993-07-23,146628.5,-155.5,565.487,643.885
1993-07-24,146312.953,-315.547,602.68,761.768
1993-07-25,145632.812,-680.141,462.806,805.71
1993-07-26,145138.172,-494.641,568.081,817.462
1993-07-27,145511.797,373.625,748.372,560.002
1993-07-28,146128.984,617.188,718.736,407.57
1993-07-29,146346.484,217.5,511.839,402.183
1993-07-30,146909.0,562.516,685.039,401.437
1993-07-31,147189.484,280.484,483.833,342.422
1993-08-01,148938.0,1748.516,1143.526,261.983
1993-08-02,149627.906,689.906,661.216,313.388
1993-08-03,150036.516,408.609,726.431,520.424
1993-08-04,150130.219,93.703,660.912,613.67
1993-08-05,150319.172,188.953,707.169,611.905
1993-08-06,150351.422,32.25,756.456,740.197
1993-08-07,150099.5,-251.922,714.51,841.52
1993-08-08,149627.906,-471.594,610.479,848.241
1993-08-09,149343.719,-284.188,677.778,821.056
1993-08-10,149313.0,-30.719,683.121,698.608
1993-08-11,149313.0,0.0,692.337,692.337
1993-08-12,149469.688,156.688,802.855,723.858
1993-08-13,149469.688,0.0,779.055,779.055
1993-08-14,148907.5,-562.188,625.751,909.188
1993-08-15,148189.5,-718.0,542.188,904.18
1993-08-16,147782.484,-407.016,591.564,796.768
1993-08-17,147564.5,-217.984,510.482,620.382
1993-08-18,147001.984,-562.516,234.396,517.998
1993-08-19,146628.5,-373.484,300.654,488.952
1993-08-20,146128.984,-499.516,306.501,558.34
1993-08-21,145446.75,-682.234,239.888,583.848
1993-08-22,145014.125,-432.625,367.146,585.261
1993-08-23,144517.953,-496.172,332.285,582.439
1993-08-24,144021.797,-496.156,332.293,582.439
1993-08-25,143341.078,-680.719,274.218,617.414
1993-08-26,142632.203,-708.875,295.241,652.632
1993-08-27,141925.234,-706.969,292.918,649.348
1993-08-28,141095.203,-830.031,232.98,651.454
1993-08-29,140265.156,-830.047,226.355,644.838
1993-08-30,139195.438,-1069.719,169.176,708.492
1993-08-31,138036.797,-1158.641,173.313,757.461
1993-09-01,136787.266,-1249.531,130.235,760.207
1993-09-02,135395.422,-1391.844,108.309,810.031
1993-09-03,133822.844,-1572.578,60.498,853.34
1993-09-04,132322.344,-1500.5,93.946,850.449
1993-09-05,130822.883,-1499.461,90.064,846.043
1993-09-06,129275.828,-1547.055,59.507,839.481
1993-09-07,127789.828,-1486.0,84.371,833.563
1993-09-08,126373.883,-1415.945,115.521,829.394
1993-09-09,124899.93,-1473.953,79.797,822.915
1993-09-10,123555.0,-1344.93,141.486,819.555
1993-09-11,122034.984,-1520.016,50.369,816.711
1993-09-12,120644.0,-1390.984,115.243,816.531
1993-09-13,119080.008,-1563.992,71.55,860.063
1993-09-14,117443.477,-1636.531,75.186,900.271
1993-09-15,115839.406,-1604.07,87.513,896.232
1993-09-16,114216.297,-1623.109,76.255,894.573
1993-09-17,112799.539,-1416.758,179.463,893.746
1993-09-18,111052.188,-1747.352,9.446,890.403
1993-09-19,109484.156,-1568.031,97.193,887.743
1993-09-20,107808.609,-1675.547,41.712,886.468
1993-09-21,106258.922,-1549.688,53.684,834.985
1993-09-22,104932.383,-1326.539,80.273,749.07
1993-09-23,103726.5,-1205.883,91.71,699.677
1993-09-24,102492.516,-1233.984,75.445,697.579
1993-09-25,101133.273,-1359.242,14.69,699.975
1993-09-26,99966.242,-1167.031,108.879,697.257
1993-09-27,98618.117,-1348.125,16.611,696.291
1993-09-28,97460.945,-1157.172,65.089,648.497
1993-09-29,96457.008,-1003.938,129.848,636.0
1993-09-30,95458.008,-999.0,119.737,623.4
1993-10-01,94499.328,-958.68,46.523,529.858
1993-10-02,93573.688,-925.641,61.249,527.926
1993-10-03,92624.367,-949.32,47.33,525.946
1993-10-04,91726.57,-897.797,35.774,488.414
1993-10-05,90890.711,-835.859,37.394,458.807
1993-10-06,90003.375,-887.336,9.19,456.555
1993-10-07,89350.625,-652.75,125.386,454.481
1993-10-08,88933.5,-417.125,14.152,224.452
1993-10-09,89037.0,103.5,98.97,46.789
1993-10-10,89167.039,130.039,104.219,38.657
1993-10-11,89298.352,131.312,104.899,38.696
1993-10-12,89402.898,104.547,91.446,38.737
1993-10-13,89480.664,77.766,82.931,43.725
1993-10-14,89559.711,79.047,83.357,43.504
1993-10-15,89637.477,77.766,82.49,43.283
1993-10-16,89716.523,79.047,82.915,43.062
1993-10-17,89794.289,77.766,82.048,42.841
1993-10-18,89873.336,79.047,82.473,42.62
1993-10-19,89951.102,77.766,81.861,42.654
1993-10-20,90003.375,52.273,69.014,42.66
1993-10-21,90055.648,52.273,69.03,42.676
1993-10-22,90107.922,52.273,69.037,42.682
1993-10-23,90133.414,25.492,55.558,42.706
1993-10-24,90185.688,52.273,69.077,42.723
1993-10-25,90185.688,0.0,42.725,42.725
1993-10-26,90237.961,52.273,69.093,42.738
1993-10-27,90237.961,0.0,42.745,42.745
1993-10-28,90290.227,52.266,69.096,42.745
1993-10-29,90237.961,-52.266,16.393,42.743
1993-10-30,90237.961,0.0,42.433,42.433
1993-10-31,90290.227,52.266,69.038,42.687
1993-11-01,90237.961,-52.266,16.401,42.752
1993-11-02,90237.961,0.0,42.745,42.745
1993-11-03,90237.961,0.0,42.745,42.745
1993-11-04,90185.688,-52.273,16.372,42.726
1993-11-05,90185.688,0.0,41.496,41.496
1993-11-06,90133.414,-52.273,14.508,40.863
1993-11-07,90107.922,-25.492,27.994,40.847
1993-11-08,90107.922,0.0,40.838,40.838
1993-11-09,90055.648,-52.273,14.475,40.83
1993-11-10,90055.648,0.0,40.823,40.823
1993-11-11,90055.648,0.0,40.821,40.821
1993-11-12,90003.375,-52.273,14.457,40.811
1993-11-13,90055.648,52.273,67.16,40.806
1993-11-14,90003.375,-52.273,14.458,40.812
1993-11-15,90003.375,0.0,40.805,40.805
1993-11-16,89951.102,-52.273,14.444,40.799
1993-11-17,89951.102,0.0,40.788,40.788
1993-11-18,89951.102,0.0,40.788,40.788
1993-11-19,89872.062,-79.039,0.919,40.768
1993-11-20,89819.789,-52.273,14.401,40.756
1993-11-21,89767.516,-52.273,14.374,40.729
1993-11-22,89715.25,-52.266,9.693,36.044
1993-11-23,89689.75,-25.5,27.852,40.708
1993-11-24,89637.477,-52.273,14.335,40.689
1993-11-25,89585.211,-52.266,14.321,40.672
1993-11-26,89532.938,-52.273,14.302,40.656
1993-11-27,89585.211,52.273,67.001,40.646
1993-11-28,89532.938,-52.273,14.278,40.632
1993-11-29,89480.664,-52.273,14.273,40.628
1993-11-30,89455.172,-25.492,27.765,40.618
1993-12-01,89402.898,-52.273,14.252,40.606
1993-12-02,89402.898,0.0,40.603,40.603
1993-12-03,89350.625,-52.273,14.235,40.59
1993-12-04,89298.352,-52.273,14.219,40.574
1993-12-05,89219.312,-79.039,0.706,40.555
1993-12-06,89167.039,-52.273,11.739,38.093
1993-12-07,89114.766,-52.273,10.486,36.84
1993-12-08,89114.766,0.0,36.835,36.835
1993-12-09,89114.766,0.0,36.824,36.824
1993-12-10,89114.766,0.0,36.82,36.82
1993-12-11,89089.273,-25.492,23.956,36.809
1993-12-12,89062.5,-26.773,23.311,36.809
1993-12-13,89037.0,-25.5,23.943,36.799
1993-12-14,88985.25,-51.75,10.701,36.792
1993-12-15,88985.25,0.0,36.791,36.791
1993-12-16,88933.5,-51.75,10.694,36.784
1993-12-17,88933.5,0.0,36.784,36.784
1993-12-18,88881.75,-51.75,10.688,36.779
1993-12-19,88881.75,0.0,36.776,36.776
1993-12-20,88830.0,-51.75,10.683,36.774
1993-12-21,88830.0,0.0,38.706,38.706
1993-12-22,88830.0,0.0,36.768,36.768
1993-12-23,88804.758,-25.242,24.04,36.766
1993-12-24,88753.0,-51.758,10.664,36.759
1993-12-25,88701.25,-51.75,10.663,36.754
1993-12-26,88701.25,0.0,36.748,36.748
1993-12-27,88701.25,0.0,36.748,36.748
1993-12-28,88649.5,-51.75,10.652,36.743
1993-12-29,88597.75,-51.75,10.646,36.737
1993-12-30,88571.242,-26.508,21.835,35.2
1993-12-31,88571.242,0.0,36.728,36.728
1994-01-01,88519.492,-51.75,10.633,36.724
1994-01-02,88467.742,-51.75,10.627,36.717
1994-01-03,88467.742,0.0,36.712,36.712
1994-01-04,88415.992,-51.75,10.616,36.706
1994-01-05,88390.75,-25.242,23.976,36.703
1994-01-06,88339.0,-51.75,10.607,36.698
1994-01-07,88287.25,-51.75,10.598,36.688
1994-01-08,88287.25,0.0,36.684,36.684
1994-01-09,88287.25,0.0,36.684,36.684
1994-01-10,88235.5,-51.75,10.586,36.676
1994-01-11,88183.75,-51.75,10.581,36.671
1994-01-12,88158.508,-25.242,23.938,36.664
1994-01-13,88106.75,-51.758,10.559,36.653
1994-01-14,88055.0,-51.75,10.557,36.648
1994-01-15,88003.25,-51.75,10.554,36.645
1994-01-16,87951.5,-51.75,10.547,36.638
1994-01-17,87899.75,-51.75,10.534,36.625
1994-01-18,87848.0,-51.75,10.527,36.618
1994-01-19,87821.492,-26.508,23.248,36.612
1994-01-20,87769.742,-51.75,10.52,36.61
1994-01-21,87769.742,0.0,36.604,36.604
1994-01-22,87719.258,-50.484,11.146,36.598
1994-01-23,87692.75,-26.508,23.228,36.592
1994-01-24,87641.0,-51.75,10.494,36.584
1994-01-25,87589.25,-51.75,10.49,36.58
1994-01-26,87537.5,-51.75,10.482,36.573
1994-01-27,87537.5,0.0,36.568,36.568
1994-01-28,87512.258,-25.242,23.84,36.566
1994-01-29,87460.5,-51.758,10.462,36.557
1994-01-30,87460.5,0.0,36.556,36.556
1994-01-31,87408.75,-51.75,10.462,36.552
1994-02-01,87357.0,-51.75,10.451,36.542
1994-02-02,87305.25,-51.75,10.444,36.535
1994-02-03,87253.5,-51.75,10.433,36.524
1994-02-04,87226.992,-26.508,23.156,36.52
1994-02-05,87175.242,-51.75,10.426,36.517
1994-02-06,87123.492,-51.75,9.845,35.936
1994-02-07,87098.25,-25.242,23.776,36.502
1994-02-08,87046.5,-51.75,10.401,36.492
1994-02-09,86994.75,-51.75,10.397,36.488
1994-02-10,86943.0,-51.75,10.389,36.479
1994-02-11,86891.25,-51.75,10.383,36.474
1994-02-12,86866.008,-25.242,23.74,36.466
1994-02-13,86814.25,-51.758,10.363,36.458
1994-02-14,86762.5,-51.75,10.36,36.451
1994-02-15,86710.75,-51.75,10.352,36.442
1994-02-16,86659.0,-51.75,10.345,36.435
1994-02-17,86607.25,-51.75,10.337,36.428
1994-02-18,86580.742,-26.508,23.056,36.42
1994-02-19,86528.992,-51.75,10.325,36.415
1994-02-20,86477.242,-51.75,10.319,36.409
1994-02-21,86452.0,-25.242,23.677,36.403
1994-02-22,86400.773,-51.227,10.569,36.396
1994-02-23,86400.773,0.0,36.392,36.392
1994-02-24,86349.539,-51.234,10.551,36.382
1994-02-25,86298.312,-51.227,10.549,36.376
1994-02-26,86247.078,-51.234,10.541,36.371
1994-02-27,86222.094,-24.984,23.393,35.989
1994-02-28,86170.859,-51.234,10.53,36.361
1994-03-01,86170.859,0.0,36.356,36.356
1994-03-02,86119.633,-51.227,10.522,36.349
1994-03-03,86119.633,0.0,36.348,36.348
1994-03-04,86068.398,-51.234,10.512,36.343
1994-03-05,86068.398,0.0,36.34,36.34
1994-03-06,86017.172,-51.227,10.506,36.333
1994-03-07,85990.93,-26.242,23.099,36.329
1994-03-08,85939.703,-51.227,10.498,36.325
1994-03-09,85888.469,-51.234,10.486,36.317
1994-03-10,85888.469,0.0,36.312,36.312
1994-03-11,85888.469,0.0,36.31,36.31
1994-03-12,85837.242,-51.227,10.483,36.309
1994-03-13,85837.242,0.0,36.304,36.304
1994-03-14,85812.25,-24.992,23.702,36.302
1994-03-15,85761.023,-51.227,10.469,36.296
1994-03-16,85709.789,-51.234,10.459,36.29
1994-03-17,85658.562,-51.227,10.457,36.283
1994-03-18,85658.562,0.0,36.278,36.278
1994-03-19,85607.328,-51.234,10.438,36.268
1994-03-20,85556.102,-51.227,10.437,36.264
1994-03-21,85531.109,-24.992,23.655,36.255
1994-03-22,85504.867,-26.242,23.023,36.253
1994-03-23,85531.109,26.242,49.498,36.267
1994-03-24,85531.109,0.0,38.069,38.069
1994-03-25,85479.883,-51.227,12.234,38.061
1994-03-26,85428.648,-51.234,12.226,38.057
1994-03-27,85377.422,-51.227,12.222,38.049
1994-03-28,85351.18,-26.242,24.812,38.042
1994-03-29,85299.953,-51.227,12.209,38.035
1994-03-30,85248.719,-51.234,12.197,38.028
1994-03-31,85248.719,0.0,38.022,38.022
1994-04-01,85197.492,-51.227,12.188,38.015
1994-04-02,85172.5,-24.992,25.412,38.012
1994-04-03,85121.273,-51.227,12.181,38.008
1994-04-04,85121.273,0.0,38.0,38.0
1994-04-05,85070.039,-51.234,12.163,37.994
1994-04-06,85018.812,-51.227,12.164,37.991
1994-04-07,84967.578,-51.234,12.154,37.985
1994-04-08,84916.352,-51.227,12.147,37.974
1994-04-09,84891.359,-24.992,25.364,37.964
1994-04-10,84967.578,76.219,76.403,37.976
1994-04-11,84967.578,0.0,37.976,37.976
1994-04-12,84967.578,0.0,37.997,37.997
1994-04-13,84916.352,-51.227,12.144,37.971
1994-04-14,84865.117,-51.234,12.132,37.963
1994-04-15,84840.133,-24.984,25.362,37.959
1994-04-16,84788.898,-51.234,12.118,37.949
1994-04-17,84737.672,-51.227,12.088,37.915
1994-04-18,84608.969,-128.703,31.494,96.382
1994-04-19,84430.289,-178.68,50.702,140.786
1994-04-20,84251.609,-178.68,50.587,140.672
1994-04-21,84251.609,0.0,109.756,109.756
1994-04-22,84557.742,306.133,197.634,43.292
1994-04-23,85070.039,512.297,301.654,43.371
1994-04-24,85531.109,461.07,275.92,43.464
1994-04-25,86068.398,537.289,314.433,43.55
1994-04-26,86452.0,383.602,237.045,43.646
1994-04-27,86762.5,310.5,204.042,47.498
1994-04-28,86866.008,103.508,186.353,134.168
1994-04-29,86528.992,-337.016,73.252,243.164
1994-04-30,86247.078,-281.914,100.715,242.847
1994-05-01,85888.469,-358.609,83.111,263.91
1994-05-02,85607.328,-281.141,121.735,263.477
1994-05-03,84967.578,-639.75,82.42,404.961
1994-05-04,84200.383,-767.195,130.514,517.309
1994-05-05,83665.516,-534.867,235.429,505.092
1994-05-06,83842.312,176.797,271.576,182.441
1994-05-07,84557.742,715.43,414.553,53.857
1994-05-08,85479.883,922.141,517.945,53.032
1994-05-09,86349.539,869.656,493.681,55.229
1994-05-10,87408.75,1059.211,590.203,56.184
1994-05-11,88597.75,1189.0,656.115,56.66
1994-05-12,90185.688,1587.938,857.854,57.269
1994-05-13,92149.062,1963.375,1047.887,58.018
1994-05-14,94233.188,2084.125,1109.315,58.568
1994-05-15,96070.672,1837.484,985.378,58.979
1994-05-16,97648.773,1578.102,854.94,59.313
1994-05-17,99047.625,1398.852,762.089,56.834
1994-05-18,99478.445,430.82,559.78,342.574
1994-05-19,99829.641,351.195,577.435,400.373
1994-05-20,100319.0,489.359,476.351,229.632
1994-05-21,100399.898,80.898,441.95,401.164
1994-05-22,99966.242,-433.656,392.235,610.871
1994-05-23,99478.445,-487.797,389.121,635.052
1994-05-24,99101.477,-376.969,443.761,633.816
1994-05-25,98967.5,-133.977,521.387,588.934
1994-05-26,99478.445,510.945,557.241,299.639
1994-05-27,100590.867,1112.422,717.524,156.677
1994-05-28,101948.867,1358.0,843.435,158.776
1994-05-29,103370.492,1421.625,808.393,91.657
1994-05-30,104603.141,1232.648,756.073,134.612
1994-05-31,105788.75,1185.609,806.78,209.035
1994-06-01,107199.273,1410.523,829.922,118.783
1994-06-02,108645.438,1446.164,812.336,83.228
1994-06-03,109287.773,642.336,743.05,419.206
1994-06-04,109707.82,420.047,687.904,476.13
1994-06-05,110294.234,586.414,677.946,382.296
1994-06-06,110995.734,701.5,736.393,382.72
1994-06-07,111136.18,140.445,670.842,600.035
1994-06-08,111108.641,-27.539,638.129,652.013
1994-06-09,110433.344,-675.297,486.374,826.837
1994-06-10,109287.773,-1145.57,384.155,961.713
1994-06-11,107864.0,-1423.773,303.682,1021.501
1994-06-12,106673.703,-1190.297,310.249,910.357
1994-06-13,105733.359,-940.344,444.033,918.123
1994-06-14,104987.25,-746.109,498.558,874.722
1994-06-15,104192.258,-794.992,519.479,920.288
1994-06-16,103315.617,-876.641,473.586,915.559
1994-06-17,102685.242,-630.375,380.792,698.606
1994-06-18,102111.984,-573.258,370.788,659.806
1994-06-19,101513.883,-598.102,337.291,638.834
1994-06-20,101513.883,0.0,418.304,418.304
1994-06-21,101622.625,108.742,480.559,425.735
1994-06-22,102192.883,570.258,619.763,332.258
1994-06-23,103671.625,1478.742,905.116,159.583
1994-06-24,105042.125,1370.5,780.952,89.991
1994-06-25,106258.922,1216.797,704.011,90.542
1994-06-26,107199.273,940.352,565.295,91.201
1994-06-27,108059.016,859.742,524.938,91.484
1994-06-28,108562.25,503.234,491.35,237.636
1994-06-29,108701.352,139.102,438.227,368.096
1994-06-30,108562.25,-139.102,408.572,478.702
1994-07-01,108199.484,-362.766,400.791,583.685
1994-07-02,107697.82,-501.664,446.01,698.932
1994-07-03,107116.859,-580.961,404.591,697.492
1994-07-04,106507.523,-609.336,388.803,696.01
1994-07-05,105788.75,-718.773,347.921,710.303
1994-07-06,104987.25,-801.5,314.885,718.975
1994-07-07,104247.133,-740.117,343.685,716.828
1994-07-08,103425.367,-821.766,300.431,714.738
1994-07-09,102575.492,-849.875,284.013,712.491
1994-07-10,101622.625,-952.867,249.318,729.722
1994-07-11,100454.273,-1168.352,286.506,875.55
1994-07-12,99047.625,-1406.648,259.145,968.331
1994-07-13,97810.328,-1237.297,339.681,963.485
1994-07-14,96550.664,-1259.664,272.761,907.842
1994-07-15,95458.008,-1092.656,288.465,839.346
1994-07-16,94365.352,-1092.656,284.767,835.648
1994-07-17,93283.867,-1081.484,286.379,831.627
1994-07-18,92149.062,-1134.805,256.173,828.304
1994-07-19,91073.016,-1076.047,281.807,824.314
1994-07-20,90055.648,-1017.367,306.848,819.771
1994-07-21,88985.25,-1070.398,276.114,815.773
1994-07-22,87951.5,-1033.75,313.66,834.843
1994-07-23,86580.742,-1370.758,268.346,959.437
1994-07-24,85283.703,-1297.039,299.737,953.661
1994-07-25,83917.992,-1365.711,259.218,947.764
1994-07-26,82702.414,-1215.578,328.979,941.833
1994-07-27,81487.109,-1215.305,323.339,936.056
1994-07-28,80233.711,-1253.398,298.056,929.978
1994-07-29,79031.844,-1201.867,317.665,923.607
1994-07-30,77791.883,-1239.961,292.405,917.553
1994-07-31,76628.844,-1163.039,325.865,912.231
1994-08-01,75572.969,-1055.875,341.609,873.946
1994-08-02,75009.977,-562.992,389.042,672.884
1994-08-03,75058.984,49.008,491.918,467.21
1994-08-04,75180.906,121.922,518.222,456.753
1994-08-05,75180.906,0.0,485.318,485.318
1994-08-06,74888.055,-292.852,424.467,572.113
1994-08-07,74348.969,-539.086,369.421,641.21
1994-08-08,73618.688,-730.281,321.321,689.505
1994-08-09,72965.234,-653.453,336.745,666.194
1994-08-10,72408.688,-556.547,339.25,619.842
1994-08-11,71972.656,-436.031,338.264,558.096
1994-08-12,71585.078,-387.578,327.908,523.312
1994-08-13,71202.32,-382.758,329.252,522.226
1994-08-14,70771.344,-430.977,303.583,520.868
1994-08-15,70340.359,-430.984,296.385,513.673
1994-08-16,69910.547,-429.812,287.341,504.038
1994-08-17,69575.344,-335.203,353.901,522.9
1994-08-18,68861.281,-714.062,245.542,605.549
1994-08-19,67939.0,-922.281,218.782,683.766
1994-08-20,66993.633,-945.367,203.424,680.047
1994-08-21,66126.508,-867.125,239.152,676.328
1994-08-22,65168.789,-957.719,189.711,672.561
1994-08-23,64329.629,-839.16,245.455,668.532
1994-08-24,63453.242,-876.387,222.97,664.815
1994-08-25,62484.48,-968.762,189.582,677.999
1994-08-26,61158.418,-1326.062,158.373,826.93
1994-08-27,59746.953,-1411.465,157.869,869.483
1994-08-28,58307.285,-1439.668,134.445,860.278
1994-08-29,56944.402,-1362.883,163.709,850.83
1994-08-30,55523.941,-1420.461,127.812,843.962
1994-08-31,54099.211,-1424.73,117.265,835.567
1994-09-01,52747.777,-1351.434,143.26,824.608
1994-09-02,51431.082,-1316.695,151.669,815.504
1994-09-03,50062.086,-1368.996,116.388,806.591
1994-09-04,48764.879,-1297.207,292.048,946.057
1994-09-05,47189.879,-1575.0,150.095,944.158
1994-09-06,45858.645,-1331.234,142.723,813.887
1994-09-07,44864.605,-994.039,150.426,651.588
1994-09-08,43903.398,-961.207,114.416,599.025
1994-09-09,43147.621,-755.777,131.762,512.8
1994-09-10,42376.246,-771.375,120.123,509.024
1994-09-11,41631.199,-745.047,129.661,505.289
1994-09-12,41369.746,-261.453,160.088,291.904
1994-09-13,41490.645,120.898,82.619,21.666
1994-09-14,41671.5,180.855,144.343,53.162
1994-09-15,41832.699,161.199,134.505,53.234
1994-09-16,42053.852,221.152,164.811,53.313
1994-09-17,42315.305,261.453,185.219,53.403
1994-09-18,42456.844,141.539,124.842,53.483
1994-09-19,42637.699,180.855,144.728,53.547
1994-09-20,42779.703,142.004,125.215,53.621
1994-09-21,42923.281,143.578,126.11,53.723
1994-09-22,43024.98,101.699,105.09,53.816
1994-09-23,43106.742,81.762,95.122,53.9
1994-09-24,43208.441,101.699,105.242,53.968
1994-09-25,43290.203,81.762,95.257,54.036
1994-09-26,43331.082,40.879,71.78,51.17
1994-09-27,43433.781,102.699,99.156,47.378
1994-09-28,43515.539,81.758,88.655,47.435
1994-09-29,43576.359,60.82,78.154,47.49
1994-09-30,43658.121,81.762,88.04,46.819
1994-10-01,43903.398,245.277,168.531,44.87
1994-10-02,44045.98,142.582,116.854,44.969
1994-10-03,44311.203,265.223,178.816,45.1
1994-10-04,44536.539,225.336,158.854,45.247
1994-10-05,44720.0,183.461,135.983,43.488
1994-10-06,44968.762,248.762,166.633,41.216
1994-10-07,45154.828,186.066,134.99,41.181
1994-10-08,45382.355,227.527,156.433,41.721
1994-10-09,45569.434,187.078,137.077,42.758
1994-10-10,45714.039,144.605,113.477,40.572
1994-10-11,45858.645,144.605,111.667,38.761
1994-10-12,46004.262,145.617,107.775,34.359
1994-10-13,46148.867,144.605,107.297,34.392
1994-10-14,46273.25,124.383,97.134,34.424
1994-10-15,46563.473,290.223,180.788,34.467
1994-10-16,46811.508,248.035,159.589,34.538
1994-10-17,47043.246,231.738,151.457,34.622
1994-10-18,47231.918,188.672,129.84,34.718
1994-10-19,47420.59,188.672,129.924,34.802
1994-10-20,47526.207,105.617,88.117,34.868
1994-10-21,47672.836,146.629,108.864,34.939
1994-10-22,47756.918,84.082,77.371,34.98
1994-10-23,47861.508,104.59,87.756,35.026
1994-10-24,47945.59,84.082,77.458,35.067
1994-10-25,48051.207,105.617,88.36,35.112
1994-10-26,48135.289,84.082,77.544,35.152
1994-10-27,48197.836,62.547,66.725,35.191
1994-10-28,48281.918,84.082,77.614,35.223
1994-10-29,48323.961,42.043,56.44,35.243
1994-10-30,48323.961,0.0,35.261,35.261
1994-10-31,48386.508,62.547,63.221,31.687
1994-11-01,48428.551,42.043,46.206,25.01
1994-11-02,48512.633,84.082,67.414,25.023
1994-11-03,48618.246,105.613,78.133,24.887
1994-11-04,48702.328,84.082,66.641,24.25
1994-11-05,48722.836,20.508,33.963,23.623
1994-11-06,48764.879,42.043,44.83,23.633
1994-11-07,48848.961,84.082,66.045,23.654
1994-11-08,48954.441,105.48,76.861,23.681
1994-11-09,48997.086,42.645,45.205,23.705
1994-11-10,49104.207,107.121,77.734,23.727
1994-11-11,49189.492,85.285,66.752,23.754
1994-11-12,49252.934,63.441,55.766,23.781
1994-11-13,49338.219,85.285,66.801,23.803
1994-11-14,49338.219,0.0,23.814,23.814
1994-11-15,49338.219,0.0,23.92,23.92
1994-11-16,49380.859,42.641,45.428,23.93
1994-11-17,49466.141,85.281,66.946,23.95
1994-11-18,49486.941,20.801,34.447,23.96
1994-11-19,49529.586,42.645,45.47,23.97
1994-11-20,49572.227,42.641,45.478,23.98
1994-11-21,49614.867,42.641,45.488,23.99
1994-11-22,49679.352,64.484,56.511,24.0
1994-11-23,49700.152,20.801,34.487,24.0
1994-11-24,49721.992,21.84,35.031,24.02
1994-11-25,49764.633,42.641,45.528,24.03
1994-11-26,49828.074,63.441,56.025,24.04
1994-11-27,49849.918,21.844,35.063,24.05
1994-11-28,49870.719,20.801,34.537,24.05
1994-11-29,49870.719,0.0,24.05,24.05
1994-11-30,49913.359,42.641,45.558,24.06
1994-12-01,49976.801,63.441,56.055,24.07
1994-12-02,50019.441,42.641,45.578,24.08
1994-12-03,50019.441,0.0,24.09,24.09
1994-12-04,50019.441,0.0,24.09,24.09
