DATE,AF,CHSTOR,IN,QD
2006-01-25,72819.898,0.0,30.0,30.0
2006-01-26,72843.531,23.633,40.915,29.0
2006-01-27,72843.531,0.0,29.0,29.0
2006-01-28,72843.531,0.0,29.0,29.0
2006-01-29,72868.344,24.812,41.51,29.0
2006-01-30,72868.344,0.0,29.0,29.0
2006-01-31,72868.344,0.0,29.0,29.0
2006-02-01,72868.344,0.0,29.0,29.0
2006-02-02,72891.977,23.633,40.915,29.0
2006-02-03,72868.344,-23.633,17.085,29.0
2006-02-04,72868.344,0.0,29.0,29.0
2006-02-05,72868.344,0.0,29.0,29.0
2006-02-06,72891.977,23.633,40.915,29.0
2006-02-07,72868.344,-23.633,17.085,29.0
2006-02-08,72891.977,23.633,40.915,29.0
2006-02-09,72891.977,0.0,29.0,29.0
2006-02-10,72891.977,0.0,29.0,29.0
2006-02-11,72891.977,0.0,29.0,29.0
2006-02-12,72891.977,0.0,29.0,29.0
2006-02-13,72891.977,0.0,29.0,29.0
2006-02-14,72916.789,24.812,41.51,29.0
2006-02-15,72988.867,72.078,65.339,29.0
2006-02-16,73013.688,24.82,41.514,29.0
2006-02-17,73013.688,0.0,29.0,29.0
2006-02-18,73013.688,0.0,29.0,29.0
2006-02-19,73013.688,0.0,29.0,29.0
2006-02-20,73013.688,0.0,29.0,29.0
2006-02-21,73013.688,0.0,29.0,29.0
2006-02-22,72988.867,-24.82,16.486,29.0
2006-02-23,72988.867,0.0,29.0,29.0
2006-02-24,72988.867,0.0,29.0,29.0
2006-02-25,72988.867,0.0,29.0,29.0
2006-02-26,72988.867,0.0,29.0,29.0
2006-02-27,72965.234,-23.633,17.085,29.0
2006-02-28,72988.867,23.633,40.915,29.0
2006-03-01,72988.867,0.0,29.0,29.0
2006-03-02,72988.867,0.0,29.0,29.0
2006-03-03,72988.867,0.0,29.0,29.0
2006-03-04,72988.867,0.0,29.0,29.0
2006-03-05,72988.867,0.0,29.0,29.0
2006-03-06,72988.867,0.0,29.0,29.0
2006-03-07,72988.867,0.0,29.0,29.0
2006-03-08,72988.867,0.0,29.0,29.0
2006-03-09,72965.234,-23.633,17.085,29.0
2006-03-10,72965.234,0.0,29.0,29.0
2006-03-11,72940.422,-24.812,16.49,29.0
2006-03-12,72965.234,24.812,41.51,29.0
2006-03-13,72965.234,0.0,29.0,29.0
2006-03-14,72965.234,0.0,29.0,29.0
2006-03-15,72965.234,0.0,29.0,29.0
2006-03-16,72965.234,0.0,29.0,29.0
2006-03-17,72965.234,0.0,29.0,29.0
2006-03-18,72965.234,0.0,29.0,29.0
2006-03-19,73037.32,72.086,65.343,29.0
2006-03-20,73062.133,24.812,41.51,29.0
2006-03-21,73062.133,0.0,29.0,29.0
2006-03-22,73062.133,0.0,29.0,29.0
2006-03-23,73062.133,0.0,20.0,20.0
2006-03-24,73062.133,0.0,19.0,19.0
2006-03-25,73062.133,0.0,19.0,19.0
2006-03-26,73062.133,0.0,19.0,19.0
2006-03-27,73037.32,-24.812,6.49,19.0
2006-03-28,73037.32,0.0,19.0,19.0
2006-03-29,73037.32,0.0,19.0,19.0
2006-03-30,73037.32,0.0,19.0,19.0
2006-03-31,73037.32,0.0,19.0,19.0
2006-04-01,73037.32,0.0,19.0,19.0
2006-04-02,72988.867,-48.453,-5.428,19.0
2006-04-03,72988.867,0.0,19.0,19.0
2006-04-04,72988.867,0.0,21.0,21.0
2006-04-05,73037.32,48.453,45.428,21.0
2006-04-06,72988.867,-48.453,-3.428,21.0
2006-04-07,73013.688,24.82,34.514,22.0
2006-04-08,73013.688,0.0,22.0,22.0
2006-04-09,73013.688,0.0,21.0,21.0
2006-04-10,73037.32,23.633,32.915,21.0
2006-04-11,73037.32,0.0,21.0,21.0
2006-04-12,73037.32,0.0,21.0,21.0
2006-04-13,73062.133,24.812,34.51,22.0
2006-04-14,73110.578,48.445,45.425,21.0
2006-04-15,73110.578,0.0,22.0,22.0
2006-04-16,73159.023,48.445,46.425,22.0
2006-04-17,73231.109,72.086,56.343,20.0
2006-04-18,73255.922,24.812,56.51,44.0
2006-04-19,73255.922,0.0,48.762,48.762
2006-04-20,73279.555,23.633,55.401,43.486
2006-04-21,73279.555,0.0,56.458,56.458
2006-04-22,73304.367,24.812,67.988,55.479
2006-04-23,73351.633,47.266,79.325,55.496
2006-04-24,73448.531,96.898,103.419,54.566
2006-04-25,73496.977,48.445,76.619,52.194
2006-04-26,73521.789,24.812,102.0,89.491
2006-04-27,73448.531,-73.258,67.579,104.513
2006-04-28,73448.531,0.0,104.472,104.472
2006-04-29,73473.344,24.812,116.982,104.472
2006-04-30,73521.789,48.445,128.943,104.518
2006-05-01,73667.133,145.344,158.239,84.961
2006-05-02,73787.656,120.523,125.097,64.333
2006-05-03,73909.367,121.711,172.611,111.249
2006-05-04,73909.367,0.0,173.169,173.169
2006-05-05,73860.922,-48.445,157.085,181.51
2006-05-06,73667.133,-193.789,163.922,261.624
2006-05-07,73448.531,-218.602,182.153,292.365
2006-05-08,73231.109,-217.422,182.402,292.019
2006-05-09,72723.0,-508.109,179.859,436.031
2006-05-10,71561.445,-1161.555,133.155,718.773
2006-05-11,70102.094,-1459.352,121.283,857.04
2006-05-12,68647.742,-1454.352,116.244,849.48
2006-05-13,67324.914,-1322.828,175.229,842.155
2006-05-14,66523.273,-801.641,285.019,689.18
2006-05-15,66289.547,-233.727,368.594,486.431
2006-05-16,66851.656,562.109,485.626,202.229
2006-05-17,67986.328,1134.672,705.518,133.454
2006-05-18,69383.797,1397.469,828.882,124.324
2006-05-19,71345.984,1962.188,1061.299,72.029
2006-05-20,73764.023,2418.039,1292.582,73.487
2006-05-21,76331.992,2567.969,1369.451,74.766
2006-05-22,78981.711,2649.719,1411.926,76.026
2006-05-23,81336.547,2354.836,1264.46,77.229
2006-05-24,83335.414,1998.867,1086.016,78.254
2006-05-25,85045.047,1709.633,941.208,79.268
2006-05-26,86787.75,1742.703,947.12,68.507
2006-05-27,88649.5,1861.75,1016.931,78.299
2006-05-28,90237.961,1588.461,895.006,94.157
2006-05-29,91308.875,1070.914,737.024,197.105
2006-05-30,91726.57,417.695,567.58,356.992
2006-05-31,91673.766,-52.805,497.81,524.432
2006-06-01,91361.148,-312.617,407.171,564.782
2006-06-02,91073.016,-288.133,418.606,563.873
2006-06-03,91047.523,-25.492,550.557,563.409
2006-06-04,91673.766,626.242,707.691,391.96
2006-06-05,93256.82,1583.055,954.743,156.62
2006-06-06,95325.328,2068.508,1141.558,98.685
2006-06-07,97407.094,2081.766,1148.99,99.433
2006-06-08,99775.273,2368.18,1294.737,100.779
2006-06-09,102492.516,2717.242,1471.968,102.024
2006-06-10,105429.367,2936.852,1583.681,103.017
2006-06-11,107836.977,2407.609,1318.334,104.497
2006-06-12,109735.094,1898.117,1062.568,105.6
2006-06-13,111445.992,1710.898,968.835,106.256
2006-06-14,113138.273,1692.281,960.528,107.336
2006-06-15,114872.211,1733.938,982.468,108.274
2006-06-16,116124.281,1252.07,740.033,108.781
2006-06-17,117299.031,1174.75,701.581,109.31
2006-06-18,118419.508,1120.477,674.961,110.053
2006-06-19,119397.352,977.844,663.263,170.266
2006-06-20,120411.938,1014.586,705.144,193.624
2006-06-21,121396.805,984.867,690.741,194.203
2006-06-22,122327.148,930.344,663.794,194.746
2006-06-23,123145.242,818.094,607.693,195.237
2006-06-24,123993.312,848.07,623.275,195.706
2006-06-25,124841.391,848.078,623.75,196.177
2006-06-26,125754.5,913.109,657.181,196.821
2006-06-27,126757.039,1002.539,703.335,197.888
2006-06-28,127730.773,973.734,689.87,198.946
2006-06-29,128383.906,653.133,675.843,346.555
2006-06-30,128770.305,386.398,706.343,511.533
2006-07-01,129275.828,505.523,767.065,512.196
2006-07-02,129811.852,536.023,783.216,512.971
2006-07-03,130286.859,475.008,753.202,513.719
2006-07-04,130674.719,387.859,709.935,514.39
2006-07-05,131031.383,356.664,694.783,514.964
2006-07-06,131302.469,271.086,652.111,515.439
2006-07-07,131542.781,240.312,636.891,515.734
2006-07-08,131841.719,298.938,666.819,516.105
2006-07-09,132142.109,300.391,667.944,516.497
2006-07-10,132382.422,240.312,638.049,516.891
2006-07-11,132471.812,89.391,635.186,590.118
2006-07-12,132413.188,-58.625,592.919,622.476
2006-07-13,132202.188,-211.0,550.483,656.862
2006-07-14,131872.484,-329.703,568.957,735.183
2006-07-15,131331.781,-540.703,517.012,789.616
2006-07-16,130703.766,-628.016,485.756,802.38
2006-07-17,129990.523,-713.242,475.03,834.623
2006-07-18,129156.711,-833.812,450.059,870.439
2006-07-19,128264.789,-891.922,464.963,914.641
2006-07-20,127288.555,-976.234,433.458,925.643
2006-07-21,126137.656,-1150.898,439.601,1019.846
2006-07-22,124812.836,-1324.82,385.14,1053.07
2006-07-23,123613.539,-1199.297,237.984,1049.413
2006-07-24,122414.242,-1199.297,441.203,1045.849
2006-07-25,121252.469,-1161.773,456.549,1042.277
2006-07-26,120179.867,-1072.602,420.071,960.841
2006-07-27,119339.336,-840.531,436.173,859.941
2006-07-28,118649.492,-689.844,412.566,760.363
2006-07-29,117701.508,-947.984,415.652,893.594
2006-07-30,116495.492,-1206.016,356.79,964.823
2006-07-31,115298.828,-1196.664,357.857,961.175
2006-08-01,114131.523,-1167.305,303.174,891.69
2006-08-02,112997.82,-1133.703,289.936,861.512
2006-08-03,111784.727,-1213.094,246.363,857.965
2006-08-04,110657.0,-1127.727,227.208,795.771
2006-08-05,109623.266,-1033.734,257.132,778.307
2006-08-06,108423.148,-1200.117,197.982,803.041
2006-08-07,107227.641,-1195.508,250.89,853.625
2006-08-08,105954.93,-1272.711,235.026,876.685
2006-08-09,104740.992,-1213.938,259.859,871.886
2006-08-10,103507.008,-1233.984,246.62,868.755
2006-08-11,102192.883,-1314.125,202.752,865.29
2006-08-12,100943.625,-1249.258,231.169,861.003
2006-08-13,99640.0,-1303.625,198.322,855.567
2006-08-14,98402.703,-1237.297,227.206,851.01
2006-08-15,97137.828,-1264.875,177.745,815.453
2006-08-16,95910.68,-1227.148,179.521,798.209
2006-08-17,94659.328,-1251.352,195.333,826.223
2006-08-18,93336.0,-1323.328,208.401,875.58
2006-08-19,92043.0,-1293.0,239.212,891.1
2006-08-20,90760.0,-1283.0,244.254,891.1
2006-08-21,89298.352,-1461.648,239.261,976.176
2006-08-22,87512.258,-1786.094,126.571,1027.06
2006-08-23,85633.57,-1878.688,71.245,1018.417
2006-08-24,83791.625,-1841.945,129.397,1058.045
2006-08-25,82069.414,-1722.211,200.923,1069.205
2006-08-26,80333.969,-1735.445,185.018,1059.972
2006-08-27,78584.977,-1748.992,168.142,1049.926
2006-08-28,76653.023,-1931.953,65.849,1039.876
2006-08-29,74862.953,-1790.07,127.123,1029.617
2006-08-30,73062.133,-1800.82,85.615,993.529
2006-08-31,71273.57,-1788.562,69.374,971.108
2006-09-01,69527.453,-1746.117,80.506,960.841
2006-09-02,67821.266,-1706.188,90.395,950.599
2006-09-03,66126.508,-1694.758,85.95,940.391
2006-09-04,64631.785,-1494.723,105.202,858.792
2006-09-05,63291.031,-1340.754,96.155,772.119
2006-09-06,61955.941,-1335.09,107.704,780.812
2006-09-07,60702.375,-1253.566,97.77,729.776
2006-09-08,59656.906,-1045.469,110.526,637.617
2006-09-09,58577.43,-1079.477,88.167,632.404
2006-09-10,57499.152,-1078.277,83.641,627.273
2006-09-11,56145.867,-1353.285,78.756,761.038
2006-09-12,54493.613,-1652.254,64.064,897.076
2006-09-13,52986.027,-1507.586,63.817,823.892
2006-09-14,51668.277,-1317.75,60.51,724.876
2006-09-15,50829.633,-838.645,80.093,502.91
2006-09-16,50616.426,-213.207,104.217,211.709
2006-09-17,50637.227,20.801,167.304,156.817
2006-09-18,50594.586,-42.641,93.117,114.615
2006-09-19,50679.867,85.281,118.624,75.628
2006-09-20,50744.352,64.484,108.22,75.709
2006-09-21,50786.992,42.641,97.258,75.76
2006-09-22,50978.359,191.367,172.39,75.909
2006-09-23,51042.086,63.727,108.122,75.993
2006-09-24,51107.445,65.359,109.008,76.056
2006-09-25,51171.75,64.305,108.534,76.113
2006-09-26,51237.109,65.359,109.136,76.184
2006-09-27,51258.195,21.086,86.834,76.204
2006-09-28,51280.332,22.137,102.192,91.031
2006-09-29,51258.195,-22.137,86.42,97.581
2006-09-30,51258.195,0.0,97.57,97.57
2006-10-01,51214.973,-43.223,75.739,97.53
2006-10-02,51258.195,43.223,75.889,54.097
2006-10-03,51366.777,108.582,82.724,27.981
2006-10-04,51496.445,129.668,94.398,29.024
2006-10-05,51690.418,193.973,126.873,29.079
2006-10-06,51863.305,172.887,116.301,29.137
2006-10-07,52100.5,237.195,148.805,29.219
2006-10-08,52489.5,389.0,225.446,29.325
2006-10-09,52920.668,431.168,246.854,29.473
2006-10-10,53267.645,346.977,204.543,29.609
2006-10-11,53574.406,306.762,184.387,29.727
2006-10-12,53836.273,261.867,162.9,30.875
2006-10-13,54099.211,262.938,164.055,31.49
2006-10-14,54339.699,240.488,152.825,31.579
2006-10-15,54558.812,219.113,142.133,31.663
2006-10-16,54777.926,219.113,142.22,31.75
2006-10-17,54930.773,152.848,108.876,31.815
2006-10-18,55106.062,175.289,120.248,31.873
2006-10-19,55237.531,131.469,95.998,29.716
2006-10-20,55390.672,153.141,105.992,28.783
2006-10-21,55546.695,156.023,107.494,28.832
2006-10-22,55701.633,154.938,106.996,28.881
2006-10-23,55857.656,156.023,107.596,28.934
2006-10-24,55989.844,132.188,95.626,28.982
2006-10-25,56256.383,266.539,163.414,29.034
2006-10-26,56367.984,111.602,85.369,29.103
2006-10-27,56500.172,132.188,95.793,29.148
2006-10-28,56611.77,111.598,85.448,29.184
2006-10-29,56700.617,88.848,74.016,29.222
2006-10-30,56789.465,88.848,74.041,29.247
2006-10-31,56855.559,66.094,62.593,29.271
2006-11-01,56899.98,44.422,51.685,29.289
2006-11-02,56967.156,67.176,63.176,29.308
2006-11-03,57054.922,87.766,73.583,29.335
2006-11-04,57122.098,67.176,63.227,29.359
2006-11-05,57166.52,44.422,51.773,29.377
2006-11-06,57255.367,88.848,74.192,29.398
2006-11-07,57277.035,21.668,40.339,29.414
2006-11-08,57344.215,67.18,63.306,29.436
2006-11-09,57454.73,110.516,85.177,29.459
2006-11-10,57521.906,67.176,63.351,29.483
2006-11-11,57588.0,66.094,62.831,29.509
2006-11-12,57609.965,21.965,40.594,29.52
2006-11-13,57633.023,23.059,41.155,29.53
2006-11-14,57700.012,66.988,63.306,29.533
2006-11-15,57723.07,23.059,41.164,29.539
2006-11-16,57790.059,66.988,63.319,29.545
2006-11-17,57858.145,68.086,63.882,29.555
2006-11-18,57948.191,90.047,74.967,29.568
2006-11-19,57948.191,0.0,29.578,29.578
2006-11-20,58038.238,90.047,74.983,29.585
2006-11-21,58083.262,45.023,52.295,29.596
2006-11-22,58128.289,45.027,52.305,29.604
2006-11-23,58172.215,43.926,51.76,29.614
2006-11-24,58172.215,0.0,29.615,29.615
2006-11-25,58195.273,23.059,41.243,29.617
2006-11-26,58217.238,21.965,40.692,29.618
2006-11-27,58240.297,23.059,41.247,29.622
2006-11-28,58262.262,21.965,40.7,29.626
2006-11-29,58240.297,-21.965,18.552,29.625
2006-11-30,58217.238,-23.059,17.996,29.622
2006-12-01,58240.297,23.059,41.249,29.623
2006-12-02,58240.297,0.0,29.624,29.624
2006-12-03,58262.262,21.965,40.697,29.623
2006-12-04,58262.262,0.0,29.625,29.625
2006-12-05,58262.262,0.0,29.628,29.628
2006-12-06,58285.32,23.059,41.256,29.631
2006-12-07,58307.285,21.965,40.709,29.635
2006-12-08,58330.348,23.062,41.266,29.639
2006-12-09,58352.309,21.961,40.712,29.64
2006-12-10,58375.371,23.062,41.27,29.643
2006-12-11,58397.332,21.961,40.718,29.646
2006-12-12,58397.332,0.0,29.648,29.648
2006-12-13,58397.332,0.0,29.651,29.651
2006-12-14,58397.332,0.0,29.65,29.65
2006-12-15,58420.395,23.062,41.282,29.655
2006-12-16,58420.395,0.0,29.653,29.653
2006-12-17,58397.332,-23.062,18.023,29.65
2006-12-18,58375.371,-21.961,18.575,29.647
2006-12-19,58375.371,0.0,29.646,29.646
2006-12-20,58397.332,21.961,40.718,29.647
2006-12-21,58397.332,0.0,29.65,29.65
2006-12-22,58420.395,23.062,41.277,29.65
2006-12-23,58420.395,0.0,29.653,29.653
2006-12-24,58442.355,21.961,40.727,29.655
2006-12-25,58442.355,0.0,29.657,29.657
2006-12-26,58442.355,0.0,29.657,29.657
2006-12-27,58465.418,23.062,41.286,29.659
2006-12-28,58510.441,45.023,52.363,29.664
2006-12-29,58510.441,0.0,29.668,29.668
2006-12-30,58510.441,0.0,29.668,29.668
2006-12-31,58510.441,0.0,29.668,29.668
2007-01-01,58532.406,21.965,40.744,29.67
2007-01-02,58532.406,0.0,29.671,29.671
2007-01-03,58555.465,23.059,41.298,29.672
2007-01-04,58555.465,0.0,29.675,29.675
2007-01-05,58577.43,21.965,40.751,29.677
2007-01-06,58577.43,0.0,29.678,29.678
2007-01-07,58555.465,-21.965,18.604,29.677
2007-01-08,58577.43,21.965,40.75,29.676
2007-01-09,58577.43,0.0,29.678,29.678
2007-01-10,58577.43,0.0,29.678,29.678
2007-01-11,58667.477,90.047,75.085,29.686
2007-01-12,58667.477,0.0,29.693,29.693
2007-01-13,58667.477,0.0,29.693,29.693
2007-01-14,58690.539,23.062,41.321,29.693
2007-01-15,58690.539,0.0,29.697,29.697
2007-01-16,58712.5,21.961,40.771,29.699
2007-01-17,58712.5,0.0,29.7,29.7
2007-01-18,58712.5,0.0,29.7,29.7
2007-01-19,58712.5,0.0,29.7,29.7
2007-01-20,58734.465,21.965,40.774,29.7
2007-01-21,58779.488,45.023,52.406,29.707
2007-01-22,58779.488,0.0,29.709,29.709
2007-01-23,58757.523,-21.965,18.633,29.707
2007-01-24,58779.488,21.965,40.784,29.71
2007-01-25,58779.488,0.0,29.711,29.711
2007-01-26,58779.488,0.0,29.711,29.711
2007-01-27,58779.488,0.0,29.711,29.711
2007-01-28,58779.488,0.0,29.711,29.711
2007-01-29,58779.488,0.0,29.711,29.711
2007-01-30,58779.488,0.0,29.711,29.711
2007-01-31,58802.547,23.059,41.338,29.713
2007-02-01,58802.547,0.0,29.714,29.714
2007-02-02,58802.547,0.0,29.714,29.714
2007-02-03,58757.523,-45.023,7.012,29.711
2007-02-04,58757.523,0.0,29.707,29.707
2007-02-05,58757.523,0.0,29.707,29.707
2007-02-06,58734.465,-23.059,18.08,29.706
2007-02-07,58734.465,0.0,29.706,29.706
2007-02-08,58734.465,0.0,29.703,29.703
2007-02-09,58757.523,23.059,41.329,29.704
2007-02-10,58734.465,-23.059,18.078,29.704
2007-02-11,58734.465,0.0,29.703,29.703
2007-02-12,58712.5,-21.965,18.627,29.701
2007-02-13,58712.5,0.0,29.7,29.7
2007-02-14,58690.539,-21.961,18.626,29.698
2007-02-15,58690.539,0.0,29.697,29.697
2007-02-16,58667.477,-23.062,18.069,29.696
2007-02-17,58667.477,0.0,29.693,29.693
2007-02-18,58645.512,-21.965,18.617,29.691
2007-02-19,58645.512,0.0,29.687,29.687
2007-02-20,58622.453,-23.059,18.063,29.688
2007-02-21,58600.488,-21.965,18.611,29.685
2007-02-22,58577.43,-23.059,18.056,29.681
2007-02-23,58577.43,0.0,29.679,29.679
2007-02-24,58577.43,0.0,29.678,29.678
2007-02-25,58577.43,0.0,29.678,29.678
2007-02-26,58532.406,-45.023,6.976,29.675
2007-02-27,58532.406,0.0,29.671,29.671
2007-02-28,58510.441,-21.965,18.595,29.669
2007-03-01,58510.441,0.0,29.668,29.668
2007-03-02,58487.379,-23.062,18.037,29.664
2007-03-03,58465.418,-21.961,18.591,29.663
2007-03-04,58465.418,0.0,29.66,29.66
2007-03-05,58465.418,0.0,29.66,29.66
2007-03-06,58442.355,-23.062,18.031,29.658
2007-03-07,58442.355,0.0,29.657,29.657
2007-03-08,58397.332,-45.023,6.956,29.655
2007-03-09,58397.332,0.0,29.652,29.652
2007-03-10,58397.332,0.0,29.65,29.65
2007-03-11,58397.332,0.0,29.649,29.649
2007-03-12,58375.371,-21.961,18.575,29.647
2007-03-13,58352.309,-23.062,18.018,29.645
2007-03-14,58330.344,-21.965,18.57,29.644
2007-03-15,58307.285,-23.059,18.011,29.636
2007-03-16,58307.285,0.0,29.635,29.635
2007-03-17,58285.32,-21.965,18.56,29.634
2007-03-18,58262.262,-23.059,18.005,29.631
2007-03-19,58240.297,-21.965,18.553,29.627
2007-03-20,58240.297,0.0,29.626,29.626
2007-03-21,58240.297,0.0,29.625,29.625
2007-03-22,58240.297,0.0,29.625,29.625
2007-03-23,58217.238,-23.059,17.998,29.623
2007-03-24,58217.238,0.0,29.621,29.621
2007-03-25,58217.238,0.0,29.621,29.621
2007-03-26,58217.238,0.0,29.621,29.621
2007-03-27,58217.238,0.0,29.622,29.622
2007-03-28,58262.262,45.023,52.325,29.625
2007-03-29,58397.332,135.07,97.735,29.637
2007-03-30,58420.395,23.062,41.278,29.651
2007-03-31,58465.418,45.023,52.357,29.658
2007-04-01,58510.441,45.023,52.363,29.664
2007-04-02,58577.43,66.988,63.447,29.674
2007-04-03,58577.43,0.0,29.678,29.678
2007-04-04,58622.453,45.023,52.381,29.682
2007-04-05,58622.453,0.0,29.686,29.686
2007-04-06,58667.477,45.023,52.39,29.691
2007-04-07,58712.5,45.023,52.397,29.698
2007-04-08,58757.523,45.023,52.402,29.703
2007-04-09,58802.547,45.023,52.411,29.711
2007-04-10,58847.57,45.023,52.418,29.718
2007-04-11,58824.512,-23.059,18.094,29.72
2007-04-12,58847.57,23.059,41.344,29.719
2007-04-13,58847.57,0.0,29.722,29.722
2007-04-14,58869.535,21.965,40.797,29.723
2007-04-15,58892.594,23.059,41.352,29.727
2007-04-16,58914.559,21.965,61.401,50.327
2007-04-17,58914.559,0.0,50.309,50.309
2007-04-18,58847.57,-66.988,47.829,81.602
2007-04-19,58645.512,-202.059,28.837,130.708
2007-04-20,58397.332,-248.18,29.817,154.941
2007-04-21,57993.215,-404.117,18.716,222.458
2007-04-22,57477.484,-515.73,15.311,275.326
2007-04-23,57011.578,-465.906,39.029,273.924
2007-04-24,56367.984,-643.594,22.85,347.329
2007-04-25,55657.211,-710.773,15.191,373.539
2007-04-26,54974.594,-682.617,26.902,371.055
2007-04-27,54339.699,-634.895,48.895,368.988
2007-04-28,53727.25,-612.449,58.276,367.053
2007-04-29,53201.375,-525.875,100.172,365.301
2007-04-30,53093.555,-107.82,167.176,221.535
2007-05-01,53311.469,217.914,243.863,133.997
2007-05-02,53727.25,415.781,333.333,123.71
2007-05-03,54295.875,568.625,411.112,124.43
2007-05-04,54777.926,482.051,410.712,167.678
2007-05-05,55193.711,415.785,583.175,373.55
2007-05-06,55128.508,-65.203,340.351,373.224
2007-05-07,54974.594,-153.914,295.485,373.083
2007-05-08,54886.949,-87.645,328.908,373.095
2007-05-09,54909.395,22.445,384.399,373.083
2007-05-10,55523.941,614.547,473.937,164.103
2007-05-11,56656.195,1132.254,603.108,32.263
2007-05-12,57970.156,1313.961,717.125,54.669
2007-05-13,59566.855,1596.699,862.115,57.112
2007-05-14,61408.688,1841.832,963.695,35.105
2007-05-15,63176.129,1767.441,931.198,40.112
2007-05-16,64725.277,1549.148,829.053,48.024
2007-05-17,66360.234,1634.957,871.243,46.952
2007-05-18,68151.391,1791.156,950.665,47.623
2007-05-19,69933.906,1782.516,946.763,48.078
2007-05-20,71778.867,1844.961,979.012,48.843
2007-05-21,73667.133,1888.266,1001.688,49.687
2007-05-22,75180.906,1513.773,813.531,50.337
2007-05-23,76233.977,1053.07,602.999,72.076
2007-05-24,76876.688,642.711,439.508,115.475
2007-05-25,77272.023,395.336,372.752,173.437
2007-05-26,77272.023,0.0,368.117,368.117
2007-05-27,77049.57,-222.453,299.65,411.803
2007-05-28,77123.312,73.742,402.541,365.362
2007-05-29,77545.25,421.938,505.371,292.644
2007-05-30,77965.977,420.727,471.622,259.506
2007-05-31,78213.82,247.844,455.998,331.043
2007-06-01,78262.18,48.359,463.573,439.192
2007-06-02,78262.18,0.0,476.469,476.469
2007-06-03,78510.023,247.844,601.724,476.77
2007-06-04,79057.516,547.492,753.936,477.908
2007-06-05,79958.609,901.094,883.112,428.811
2007-06-06,81689.859,1731.25,1170.838,297.999
2007-06-07,83158.625,1468.766,977.38,236.877
2007-06-08,84225.367,1066.742,735.497,197.68
2007-06-09,84762.656,537.289,610.521,339.638
2007-06-10,84891.359,128.703,484.157,419.27
2007-06-11,85018.812,127.453,483.798,419.541
2007-06-12,85299.953,281.141,527.025,385.284
2007-06-13,85863.477,563.523,617.48,333.37
2007-06-14,86503.75,640.273,634.562,311.757
2007-06-15,87357.0,853.25,718.286,288.106
2007-06-16,88442.5,1085.5,766.716,219.443
2007-06-17,89819.789,1377.289,781.061,86.678
2007-06-18,91229.828,1410.039,797.735,86.84
2007-06-19,92149.062,919.234,623.575,160.127
2007-06-20,92755.75,606.688,551.393,245.521
2007-06-21,93336.68,580.93,561.798,268.912
2007-06-22,93969.133,632.453,588.397,269.535
2007-06-23,94578.672,609.539,577.482,270.172
2007-06-24,95138.016,559.344,583.183,301.181
2007-06-25,95618.0,479.984,560.961,318.969
2007-06-26,96017.344,399.344,586.155,384.819
2007-06-27,96204.656,187.312,510.122,415.686
2007-06-28,96337.328,132.672,482.902,416.014
2007-06-29,96257.984,-79.344,472.701,512.703
2007-06-30,95884.656,-373.328,450.066,638.286
2007-07-01,95404.672,-479.984,436.202,678.194
2007-07-02,94925.984,-478.688,435.544,676.883
2007-07-03,94312.016,-613.969,419.874,729.416
2007-07-04,93863.508,-448.508,573.318,799.441
2007-07-05,92914.188,-949.32,384.523,863.139
2007-07-06,91990.633,-923.555,428.882,894.508
2007-07-07,91020.75,-969.883,419.576,908.559
2007-07-08,90081.148,-939.602,431.101,904.817
2007-07-09,89011.758,-1069.391,361.887,901.039
2007-07-10,87951.5,-1060.258,362.148,896.695
2007-07-11,86866.0,-1085.5,381.105,928.378
2007-07-12,85761.023,-1104.977,417.98,975.072
2007-07-13,84507.758,-1253.266,371.585,1003.44
2007-07-14,83361.375,-1146.383,462.236,1040.204
2007-07-15,82196.758,-1164.617,472.901,1060.063
2007-07-16,81010.094,-1186.664,455.792,1054.069
2007-07-17,79783.773,-1226.32,429.091,1047.361
2007-07-18,78535.406,-1248.367,410.964,1040.35
2007-07-19,77272.023,-1263.383,398.997,1035.952
2007-07-20,75988.938,-1283.086,377.404,1024.294
2007-07-21,74666.922,-1322.016,355.787,1022.303
2007-07-22,73304.367,-1362.555,327.426,1014.381
2007-07-23,71924.211,-1380.156,309.381,1005.211
2007-07-24,70675.562,-1248.648,408.238,1037.765
2007-07-25,69240.133,-1435.43,322.391,1046.087
2007-07-26,68931.695,-308.438,469.186,624.69
2007-07-27,69264.656,332.961,468.715,300.847
2007-07-28,69671.109,406.453,436.684,231.764
2007-07-29,70054.203,383.094,425.704,232.561
2007-07-30,70340.359,286.156,405.632,261.361
2007-07-31,70412.773,72.414,393.509,357.0
2007-08-01,70388.25,-24.523,399.636,412.0
2007-08-02,70388.25,0.0,368.268,368.268
2007-08-03,70652.203,263.953,377.006,243.93
2007-08-04,71058.656,406.453,407.611,202.691
2007-08-05,71417.227,358.57,384.097,203.318
2007-08-06,71827.312,410.086,410.752,204.001
2007-08-07,72214.891,387.578,366.413,171.009
2007-08-08,72480.766,265.875,320.762,186.717
2007-08-09,72602.469,121.703,311.825,250.466
2007-08-10,72480.766,-121.703,266.149,327.508
2007-08-11,72141.633,-339.133,243.568,414.548
2007-08-12,71706.789,-434.844,222.599,441.833
2007-08-13,71273.562,-433.227,222.424,440.842
2007-08-14,70915.0,-358.562,259.869,440.644
2007-08-15,70508.547,-406.453,272.3,477.22
