#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1648314332 3632552162 2992561396 2472963908 113785764 561843491 429317761 566712 9660229 92131.07 93551.63 2638.28 3195.41
1648314342 3632552162 2992561396 2472963908 113785764 561843525 429317811 566712 9660229 92131.27 93549.82 2637.58 3196.72
1648314352 3632552162 2992561396 2472963908 113785764 561843559 429317861 566712 9660229 92132.02 93549.39 2637.41 3196.71
1648314362 3632552162 2992561396 2472963908 113785764 561843592 429317912 566712 9660229 92133.06 93550.08 2635.80 3196.51
1648314373 3632552162 2992561396 2472963908 113785764 561844151 429318349 566712 9660229 91643.33 93143.53 3125.52 3603.55
1648314383 3632552977 2992561872 2472963908 113785764 561844345 429318516 566712 9660229 91538.61 93060.57 3230.25 3685.52
1648314393 3632552977 2992561872 2472963908 113785764 561844505 429318658 566712 9660229 91457.20 92998.92 3311.78 3747.05
1648314403 3632552977 2992561872 2472963908 113785764 561844621 429318738 566712 9660229 91412.97 92965.08 3356.41 3780.94
1648314413 3632554147 2992562242 2472963908 113785764 561845264 429319215 566712 9660229 90746.44 92495.73 4023.02 4252.55
1648314423 3632557153 2992564514 2472963908 113785764 561847115 429320654 566712 9660229 88018.11 90443.03 6750.75 6304.12
1648314434 3632560531 2992566152 2472963908 113785764 561847259 429320824 566712 9660229 87882.84 90345.82 6885.52 6401.18
1648314444 3632563357 2992567876 2472963908 113785764 561849024 429322725 566712 9660229 87295.57 89917.20 7473.29 6829.32
1648314454 3632567700 2992571066 2472963908 113785764 561849420 429323248 566712 9660229 87291.35 90051.94 7477.51 6694.64
1648314464 3632569721 2992572552 2472963908 113785764 561849563 429323380 566712 9660229 87342.12 89922.85 7430.09 6824.15
1648314475 3632570679 2992573220 2472963908 113785764 561849671 429323446 566712 9660229 87340.73 89893.33 7428.14 6853.14
1648314485 3632571377 2992573704 2472963908 113785764 561850474 429323975 566712 9660229 86593.88 89367.18 8175.66 7382.85
1648314497 3632572085 2992574202 2472963908 113785764 561851276 429324535 566712 9660229 85821.49 88905.30 8948.50 7844.17
1648314512 3632572322 2992574376 2472963908 113785764 561852596 429326038 566712 9660229 84605.38 87446.08 10164.57 9300.39
1648314530 3632572322 2992574376 2472963908 113785764 561853120 429326525 566712 9660229 84193.71 87059.32 10575.80 9687.14
1648314547 3632573419 2992574496 2472963908 113785764 561853643 429326905 566712 9660229 83789.81 86773.86 10979.04 9973.11
1648314563 3632574785 2992574678 2472963908 113785764 561853921 429327449 566712 9660229 83556.33 86389.13 11212.57 10357.98
1648314578 3632576535 2992574948 2472963908 113785764 561854324 429327866 566712 9660229 83290.55 86087.42 11479.39 10660.70
1648314590 3632578828 2992575144 2472963908 113785764 561854947 429328488 566712 9660229 82833.38 85654.96 11937.07 11091.50
