#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1648314315 3042610130 2436316956 2608985372 21819602 176854694 92748769 186156 10191780 91694.12 94223.65 3075.24 2523.46
1648314325 3042610130 2436316956 2608985372 21819602 176854728 92748820 186156 10191780 91693.13 94221.06 3076.31 2525.56
1648314335 3042610130 2436316956 2608985372 21819602 176854761 92748869 186156 10191780 91692.79 94221.14 3076.07 2524.95
1648314345 3042610130 2436316956 2608985372 21819602 176854797 92748920 186156 10191780 91693.32 94220.88 3076.04 2526.22
1648314355 3042610130 2436316956 2608985372 21819602 176854830 92748971 186156 10191780 91693.31 94220.70 3076.07 2526.41
1648314365 3042610130 2436316956 2608985372 21819602 176854879 92749037 186156 10191780 91687.51 94217.71 3080.85 2528.26
1648314375 3042610130 2436316956 2608985372 21819602 176855365 92749518 186156 10191780 91274.52 93711.13 3494.83 3035.33
1648314386 3042610932 2436317430 2608985372 21819602 176855538 92749753 186156 10191780 91183.92 93591.36 3585.43 3155.21
1648314396 3042610932 2436317430 2608985372 21819602 176855649 92749881 186156 10191780 91140.52 93527.19 3628.92 3219.28
1648314406 3042610932 2436317430 2608985372 21819602 176855764 92749999 186156 10191780 91090.48 93463.73 3678.01 3283.24
1648314416 3042612118 2436317804 2608985372 21819602 176856270 92750516 186156 10191780 90626.73 92978.51 4141.30 3767.95
1648314426 3042615502 2436320196 2608985372 21819602 176857817 92752377 186156 10191780 88473.73 90164.49 6295.71 6581.48
1648314436 3042618941 2436321870 2608985372 21819602 176857992 92752517 186156 10191780 88379.06 90038.74 6390.29 6707.73
1648314447 3042621389 2436323426 2608985372 21819602 176859751 92755017 186156 10191780 87974.00 89428.09 6794.86 7318.04
1648314457 3042625279 2436326216 2608985372 21819602 176860067 92755344 186156 10191780 88032.00 89587.70 6736.85 7159.28
1648314468 3042627828 2436327990 2608985372 21819602 176860137 92755499 186156 10191780 87953.69 89458.75 6816.23 7287.71
1648314478 3042629249 2436328978 2608985372 21819602 176860253 92755578 186156 10191780 87933.12 89456.10 6836.29 7290.37
