#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1648314335 2821447915 2311032398 2092072222 174710935 363035295 313028553 842555 8172026 92541.32 93613.16 2227.53 3132.89
1648314345 2821447915 2311032398 2092072222 174710935 363035330 313028602 842555 8172026 92541.35 93613.36 2228.04 3132.28
1648314355 2821447915 2311032398 2092072222 174710935 363035364 313028652 842555 8172026 92541.14 93613.97 2228.23 3133.11
1648314365 2821447915 2311032398 2092072222 174710935 363035428 313028739 842555 8172026 92534.24 93605.87 2234.71 3140.60
1648314375 2821447915 2311032398 2092072222 174710935 363035897 313029260 842555 8172026 92040.81 93176.82 2728.07 3569.14
1648314385 2821448741 2311032878 2092072222 174710935 363036079 313029486 842555 8172026 91951.43 93058.37 2817.02 3687.61
1648314396 2821448741 2311032878 2092072222 174710935 363036234 313029600 842555 8172026 91872.59 93026.29 2896.77 3720.30
1648314406 2821448741 2311032878 2092072222 174710935 363036361 313029717 842555 8172026 91805.48 92975.30 2965.04 3771.68
1648314416 2821450052 2311033326 2092072222 174710935 363037272 313030483 842555 8172026 90957.43 91947.42 3811.92 4799.05
1648314426 2821454642 2311036252 2092072222 174710935 363038534 313032071 842555 8172026 89198.28 89617.21 5570.20 7129.86
1648314436 2821457971 2311038090 2092072222 174710935 363038709 313032214 842555 8172026 89156.08 89555.79 5612.88 7191.28
1648314447 2821461346 2311040330 2092072222 174710935 363040613 313033871 842555 8172026 88713.66 88908.27 6056.32 7838.20
1648314457 2821464791 2311042934 2092072222 174710935 363041361 313034491 842555 8172026 88746.29 89043.80 6022.12 7702.66
1648314467 2821465765 2311043618 2092072222 174710935 363041471 313034555 842555 8172026 88686.00 88904.75 6082.46 7841.71
1648314478 2821466235 2311043944 2092072222 174710935 363041599 313034629 842555 8172026 88691.89 88951.27 6076.97 7795.84
1648314488 2821467145 2311044570 2092072222 174710935 363041667 313034728 842555 8172026 88610.46 88905.79 6163.73 7841.28
1648314499 2821467670 2311044896 2092072222 174710935 363042582 313034823 842555 8172026 87760.84 88856.58 7008.52 7889.89
1648314510 2821469139 2311045290 2092072222 174710935 363044148 313035090 842555 8172026 86359.18 88540.10 8411.39 8225.44
1648314528 2821469518 2311045394 2092072222 174710935 363044797 313037643 842555 8172026 85828.19 86209.94 8940.66 10536.64
1648314545 2821469650 2311045430 2092072222 174710935 363045026 313038199 842555 8172026 85627.81 85799.57 9141.63 10947.50
1648314563 2821469753 2311045458 2092072222 174710935 363045246 313038677 842555 8172026 85431.41 85462.02 9337.45 11285.99
