#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1648314337 3682410198 3284547306 239646388 25323139 117427959 102672427 192058 934553 92144.07 93344.46 2640.51 3386.91
1648314347 3682410198 3284547306 239646388 25323139 117428008 102672461 192058 934553 92144.05 93344.68 2640.44 3386.80
1648314357 3682410198 3284547306 239646388 25323139 117428046 102672508 192058 934553 92143.83 93344.28 2640.81 3386.05
1648314368 3682410198 3284547306 239646388 25323139 117428543 102672849 192058 934553 91681.10 93001.89 3103.89 3729.55
1648314378 3682410198 3284547306 239646388 25323139 117428746 102673018 192058 934553 91601.61 92932.91 3182.39 3797.43
1648314388 3682410995 3284547776 239646388 25323139 117428984 102673212 192058 934553 91464.49 92829.51 3319.02 3900.83
1648314398 3682410995 3284547776 239646388 25323139 117429077 102673303 192058 934553 91431.34 92800.17 3353.69 3930.77
1648314408 3682410995 3284547776 239646388 25323139 117429257 102673450 192058 934553 91200.80 92652.17 3588.54 4083.95
1648314418 3682413006 3284548632 239646388 25323139 117430154 102674119 192058 934553 90303.05 91944.50 4481.55 4787.32
1648314429 3682416786 3284551122 239646388 25323139 117431713 102675364 192058 934553 87948.84 90191.40 6835.65 6538.93
1648314439 3682419991 3284552882 239646388 25323139 117431852 102675536 192058 934553 87890.97 90149.88 6893.03 6580.00
1648314449 3682422942 3284554782 239646388 25323139 117433340 102677401 192058 934553 87272.83 89691.42 7512.27 7039.45
1648314460 3682426487 3284557428 239646388 25323139 117434262 102677821 192058 934553 87299.79 89670.39 7486.09 7060.29
1648314470 3682428554 3284558886 239646388 25323139 117434378 102677870 192058 934553 87306.55 89703.30 7477.95 7027.66
1648314480 3682429555 3284559562 239646388 25323139 117434473 102677971 192058 934553 87270.80 89628.42 7513.83 7102.40
1648314494 3682430470 3284560150 239646388 25323139 117435795 102679771 192058 934553 85986.85 87906.86 8797.64 8825.65
1648314509 3682430633 3284560254 239646388 25323139 117436233 102680381 192058 934553 85534.21 87471.25 9250.32 9260.60
1648314526 3682430633 3284560254 239646388 25323139 117437571 102680966 192058 934553 84341.71 87003.44 10442.78 9727.95
1648314544 3682430633 3284560254 239646388 25323139 117437967 102681309 192058 934553 84031.96 86750.98 10753.17 9980.40
1648314563 3682430633 3284560254 239646388 25323139 117438319 102681688 192058 934553 83759.12 86457.10 11026.13 10274.11
1648314580 3682430633 3284560254 239646388 25323139 117438637 102682013 192058 934553 83510.09 86221.60 11274.41 10508.77
1648314592 3682435827 3284560748 239646388 25323139 117439347 102682728 192058 934553 83012.81 85720.46 11772.26 11011.49
1648314606 3682439616 3284561386 239646388 25323139 117439820 102682918 192058 934553 82728.39 85639.68 12056.10 11092.16
1648314621 3682440842 3284561690 239646388 25323139 117439884 102683041 192058 934553 82691.84 85619.08 12092.66 11113.40
1648314635 3682441353 3284561810 239646388 25323139 117439897 102683253 192058 934553 82701.12 85536.90 12083.37 11194.52
1648314650 3682443191 3284562104 239646388 25323139 117439947 102683446 192058 934553 82715.60 85463.55 12068.34 11267.66
1648314665 3682443263 3284562122 239646388 25323139 117440040 102683512 192058 934553 82701.71 85459.95 12082.78 11269.96
1648314680 3682443652 3284562178 239646388 25323139 117440162 102683690 192058 934553 82654.85 85406.68 12129.64 11323.72
1648314695 3682446069 3284562542 239646388 25323139 117440398 102683818 192058 934553 82519.88 85386.12 12265.10 11350.26
1648314710 3682446299 3284562576 239646388 25323139 117440573 102684017 192058 934553 82418.89 85360.45 12366.17 11370.53
1648314725 3682446315 3284562580 239646388 25323139 117440645 102684170 192058 934553 82418.57 85341.56 12365.92 11403.96
1648314740 3682446678 3284562632 239646388 25323139 117440694 102684310 192058 934553 82418.27 85320.93 12366.34 11410.39
1648314752 3682449376 3284563042 239646388 25323139 117440748 102684445 192058 934553 82417.59 85330.19 12366.90 11400.20
1648314762 3682449534 3284563072 239646388 25323139 117440786 102684535 192058 934553 82432.62 85332.37 12351.95 11398.45
1648314773 3682449534 3284563072 239646388 25323139 117440894 102684637 192058 934553 82426.84 85337.43 12357.65 11394.42
1648314783 3682449637 3284563090 239646388 25323139 117440968 102684739 192058 934553 82438.31 85335.56 12346.18 11396.33
1648314793 3682449637 3284563090 239646388 25323139 117441035 102684893 192058 934553 82423.75 85391.71 12360.74 11339.72
1648314803 3682450474 3284563222 239646388 25323139 117441134 102685022 192058 934553 82431.80 85394.72 12352.69 11335.46
1648314814 3682451663 3284563430 239646388 25323139 117441184 102685149 192058 934553 82445.03 85439.96 12339.46 11291.48
1648314824 3682451910 3284563470 239646388 25323139 117441190 102685273 192058 934553 82444.74 85463.15 12340.30 11268.21
1648314834 3682451910 3284563470 239646388 25323139 117441205 102685405 192058 934553 82487.41 85479.39 12297.08 11251.99
1648314844 3682451910 3284563470 239646388 25323139 117441212 102685539 192058 934553 82502.70 85497.44 12281.79 11232.43
1648314855 3682451910 3284563470 239646388 25323139 117441229 102685676 192058 934553 82525.96 85509.65 12258.53 11220.73
1648314865 3682452024 3284563504 239646388 25323139 117441238 102685799 192058 934553 82540.29 85520.87 12244.21 11211.59
1648314875 3682452225 3284563572 239646388 25323139 117441247 102685923 192058 934553 82554.92 85531.25 12229.57 11199.62
1648314885 3682452242 3284563576 239646388 25323139 117441261 102686046 192058 934553 82610.18 85530.09 12174.31 11201.35
1648314896 3682452548 3284563734 239646388 25323139 117441413 102686306 192058 934553 84299.76 87155.17 10484.24 9575.71
1648314906 3682454201 3284564508 239646388 25323139 117441723 102686655 192058 934553 87239.37 90812.14 7545.12 5918.25
1648314916 3682454655 3284564706 239646388 25323139 117441739 102686745 192058 934553 87240.42 90812.42 7544.18 5919.00
1648314926 3682455217 3284564996 239646388 25323139 117441755 102686836 192058 934553 87240.48 90813.32 7543.52 5917.66
1648314936 3682455694 3284565240 239646388 25323139 117441925 102686922 192058 934553 88864.91 90815.27 5920.19 5915.70
1648314947 3682456501 3284565754 239646388 25323139 117441942 102687008 192058 934553 88864.40 90812.74 5920.21 5916.68
1648314957 3682456714 3284565816 239646388 25323139 117441960 102687092 192058 934553 88864.31 90813.09 5920.29 5917.26
1648314967 3682456770 3284565836 239646388 25323139 117441975 102687182 192058 934553 88864.78 90814.35 5919.22 5916.01
1648314977 3682456797 3284565856 239646388 25323139 117441991 102687268 192058 934553 88865.25 90813.83 5919.35 5918.07
1648314987 3682456807 3284565866 239646388 25323139 117442017 102687339 192058 934553 91954.43 93184.00 2830.22 3547.33
1648314997 3682456807 3284565866 239646388 25323139 117442068 102687379 192058 934553 91954.79 93184.39 2829.29 3546.44
1648315008 3682456807 3284565866 239646388 25323139 117442120 102687420 192058 934553 91955.32 93186.18 2829.73 3545.27
1648315018 3682456807 3284565866 239646388 25323139 117442161 102687472 192058 934553 91954.31 93184.77 2830.22 3546.71
1648315028 3682456807 3284565866 239646388 25323139 117442201 102687523 192058 934553 91954.66 93184.77 2829.91 3546.57
1648315038 3682456807 3284565866 239646388 25323139 117442253 102687564 192058 934553 91955.86 93184.39 2829.23 3546.51
1648315048 3682456807 3284565866 239646388 25323139 117442307 102687603 192058 934553 91954.14 93185.82 2829.97 3545.51
