#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1648314342 2905505278 2531524618 1562334916 1027283842 274358827 280230598 4149854 6103292 91967.75 93621.36 2801.74 3125.11
1648314352 2905505278 2531524618 1562334916 1027283842 274358879 280230632 4149854 6103292 91968.59 93621.94 2800.27 3125.14
1648314362 2905505278 2531524618 1562334916 1027283842 274358912 280230684 4149854 6103292 91969.66 93621.40 2798.70 3125.68
1648314373 2905505278 2531524618 1562334916 1027283842 274359440 280231111 4149854 6103292 91461.89 93209.73 3307.09 3536.73
1648314383 2905506092 2531525092 1562334916 1027283842 274359647 280231268 4149854 6103292 91356.50 93127.68 3412.05 3618.88
1648314393 2905506092 2531525092 1562334916 1027283842 274359811 280231406 4149854 6103292 91274.53 93063.75 3493.95 3682.71
1648314403 2905506092 2531525092 1562334916 1027283842 274359934 280231482 4149854 6103292 91230.09 93031.78 3539.35 3715.25
1648314414 2905507269 2531525472 1562334916 1027283842 274360604 280231961 4149854 6103292 90523.16 92533.52 4246.29 4213.03
1648314424 2905510676 2531527922 1562334916 1027283842 274362506 280233373 4149854 6103292 87803.71 90487.89 6965.14 6259.16
1648314434 2905514111 2531529592 1562334916 1027283842 274362647 280233546 4149854 6103292 87677.00 90393.03 7091.85 6354.09
1648314444 2905516312 2531530910 1562334916 1027283842 274363869 280236073 4149854 6103292 87293.01 89779.94 7475.84 6967.14
1648314455 2905519862 2531533454 1562334916 1027283842 274364209 280236573 4149854 6103292 87440.39 89905.35 7333.64 6841.23
1648314465 2905522276 2531535156 1562334916 1027283842 274364337 280236675 4149854 6103292 87371.94 89730.43 7395.59 7016.03
1648314475 2905522922 2531535578 1562334916 1027283842 274364450 280236736 4149854 6103292 87307.40 89747.52 7462.04 6997.93
1648314486 2905523737 2531536126 1562334916 1027283842 274365941 280236829 4149854 6103292 85840.34 89680.50 8937.46 7065.96
1648314498 2905523829 2531536186 1562334916 1027283842 274366942 280237589 4149854 6103292 84985.37 88995.88 9783.62 7750.59
1648314514 2905524017 2531536290 1562334916 1027283842 274367469 280239237 4149854 6103292 84599.86 87341.29 10169.53 9405.82
1648314532 2905524017 2531536290 1562334916 1027283842 274367853 280239866 4149854 6103292 84308.81 86843.11 10460.04 9904.46
1648314550 2905524017 2531536290 1562334916 1027283842 274368237 280240283 4149854 6103292 83998.14 86512.06 10771.26 10234.92
1648314567 2905525256 2531536434 1562334916 1027283842 274368701 280240663 4149854 6103292 83645.75 86226.34 11123.11 10519.28
1648314581 2905528777 2531536850 1562334916 1027283842 274369062 280241345 4149854 6103292 83408.97 85747.99 11359.88 11000.18
1648314594 2905532645 2531537314 1562334916 1027283842 274369259 280242268 4149854 6103292 83301.71 85124.86 11467.20 11621.69
1648314609 2905534217 2531537736 1562334916 1027283842 274369352 280242329 4149854 6103292 83278.79 85120.25 11490.06 11625.30
1648314624 2905534912 2531537900 1562334916 1027283842 274369429 280242463 4149854 6103292 83278.96 85054.70 11489.89 11691.80
1648314639 2905535970 2531538084 1562334916 1027283842 274369549 280242594 4149854 6103292 83198.68 85051.87 11569.49 11693.88
1648314654 2905537211 2531538274 1562334916 1027283842 274369653 280242677 4149854 6103292 83161.54 85049.64 11607.31 11696.90
1648314669 2905538101 2531538426 1562334916 1027283842 274369829 280242788 4149854 6103292 83076.50 85021.36 11692.91 11725.69
1648314684 2905538725 2531538508 1562334916 1027283842 274370047 280242965 4149854 6103292 82947.55 84990.85 11821.37 11755.62
1648314699 2905539663 2531538654 1562334916 1027283842 274370149 280243004 4149854 6103292 82943.15 84980.82 11826.34 11765.65
1648314713 2905540134 2531538724 1562334916 1027283842 274370277 280243208 4149854 6103292 82991.69 84836.50 11777.71 11911.00
