#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1648314360 2586422996 2032712458 235408006 105179923 46041662 59091037 495061 919910 91004.68 94690.96 3780.30 2039.48
1648314370 2586422996 2032712458 235408006 105179923 46042124 59091421 495061 919910 90541.05 94323.57 4243.95 2407.81
1648314380 2586422996 2032712458 235408006 105179923 46042365 59091625 495061 919910 90444.68 94231.89 4340.43 2499.00
1648314390 2586423820 2032712938 235408006 105179923 46042557 59091798 495061 919910 90331.86 94147.90 4453.26 2583.51
1648314401 2586423820 2032712938 235408006 105179923 46042670 59091882 495061 919910 90289.76 94112.64 4494.24 2618.30
1648314411 2586423820 2032712938 235408006 105179923 46043073 59092236 495061 919910 90018.73 93881.04 4764.77 2850.41
1648314421 2586426344 2032714138 235408006 105179923 46044363 59093216 495061 919910 88038.87 92403.02 6745.13 4332.57
1648314431 2586430745 2032717040 235408006 105179923 46045254 59093926 495061 919910 86825.28 91497.50 7959.21 5234.43
1648314441 2586432621 2032717956 235408006 105179923 46046348 59094669 495061 919910 86422.66 91240.88 8371.83 5489.09
1648314452 2586435997 2032720322 235408006 105179923 46047884 59095536 495061 919910 86122.07 90943.13 8671.03 5786.37
1648314462 2586439523 2032722820 235408006 105179923 46048236 59095850 495061 919910 86181.43 91029.82 8603.06 5701.57
1648314472 2586440847 2032723776 235408006 105179923 46048287 59095956 495061 919910 86212.54 90977.88 8572.01 5752.95
1648314482 2586441446 2032724170 235408006 105179923 46048408 59096035 495061 919910 86107.96 90939.84 8676.54 5792.27
1648314496 2586442048 2032724570 235408006 105179923 46050183 59097085 495061 919910 84395.06 89988.10 10389.97 6742.72
1648314510 2586442235 2032724680 235408006 105179923 46051315 59097855 495061 919910 83411.34 89225.77 11374.12 7506.25
1648314528 2586442235 2032724680 235408006 105179923 46051774 59098885 495061 919910 83087.30 88328.96 11698.88 8401.38
1648314546 2586443223 2032724762 235408006 105179923 46052213 59099397 495061 919910 82747.41 87922.07 12037.18 8808.75
1648314564 2586443592 2032724860 235408006 105179923 46052677 59099661 495061 919910 82428.75 87681.93 12356.31 9048.90
1648314580 2586445047 2032725036 235408006 105179923 46053240 59099979 495061 919910 82029.44 87411.56 12752.26 9319.31
1648314593 2586450532 2032725604 235408006 105179923 46053831 59100753 495061 919910 81677.57 86891.13 13107.51 9840.35
1648314609 2586452092 2032726022 235408006 105179923 46053970 59100790 495061 919910 81659.82 86877.60 13124.93 9853.21
1648314624 2586453311 2032726308 235408006 105179923 46054106 59100854 495061 919910 81635.51 86843.98 13150.11 9886.84
1648314639 2586453943 2032726416 235408006 105179923 46054292 59100948 495061 919910 81566.76 86800.39 13218.37 9930.95
1648314654 2586455458 2032726660 235408006 105179923 46054440 59101005 495061 919910 81551.87 86776.27 13232.62 9954.66
1648314669 2586456038 2032726740 235408006 105179923 46054535 59101095 495061 919910 81516.59 86762.86 13267.90 9967.54
1648314684 2586456509 2032726814 235408006 105179923 46054728 59101236 495061 919910 81434.78 86740.16 13349.71 9991.25
1648314700 2586457605 2032727014 235408006 105179923 46054900 59101405 495061 919910 81417.91 86701.33 13367.64 10030.07
1648314715 2586457941 2032727056 235408006 105179923 46055028 59101579 495061 919910 81388.81 86612.50 13395.68 10119.49
1648314730 2586458427 2032727130 235408006 105179923 46055151 59101736 495061 919910 81389.31 86601.48 13396.28 10129.34
1648314745 2586459302 2032727218 235408006 105179923 46055341 59101817 495061 919910 81378.63 86597.01 13406.15 10134.35
