site_name,datetime,release,release_pre,storage,storage_pre,inflow,release_roll7,inflow_roll7,storage_roll7,storage_x_inflow
Hoover,2015-06-23,8.01625,7.058333333333334,9600.0,9607.0,1.0162499999999994,7.332023809523809,3.8182142857142694,9611.142857142857,9763.113749999995
Hoover,2015-06-24,7.612916666666666,8.01625,9594.0,9600.0,1.612916666666666,7.389642857142856,4.501309523809508,9607.57142857143,15483.999999999995
Hoover,2015-06-25,8.92375,7.612916666666666,9586.0,9594.0,0.9237500000000001,7.072738095238096,4.209583333333317,9605.0,8862.4575
Hoover,2015-06-26,8.217916666666666,8.92375,9577.0,9586.0,-0.7820833333333344,7.209583333333333,3.118333333333317,9602.0,-7497.050833333343
Hoover,2015-06-27,4.285416666666666,8.217916666666666,9588.0,9577.0,15.285416666666666,7.404047619047619,4.294821428571412,9597.714285714286,146388.43541666667
Hoover,2015-06-28,4.08375,4.285416666666666,9596.0,9588.0,12.08375,7.1519642857142856,4.5997619047618885,9594.857142857143,115858.995
Hoover,2015-06-29,5.092083333333333,4.08375,9607.0,9596.0,16.092083333333335,6.88547619047619,6.604583333333317,9592.57142857143,154419.63166666668
Hoover,2015-06-30,5.848333333333333,5.092083333333333,9607.0,9607.0,5.848333333333333,6.604583333333333,7.294880952380936,9592.57142857143,56184.938333333324
Hoover,2015-07-01,8.772499999999999,5.848333333333333,9595.0,9607.0,-3.227500000000001,6.294880952380953,6.6033928571428415,9593.57142857143,-31006.59250000001
Hoover,2015-07-02,9.68,8.772499999999999,9586.0,9595.0,0.6799999999999997,6.460535714285714,6.568571428571412,9593.714285714286,6524.599999999998
Hoover,2015-07-03,8.01625,9.68,9586.0,9586.0,8.01625,6.5685714285714285,7.8254761904761745,9593.714285714286,76843.77249999999
Hoover,2015-07-04,3.045166666666667,8.01625,9612.0,9586.0,29.045166666666667,6.539761904761904,9.791154761904746,9595.0,278426.96766666666
Hoover,2015-07-05,3.705625,3.045166666666667,9628.0,9612.0,19.705625,6.362583333333333,10.879994047619032,9598.42857142857,189410.4675
Hoover,2015-07-06,6.05,3.705625,9633.0,9628.0,11.05,6.308565476190476,10.159696428571412,9603.0,106389.40000000001
Hoover,2015-07-07,6.705416666666666,6.05,9641.0,9633.0,14.705416666666666,6.445410714285714,11.424994047619032,9606.714285714286,141657.27875
Hoover,2015-07-08,6.604583333333333,6.705416666666666,9651.0,9641.0,16.604583333333334,6.567851190476191,14.258148809523792,9611.57142857143,160084.78791666668
Hoover,2015-07-09,7.26,6.604583333333333,9653.0,9651.0,9.26,6.258148809523809,15.48386309523808,9619.57142857143,89368.26
Hoover,2015-07-10,7.764166666666666,7.26,9655.0,9653.0,9.764166666666666,5.912434523809524,15.733565476190462,9629.142857142857,94253.50083333332
Hoover,2015-07-11,6.755833333333333,7.764166666666666,9661.0,9655.0,12.755833333333333,5.876422619047619,13.406517857142843,9639.0,123157.57083333333
Hoover,2015-07-12,7.26,6.755833333333333,9665.0,9661.0,11.26,6.406517857142857,12.199999999999985,9646.0,108782.86
Hoover,2015-07-13,5.949166666666667,7.26,9674.0,9665.0,14.949166666666667,6.914285714285714,12.757023809523792,9651.285714285716,144483.69583333333
Hoover,2015-07-14,6.251666666666667,5.949166666666667,9679.0,9674.0,11.251666666666667,6.899880952380952,12.263630952380936,9657.142857142857,108848.62333333334
Hoover,2015-07-15,6.302083333333333,6.251666666666667,9688.0,9679.0,15.302083333333332,6.835059523809523,12.077559523809509,9662.57142857143,148108.8645833333
