,0
const,-0.0005091522238675934
storage_pre,0.21618078669081608
release_pre,0.7101512161587253
inflow,0.020541937944679067
storage_roll7,-0.19191595288137897
release_roll7,0.21919246426264838
inflow_roll7,-0.023506247544558656
storage_x_inflow,0.034758739187408905
