,,elev,release_acoe,inflow_acoe,storage,release,inflow,sto_delta
oahe,2021-05-13,1606.12,27214.083333333332,29046.541666666668,18242563.199999966,0.0,22398.72,15305.499999985099
oahe,2021-05-14,1606.09,26558.333333333332,24656.125,18233379.899999976,0.0,22374.59,-9183.29999998957
oahe,2021-05-15,1606.05,25708.541666666668,25728.5,18221135.499999985,0.0,22265.059999999998,-12244.39999999106
oahe,2021-05-16,1605.97,25349.0,23813.333333333332,18196795.500000007,0.0,22720.510000000002,-24339.99999997765
oahe,2021-05-17,1605.88,27084.75,21842.333333333332,18169692.000000034,0.0,22761.07,-27103.499999973923
oahe,2021-05-18,1605.77,27005.0,21081.833333333332,18136565.499999996,0.0,23537.120000000003,-33126.50000003725
oahe,2021-05-19,1605.96,26940.75,33895.958333333336,18193784.00000001,0.0,22765.48,57218.5000000149
oahe,2021-05-20,1605.84,27155.0,25519.708333333332,18157645.999999974,0.0,22313.3,-36138.00000003725
oahe,2021-05-21,1605.94,27866.875,27343.041666666668,18187761.000000015,0.0,22477.28,30115.00000004098
oahe,2021-05-22,1606.04,25737.541666666668,33635.916666666664,18218074.399999987,0.0,23049.640000000003,30313.399999972433
oahe,2021-05-23,1605.81,23351.166666666668,18291.041666666668,18148611.499999985,0.0,24762.899999999998,-69462.90000000224
oahe,2021-05-24,1605.58,27120.25,14489.791666666666,18079346.999999978,0.0,23840.399999999998,-69264.50000000745
oahe,2021-05-25,1606.05,27648.875,40136.041666666664,18221135.499999985,0.0,24777.1,141788.50000000745
oahe,2021-05-26,1605.84,27291.25,23632.166666666668,18157645.999999974,0.0,23751.71,-63489.500000011176
oahe,2021-05-27,1605.98,26807.708333333332,32829.708333333336,18199807.000000004,0.0,23858.9,42161.0000000298
oahe,2021-05-28,1605.57,26551.583333333332,12520.166666666666,18076335.49999998,0.0,24448.9,-123471.50000002235
oahe,2021-05-29,1605.89,26736.541666666668,34980.25,18172703.50000003,0.0,24294.010000000002,96368.00000004843
oahe,2021-05-30,1605.76,23093.541666666668,24249.958333333332,18133553.999999996,0.0,24221.24,-39149.50000003353
oahe,2021-05-31,1605.75,23280.208333333332,21751.208333333332,18130542.5,0.0,23674.68,-3011.4999999962747
oahe,2021-06-01,1605.83,24135.25,24214.458333333332,18154634.499999978,0.0,23235.71,24091.99999997765
oahe,2021-06-02,1605.77,25704.833333333332,23051.833333333332,18136565.499999996,0.0,23061.69,-18068.999999981374
oahe,2021-06-03,1605.75,26200.791666666668,25232.166666666668,18130542.5,0.0,22908.120000000003,-6022.999999996275
oahe,2021-06-04,1605.72,25157.041666666668,25058.333333333332,18121508.000000007,0.0,22674.909999999996,-9034.49999999255
oahe,2021-06-05,1605.73,22905.208333333332,23807.833333333332,18124519.500000004,0.0,22335.09,3011.4999999962747
oahe,2021-06-06,1606.1,21892.125,39442.333333333336,18236440.999999974,0.0,22214.6,111921.4999999702
oahe,2021-06-07,1605.5,23407.875,-1928.0,18055255.0,0.0,22449.440000000002,-181185.99999997392
oahe,2021-06-08,1605.37,25079.916666666668,20092.916666666668,18016105.499999966,0.0,24082.190000000002,-39149.50000003353
oahe,2021-06-09,1605.86,24684.875,38275.916666666664,18163668.99999997,0.0,36259.33,147563.50000000373
oahe,2021-06-10,1605.69,26993.791666666668,25372.125,18112473.500000015,0.0,37536.6,-51195.4999999553
oahe,2021-06-11,1605.63,30945.041666666668,30032.208333333332,18094404.500000034,0.0,29383.35,-18068.999999981374
oahe,2021-06-12,1605.73,30676.208333333332,27178.208333333332,18124519.500000004,0.0,25151.450000000004,30114.999999970198
oahe,2021-06-13,1605.84,27730.041666666668,37352.416666666664,18157645.999999974,0.0,23784.71,33126.4999999702
oahe,2021-06-14,1605.61,29408.875,19223.0,18088381.49999997,0.0,23223.28,-69264.50000000373
oahe,2021-06-15,1605.57,29329.791666666668,26161.041666666668,18076335.49999998,0.0,22776.12,-12045.999999988824
oahe,2021-06-16,1605.91,29422.833333333332,35407.833333333336,18178726.500000026,0.0,22493.74,102391.0000000447
oahe,2021-06-17,1605.56,29483.541666666668,24686.375,18073323.999999985,0.0,22020.21,-105402.50000004098
oahe,2021-06-18,1605.46,30183.333333333332,22084.958333333332,18043209.00000001,0.0,21899.15,-30114.999999973923
oahe,2021-06-19,1605.41,29442.333333333332,32170.166666666668,18028151.500000026,0.0,21890.18,-15057.499999985099
oahe,2021-06-20,1605.66,24766.833333333332,40644.541666666664,18103439.000000026,0.0,22123.66,75287.5
oahe,2021-06-21,1605.33,28819.375,7473.458333333333,18004059.499999978,0.0,22294.799999999996,-99379.50000004843
oahe,2021-06-22,1605.26,30012.166666666668,27114.25,17982978.999999996,0.0,22053.36,-21080.499999981374
oahe,2021-06-23,1605.19,29341.0,25962.875,17961898.500000015,0.0,22112.16,-21080.499999981374
oahe,2021-06-24,1605.18,29886.25,26754.541666666668,17958887.00000002,0.0,22307.56,-3011.4999999962747
oahe,2021-06-25,1605.05,30013.458333333332,27099.083333333332,17919737.499999985,0.0,22195.890000000003,-39149.50000003353
oahe,2021-06-26,1605.08,30301.791666666668,34454.416666666664,17928771.999999978,0.0,22262.44,9034.49999999255
oahe,2021-06-27,1604.97,28498.75,25416.125,17895783.500000007,0.0,22258.600000000002,-32988.4999999702
oahe,2021-06-28,1604.99,28052.875,28850.958333333332,17901714.500000004,0.0,22216.08,5930.999999996275
oahe,2021-06-29,1604.8,29496.125,20780.458333333332,17845369.999999985,0.0,22216.059999999998,-56344.50000001863
oahe,2021-06-30,1604.76,29007.916666666668,27364.583333333332,17833507.999999996,0.0,22194.479999999996,-11861.999999988824
oahe,2021-07-01,1604.67,29177.333333333332,27140.041666666668,17806818.500000022,0.0,22095.13,-26689.499999973923
oahe,2021-07-02,1604.55,29501.708333333332,25033.0,17771232.499999985,0.0,22050.019999999997,-35586.00000003725
oahe,2021-07-03,1604.35,28581.125,16854.041666666668,17711922.499999974,0.0,22113.46,-59310.000000011176
oahe,2021-07-04,1604.7,25573.75,43220.666666666664,17815715.000000015,0.0,21995.44,103792.50000004098
oahe,2021-07-05,1604.43,29365.25,19541.416666666668,17735646.50000002,0.0,22074.36,-80068.49999999627
oahe,2021-07-06,1604.6,30046.0,32637.666666666668,17786059.999999974,0.0,22270.109999999997,50413.4999999553
oahe,2021-07-07,1604.47,30183.0,27064.125,17747508.500000007,0.0,22181.89,-38551.49999996647
oahe,2021-07-08,1604.4,30161.083333333332,25584.416666666668,17726750.000000026,0.0,22188.53,-20758.499999981374
oahe,2021-07-09,1604.39,29230.083333333332,28798.166666666668,17723784.50000003,0.0,22401.31,-2965.4999999962747
oahe,2021-07-10,1604.32,27698.208333333332,28182.416666666668,17703025.99999998,0.0,22532.039999999997,-20758.50000004843
oahe,2021-07-11,1604.17,24741.041666666668,21602.916666666668,17658543.500000022,0.0,22404.02,-44482.49999995902
oahe,2021-07-12,1604.4,27356.583333333332,26410.208333333332,17726750.000000026,0.0,22345.54,68206.50000000373
oahe,2021-07-13,1604.13,26299.125,24866.625,17646681.500000034,0.0,22255.02,-80068.49999999255
oahe,2021-07-14,1604.18,26252.958333333332,26073.25,17661509.00000002,0.0,22732.589999999997,14827.499999985099
oahe,2021-07-15,1603.91,26197.375,17910.958333333332,17581824.800000023,0.0,22422.59,-79684.19999999553
oahe,2021-07-16,1603.9,26064.125,22532.0,17578902.000000026,0.0,22561.269999999997,-2922.7999999970198
oahe,2021-07-17,1604.04,23105.208333333332,31267.875,17619991.99999999,0.0,22775.14,41089.99999996275
oahe,2021-07-18,1604.01,22500.583333333332,21638.375,17611095.499999996,0.0,22673.21,-8896.49999999255
oahe,2021-07-19,1603.95,26650.0,21044.083333333332,17593516.000000015,0.0,22532.469999999998,-17579.499999981374
oahe,2021-07-20,1603.67,27915.041666666668,21123.0,17511677.60000002,0.0,22474.11,-81838.39999999478
oahe,2021-07-21,1603.77,28233.083333333332,28003.875,17540905.599999994,0.0,21941.48,29227.999999973923
oahe,2021-07-22,1603.77,28221.75,31048.375,17540905.599999994,0.0,22126.83,0.0
oahe,2021-07-23,1603.73,28972.958333333332,24489.833333333332,17529214.400000006,0.0,22368.94,-11691.199999988079
oahe,2021-07-24,1603.76,28548.958333333332,28468.541666666668,17537982.799999997,0.0,22303.850000000002,8768.39999999106
oahe,2021-07-25,1603.63,26989.708333333332,23923.583333333332,17499986.400000032,0.0,22355.789999999997,-37996.39999996498
oahe,2021-07-26,1603.34,28812.208333333332,19048.916666666668,17415225.199999977,0.0,22343.66,-84761.20000005513
oahe,2021-07-27,1603.55,30388.041666666668,33461.041666666664,17476603.999999985,0.0,22024.97,61378.800000008196
oahe,2021-07-28,1603.62,29670.666666666668,33696.5,17497063.599999968,0.0,21991.52,20459.599999982864
oahe,2021-07-29,1603.46,29900.166666666668,25456.708333333332,17450298.800000012,0.0,22177.329999999998,-46764.79999995604
oahe,2021-07-30,1603.25,29694.5,24995.416666666668,17388920.0,0.0,22117.65,-61378.80000001192
oahe,2021-07-31,1603.37,28317.375,33003.875,17423993.599999968,0.0,22312.44,35073.59999996796
oahe,2021-08-01,1603.16,26989.208333333332,20694.666666666668,17362614.800000023,0.0,22419.789999999997,-61378.799999944866
oahe,2021-08-02,1603.14,32331.25,26176.541666666668,17356769.20000003,0.0,22394.019999999997,-5845.5999999940395
oahe,2021-08-03,1602.99,32356.625,28371.541666666668,17312966.500000004,0.0,22635.5,-43802.70000002533
oahe,2021-08-04,1602.91,31581.416666666668,28146.25,17289898.500000022,0.0,22716.010000000002,-23067.999999981374
oahe,2021-08-05,1602.91,32661.333333333332,32971.541666666664,17289898.500000022,0.0,22964.7,0.0
oahe,2021-08-06,1602.8,32704.041666666668,27454.25,17258179.999999985,0.0,22858.339999999997,-31718.500000037253
oahe,2021-08-07,1602.67,31826.208333333332,29862.583333333332,17220694.500000022,0.0,21853.969999999998,-37485.49999996275
oahe,2021-08-08,1602.71,29885.666666666668,27671.166666666668,17232228.50000001,0.0,21785.0,11533.999999988824
oahe,2021-08-09,1602.62,31719.041666666668,29909.875,17206276.99999997,0.0,21652.620000000003,-25951.50000004098
oahe,2021-08-10,1602.33,33341.166666666664,26426.666666666668,17122655.499999978,0.0,21449.34,-83621.49999999255
oahe,2021-08-11,1602.27,33421.625,26765.833333333332,17105354.499999996,0.0,21297.71,-17300.999999981374
oahe,2021-08-12,1602.25,33295.625,35657.416666666664,17099587.5,0.0,21392.35,-5766.999999996275
oahe,2021-08-13,1602.14,33449.041666666664,28786.375,17067869.00000003,0.0,21279.739999999998,-31718.499999970198
oahe,2021-08-14,1601.94,31610.416666666668,24545.791666666668,17010414.400000017,0.0,21366.25,-57454.600000012666
oahe,2021-08-15,1601.85,29542.333333333332,25685.0,16984785.999999974,0.0,21562.31,-25628.400000043213
oahe,2021-08-16,1601.86,33318.833333333336,31138.041666666668,16987633.59999997,0.0,21639.35,2847.599999997765
oahe,2021-08-17,1601.61,33957.041666666664,25448.083333333332,16916443.59999997,0.0,21407.68,-71190.0
oahe,2021-08-18,1601.43,33472.166666666664,25939.25,16865186.80000002,0.0,21591.62,-51256.799999952316
oahe,2021-08-19,1601.39,33406.833333333336,36426.375,16853796.40000003,0.0,21601.450000000004,-11390.39999999106
oahe,2021-08-20,1601.53,35149.333333333336,36012.375,16893662.799999993,0.0,21783.9,39866.39999996498
oahe,2021-08-21,1601.42,32411.541666666668,28578.416666666668,16862339.20000002,0.0,21964.309999999998,-31323.599999971688
oahe,2021-08-22,1601.11,30901.0,11644.833333333334,16774063.599999972,0.0,21744.05,-88275.60000004992
oahe,2021-08-23,1601.12,33195.375,45725.791666666664,16776911.19999997,0.0,21721.260000000002,2847.599999997765
oahe,2021-08-24,1601.28,37457.791666666664,30913.958333333332,16822472.799999993,0.0,21763.83,45561.60000002384
oahe,2021-08-25,1601.05,37013.291666666664,37383.125,16756977.999999987,0.0,21718.149999999998,-65494.80000000633
oahe,2021-08-26,1600.88,35847.291666666664,26868.416666666668,16708958.80000003,0.0,21984.38,-48019.199999956414
oahe,2021-08-27,1600.76,35423.708333333336,34779.625,16675177.599999998,0.0,21999.17,-33781.20000003278
oahe,2021-08-28,1600.87,34383.083333333336,35313.583333333336,16706143.69999997,0.0,22861.95,30966.099999971688
oahe,2021-08-29,1600.74,30074.458333333332,29538.333333333332,16669547.400000002,0.0,22347.54,-36596.29999996722
oahe,2021-08-30,1600.58,29393.541666666668,28142.291666666668,16624505.79999998,0.0,21716.850000000002,-45041.60000002198
oahe,2021-08-31,1600.54,29600.166666666668,27262.583333333332,16613245.39999999,0.0,21633.59,-11260.39999999106
oahe,2021-09-01,1600.42,28095.208333333332,22182.25,16579464.20000002,0.0,21614.77,-33781.19999996945
oahe,2021-09-02,1600.78,27919.416666666668,42168.083333333336,16680807.799999991,0.0,21870.96,101343.59999997169
oahe,2021-09-03,1600.5,27557.125,18403.333333333332,16601985.0,0.0,21708.31,-78822.79999999143
oahe,2021-09-04,1600.46,27160.875,24926.5,16590724.60000001,0.0,21743.289999999997,-11260.399999989197
oahe,2021-09-05,1600.44,21900.833333333332,24455.416666666668,16585094.400000015,0.0,21604.18,-5630.19999999553
oahe,2021-09-06,1600.43,21610.958333333332,19421.333333333332,16582279.300000018,0.0,20780.51,-2815.099999997765
oahe,2021-09-07,1600.47,25974.625,26037.5,16593539.700000009,0.0,20946.829999999998,11260.39999999106
oahe,2021-09-08,1600.38,25665.541666666668,25549.833333333332,16568203.80000003,0.0,20626.11,-25335.89999997802
oahe,2021-09-09,1600.05,26082.833333333332,13834.75,16475305.499999987,0.0,21026.579999999998,-92898.30000004359
oahe,2021-09-10,1600.21,26395.833333333332,29310.375,16520347.10000001,0.0,20913.39,45041.60000002384
oahe,2021-09-11,1600.08,24341.5,24108.708333333332,16483750.79999998,0.0,21089.390000000003,-36596.30000003055
oahe,2021-09-12,1600.09,21482.041666666668,20626.958333333332,16486565.899999976,0.0,20953.48,2815.099999995902
oahe,2021-09-13,1600.24,23568.0,26159.875,16528792.400000002,0.0,19970.640000000003,42226.50000002608
oahe,2021-09-14,1600.11,25162.75,21966.791666666668,16492196.099999972,0.0,18998.89,-36596.30000003055
oahe,2021-09-15,1599.92,24764.375,14614.25,16439027.60000002,0.0,18782.13,-53168.49999995157
oahe,2021-09-16,1600.2,25071.875,40022.916666666664,16517532.000000013,0.0,18772.36,78504.39999999292
oahe,2021-09-17,1599.97,24807.0,13467.791666666666,16452904.100000007,0.0,18050.06,-64627.90000000596
oahe,2021-09-18,1599.77,24615.708333333332,19476.458333333332,16397398.099999994,0.0,16662.329999999998,-55506.00000001304
oahe,2021-09-19,1599.78,23215.5,26097.333333333332,16400173.399999993,0.0,16404.53,2775.2999999988824
oahe,2021-09-20,1600.1,24452.0,23335.041666666668,16489380.999999974,0.0,16386.29,89207.599999981
oahe,2021-09-21,1599.57,25093.75,18019.458333333332,16341892.099999983,0.0,15313.92,-147488.89999999106
oahe,2021-09-22,1599.51,25647.25,19877.166666666668,16325240.299999997,0.0,14612.22,-16651.799999985844
oahe,2021-09-23,1599.48,25301.916666666668,26096.333333333332,16316914.400000006,0.0,14196.49,-8325.89999999106
oahe,2021-09-24,1599.37,22557.791666666668,21230.833333333332,16286386.09999997,0.0,14093.12,-30528.300000036135
oahe,2021-09-25,1599.21,24186.25,16643.875,16241981.30000001,0.0,13876.89,-44404.79999995977
oahe,2021-09-26,1599.19,21217.458333333332,21317.5,16236430.700000016,0.0,13972.43,-5550.5999999940395
oahe,2021-09-27,1599.02,25146.833333333332,17805.666666666668,16189250.599999994,0.0,13848.69,-47180.10000002198
oahe,2021-09-28,1598.87,26482.5,19145.833333333332,16148237.299999971,0.0,14008.62,-41013.3000000231
oahe,2021-09-29,1599.07,26441.458333333332,33631.916666666664,16203127.099999983,0.0,13976.939999999999,54889.80000001192
oahe,2021-09-30,1598.8,25566.041666666668,19925.166666666668,16129141.999999987,0.0,14058.17,-73985.0999999959
oahe,2021-10-01,1598.78,26295.833333333332,22994.958333333332,16123686.199999992,0.0,13952.01,-5455.799999995157
oahe,2021-10-02,1598.62,25177.291666666668,19854.75,16080039.799999971,0.0,14046.880000000001,-43646.40000002086
oahe,2021-10-03,1598.52,21118.208333333332,20363.0,16052760.799999995,0.0,14145.61,-27278.999999975786
oahe,2021-10-04,1598.43,23687.166666666668,19040.333333333332,16028209.700000018,0.0,14150.61,-24551.099999977276
oahe,2021-10-05,1598.08,23719.833333333332,11870.791666666666,15932733.19999998,0.0,14142.95,-95476.50000003725
oahe,2021-10-06,1598.06,24025.083333333332,22925.333333333332,15927277.399999985,0.0,13937.73,-5455.799999995157
oahe,2021-10-07,1598.31,24019.083333333332,29045.791666666668,15995474.899999985,0.0,13935.04,68197.5
oahe,2021-10-08,1598.09,24580.708333333332,22214.25,15935461.099999977,0.0,13938.46,-60013.800000008196
oahe,2021-10-09,1598.19,22485.208333333332,17559.666666666668,15962740.100000015,0.0,14055.1,27279.000000037253
oahe,2021-10-10,1598.1,19959.916666666668,24117.916666666668,15938188.999999976,0.0,14373.14,-24551.100000038743
oahe,2021-10-11,1598.15,21863.375,22842.708333333332,15951828.500000024,0.0,14514.56,13639.500000048429
oahe,2021-10-12,1597.96,23348.541666666668,17686.916666666668,15900175.600000009,0.0,14715.52,-51652.900000015274
oahe,2021-10-13,1598.16,22730.875,22596.166666666668,15954556.400000023,0.0,15011.45,54380.80000001378
oahe,2021-10-14,1598.04,22611.791666666668,19732.5,15921821.59999999,0.0,23146.57,-32734.80000003241
oahe,2021-10-15,1598.05,22556.0,24575.083333333332,15924549.499999987,0.0,19360.5,2727.8999999966472
oahe,2021-10-16,1597.78,21036.875,17197.125,15851870.799999993,0.0,17386.2,-72678.69999999367
oahe,2021-10-17,1597.66,19666.916666666668,17134.458333333332,15819667.600000022,0.0,16316.800000000001,-32203.199999971315
oahe,2021-10-18,1597.68,21586.791666666668,17819.416666666668,15825034.800000018,0.0,15841.9,5367.19999999553
oahe,2021-10-19,1598.02,22085.375,37072.833333333336,15916365.799999995,0.0,15281.23,91330.99999997765
oahe,2021-10-20,1597.82,21905.208333333332,14635.125,15862605.199999982,0.0,14886.0,-53760.600000012666
oahe,2021-10-21,1597.41,21819.0,8232.625,15752577.600000022,0.0,14782.62,-110027.59999996051
oahe,2021-10-22,1597.32,22011.333333333332,18866.666666666668,15728425.199999982,0.0,14871.11,-24152.400000039488
oahe,2021-10-23,1597.15,20849.0,13048.75,15682804.000000024,0.0,14427.369999999999,-45621.19999995828
oahe,2021-10-24,1597.36,18211.291666666668,27143.083333333332,15739159.599999974,0.0,14404.01,56355.599999949336
oahe,2021-10-25,1596.69,19777.25,1499.7083333333333,15560644.900000015,0.0,14267.16,-178514.69999995828
oahe,2021-10-26,1597.09,21976.666666666668,25945.541666666668,15666702.399999978,0.0,14241.78,106057.49999996275
oahe,2021-10-27,1597.15,21683.458333333332,27993.416666666668,15682804.000000024,0.0,14537.920000000002,16101.600000046194
oahe,2021-10-28,1597.29,21508.25,29467.625,15720374.399999991,,,37570.399999966845
oahe,2021-10-29,1597.06,16054.692307692309,-4534.538461538462,15658651.599999985,,,-61722.80000000633
big_bend,2011-10-28,1420.1,,,1637303.6999999946,0.0,292.8,
big_bend,2011-10-29,1420.09,,,1636720.7299999953,0.0,288.37,-582.9699999992736
big_bend,2011-10-30,1420.7,,,1672281.9000000027,0.0,286.74,35561.170000007376
big_bend,2011-10-31,1420.47,,,1658873.5900000015,0.0,287.10999999999996,-13408.31000000122
big_bend,2011-11-01,1420.36,,,1652460.919999994,0.0,278.2,-6412.670000007376
big_bend,2011-11-02,1420.18,,,1641967.4600000037,0.0,279.6,-10493.459999990417
big_bend,2011-11-03,1419.65,,,1611525.4000000053,0.0,281.38,-30442.059999998426
big_bend,2011-11-04,1419.32,,,1592716.7199999965,0.0,282.2,-18808.680000008782
big_bend,2011-11-05,1419.55,,,1605825.7999999975,0.0,288.5,13109.080000001006
big_bend,2011-11-06,1420.5,,,1660622.5,0.0,296.7,54796.700000002515
big_bend,2011-11-07,1420.43,,,1656541.7100000037,0.0,295.75,-4080.789999996312
big_bend,2011-11-08,1420.44,,,1657124.6800000032,0.0,290.2,582.9699999995064
big_bend,2011-11-09,1420.36,,,1652460.919999994,0.0,295.7,-4663.76000000909
big_bend,2011-11-10,1419.8,,,1620074.7999999975,0.0,300.2,-32386.11999999662
big_bend,2011-11-11,1419.67,,,1612665.3200000043,0.0,297.1,-7409.479999993229
big_bend,2011-11-12,1419.78,,,1618934.8799999985,0.0,302.3,6269.559999994235
big_bend,2011-11-13,1420.48,,,1659456.560000001,0.0,304.3,40521.680000002496
big_bend,2011-11-14,1420.34,,,1651294.9799999953,0.0,307.0,-8161.580000005662
big_bend,2011-11-15,1420.33,,,1650712.0099999958,0.0,310.7,-582.9699999995064
big_bend,2011-11-16,1420.08,,,1636137.7599999958,0.0,313.0,-14574.25
big_bend,2011-11-17,1419.79,,,1619504.839999998,0.0,290.3,-16632.91999999783
big_bend,2011-11-18,1419.7,,,1614375.2000000025,0.0,250.3,-5129.639999995474
big_bend,2011-11-19,1420.06,,,1634971.8199999968,0.0,251.3,20596.61999999429
big_bend,2011-11-20,1420.91,,,1684524.2700000047,0.0,235.3,49552.45000000787
big_bend,2011-11-21,1420.85,,,1681026.4499999946,0.0,236.4,-3497.820000010077
big_bend,2011-11-22,1420.7,,,1672281.9000000027,0.0,252.1,-8744.549999991897
big_bend,2011-11-23,1420.54,,,1662954.3799999978,0.0,267.2,-9327.520000004908
big_bend,2011-11-24,1420.26,,,1646631.2199999995,0.0,282.8,-16323.159999998286
big_bend,2011-11-25,1419.88,,,1624634.4800000063,0.0,284.1,-21996.73999999324
big_bend,2011-11-26,1420.45,,,1657707.6500000027,0.0,284.0,33073.16999999643
big_bend,2011-11-27,1420.84,,,1680443.4799999953,0.0,292.0,22735.829999992624
big_bend,2011-11-28,1420.82,,,1679277.5399999963,0.0,293.0,-1165.9399999990128
big_bend,2011-11-29,1420.68,,,1671115.9600000037,0.0,293.0,-8161.579999992624
big_bend,2011-11-30,1420.61,,,1667035.169999994,0.0,295.0,-4080.7900000095833
big_bend,2011-12-01,1420.53,,,1662371.4099999985,0.0,284.0,-4663.7599999955855
big_bend,2011-12-02,1420.11,,,1637886.669999994,0.0,284.0,-24484.740000004414
big_bend,2011-12-03,1420.08,,,1636137.7599999958,0.0,284.0,-1748.9099999982864
big_bend,2011-12-04,1420.91,,,1684524.2700000047,0.0,263.0,48386.51000000886
big_bend,2011-12-05,1420.61,,,1667035.169999994,0.0,253.0,-17489.10000001057
big_bend,2011-12-06,1420.58,,,1665286.2599999958,0.0,263.3,-1748.9099999982864
big_bend,2011-12-07,1420.3,,,1648963.0999999973,0.0,262.8,-16323.15999999852
big_bend,2011-12-08,1420.29,,,1648380.1299999978,0.0,251.9,-582.9699999995064
big_bend,2011-12-09,1420.12,,,1638469.6399999936,0.0,241.5,-9910.490000004182
big_bend,2011-12-10,1420.46,,,1658290.6200000022,0.0,251.2,19820.980000008596
big_bend,2011-12-11,1420.78,,,1676945.6599999985,0.0,261.3,18655.039999996312
big_bend,2011-12-12,1420.74,,,1674613.7800000005,0.0,251.0,-2331.8799999980256
big_bend,2011-12-13,1420.64,,,1668784.080000006,0.0,250.8,-5829.699999994598
big_bend,2011-12-14,1420.72,,,1673447.8400000015,0.0,250.9,4663.7599999955855
big_bend,2011-12-15,1420.65,,,1669367.0500000054,0.0,251.0,-4080.789999996079
big_bend,2011-12-16,1420.54,,,1662954.3799999978,0.0,250.7,-6412.670000007609
big_bend,2011-12-17,1420.8,,,1678111.5999999973,0.0,260.6,15157.219999999506
big_bend,2011-12-18,1421.2,,,1701700.4000000027,0.0,280.8,23588.8000000054
big_bend,2011-12-19,1421.14,,,1698121.580000006,0.0,281.0,-3578.8199999968056
big_bend,2011-12-20,1420.95,,,1686856.1500000027,0.0,281.2,-11265.430000003194
big_bend,2011-12-21,1420.74,,,1674613.7800000005,0.0,281.4,-12242.370000002207
big_bend,2011-12-22,1420.56,,,1664120.3199999968,0.0,281.2,-10493.460000003688
big_bend,2011-12-23,1420.32,,,1650129.0399999963,0.0,291.2,-13991.280000000494
big_bend,2011-12-24,1420.55,,,1663537.3499999973,0.0,290.9,13408.310000000987
big_bend,2011-12-25,1420.78,,,1676945.6599999985,0.0,290.9,13408.31000000122
big_bend,2011-12-26,1421.24,,,1704086.2800000005,0.0,291.3,27140.620000001974
big_bend,2011-12-27,1420.48,,,1659456.560000001,0.0,281.4,-44629.71999999951
big_bend,2011-12-28,1420.32,,,1650129.0399999963,0.0,291.4,-9327.520000004675
big_bend,2011-12-29,1420.16,,,1640801.5200000047,0.0,291.8,-9327.519999991637
big_bend,2011-12-30,1420.0,,,1631474.0,0.0,292.3,-9327.520000004675
big_bend,2011-12-31,1420.39,,,1654209.830000006,0.0,292.5,22735.830000005895
big_bend,2012-01-01,1420.71,,,1672864.8700000022,0.0,291.0,18655.039999996312
big_bend,2012-01-02,1420.34,,,1651294.9799999953,0.0,281.0,-21569.890000006882
big_bend,2012-01-03,1420.29,,,1648380.1299999978,0.0,302.4,-2914.849999997532
big_bend,2012-01-04,1420.2,,,1643133.4000000027,0.0,312.6,-5246.729999995092
big_bend,2012-01-05,1420.14,,,1639635.580000006,0.0,322.9,-3497.8199999968056
big_bend,2012-01-06,1419.99,,,1630904.0400000005,0.0,313.1,-8731.540000005392
big_bend,2012-01-07,1420.16,,,1640801.5200000047,0.0,292.0,9897.480000004172
big_bend,2012-01-08,1420.83,,,1679860.5099999958,0.0,292.4,39058.98999999114
big_bend,2012-01-09,1420.86,,,1681609.419999994,0.0,303.1,1748.9099999982864
big_bend,2012-01-10,1420.41,,,1655375.7700000047,0.0,303.3,-26233.64999998943
big_bend,2012-01-11,1420.47,,,1658873.5900000015,0.0,282.0,3497.8199999968056
big_bend,2012-01-12,1419.98,,,1630334.080000001,0.0,262.0,-28539.510000000475
big_bend,2012-01-13,1419.66,,,1612095.3600000048,0.0,273.0,-18238.719999996247
big_bend,2012-01-14,1420.24,,,1645465.2800000005,0.0,282.9,33369.919999995735
big_bend,2012-01-15,1420.75,,,1675196.75,0.0,293.1,29731.469999999506
big_bend,2012-01-16,1420.73,,,1674030.810000001,0.0,282.9,-1165.9399999990128
big_bend,2012-01-17,1420.6,,,1666452.1999999946,0.0,263.6,-7578.610000006389
big_bend,2012-01-18,1420.62,,,1667618.1399999936,0.0,263.6,1165.9399999990128
big_bend,2012-01-19,1419.99,,,1630904.0400000005,0.0,243.9,-36714.09999999311
big_bend,2012-01-20,1419.97,,,1629764.1200000015,0.0,243.5,-1139.9199999989942
big_bend,2012-01-21,1420.27,,,1647214.189999999,0.0,263.7,17450.069999997504
big_bend,2012-01-22,1420.81,,,1678694.5699999968,0.0,263.6,31480.379999997793
big_bend,2012-01-23,1420.86,,,1681609.419999994,0.0,263.5,2914.849999997299
big_bend,2012-01-24,1420.71,,,1672864.8700000022,0.0,263.2,-8744.549999991897
big_bend,2012-01-25,1420.41,,,1655375.7700000047,0.0,278.6,-17489.099999997532
big_bend,2012-01-26,1420.32,,,1650129.0399999963,0.0,284.0,-5246.730000008363
big_bend,2012-01-27,1420.28,,,1647797.1599999985,0.0,284.2,-2331.8799999977928
big_bend,2012-01-28,1420.53,,,1662371.4099999985,0.0,294.1,14574.25
big_bend,2012-01-29,1420.82,,,1679277.5399999963,0.0,304.0,16906.129999997793
big_bend,2012-01-30,1420.79,,,1677528.6299999978,0.0,324.5,-1748.9099999985192
big_bend,2012-01-31,1420.71,,,1672864.8700000022,0.0,315.5,-4663.7599999955855
big_bend,2012-02-01,1420.73,,,1674030.810000001,0.0,316.5,1165.93999999878
big_bend,2012-02-02,1420.19,,,1642550.4300000032,0.0,316.8,-31480.379999997793
