time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1648314363        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314374        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314384        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314394        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314404        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314414        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314424        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314435        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314445        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314455        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314466        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314476        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314486        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314501        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314518        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314535        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314553        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314570        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314584        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314599        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314614        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314629        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314644        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314660        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314675        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314690        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314705        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314720        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314731        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314741        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314752        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314762        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314773        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314783        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314793        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314803        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314814        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314824        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314834        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314844        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314855        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314865        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314875        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314885        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314896        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314906        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314916        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314926        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314936        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314946        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314957        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314967        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314977        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314987        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648314997        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315008        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315018        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315028        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315038        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315048        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315058        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315068        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315079        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315089        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315099        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315109        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315119        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315129        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315140        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315150        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315160        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
1648315170        0                 0                 0                 0                 0                 0                 0                 0                 0                 0                 0                
