DateTime,thf_id,thf_qd,thf_af
1994-06-07,132.0,126.0,13500.8
1994-06-08,162.59,126.0,13535.02
1994-06-09,131.3,118.0,13520.86
1994-06-10,105.53,95.0,13506.7
1994-06-11,103.87,89.0,13500.8
1994-06-12,80.86,78.0,13472.49
1994-06-13,66.14,95.0,13384.01
1994-06-14,73.24,105.0,13281.38
1994-06-15,85.07,104.0,13205.88
1994-06-16,106.54,101.0,13177.56
1994-06-17,118.2,100.0,13171.67
1994-06-18,106.71,100.0,13143.35
1994-06-19,99.97,100.0,13102.06
1994-06-20,86.58,100.0,13033.64
1994-06-21,61.11,103.0,12910.95
1994-06-22,49.91,125.0,12711.58
1994-06-23,46.37,125.0,12505.19
1994-06-24,41.47,125.0,12289.09
1994-06-25,54.52,125.0,12098.87
1994-06-26,34.66,125.0,11869.26
1994-06-27,53.5,125.0,11692.55
1994-06-28,39.38,124.0,11503.46
1994-06-29,16.24,120.0,11269.41
1994-06-30,17.36,72.0,11144.55
1994-07-01,14.19,93.0,10974.48
1994-07-02,14.98,128.0,10724.75
1994-07-03,22.94,121.0,10505.17
1994-07-04,20.63,113.0,10298.5
1994-07-05,12.34,110.0,10078.92
1994-07-06,37.71,110.0,9909.95
1994-07-07,39.94,109.0,9747.69
1994-07-08,38.2,108.0,9584.4
1994-07-09,42.47,110.0,9428.34
1994-07-10,25.73,126.0,9199.95
1994-07-11,37.2,126.0,8994.29
1994-07-12,39.22,126.0,8792.66
1994-07-13,17.53,125.0,8567.8
1994-07-14,9.49,124.0,8342.94
1994-07-15,4.59,123.0,8112.14
1994-07-16,4.09,123.0,7880.35
1994-07-17,10.29,122.0,7663.05
1994-07-18,-1.9500000000000002,121.0,7423.25
1994-07-19,-3.17,120.0,7183.44
1994-07-20,3.41,118.0,6960.0
1994-07-21,13.59,117.0,6758.82
1994-07-22,10.38,116.0,6553.56
1994-07-23,22.65,115.0,6374.2
1994-07-24,22.4,115.0,6194.85
1994-07-25,13.5,114.0,6001.15
1994-07-26,2.0,113.0,5784.72
1994-07-27,4.97,112.0,5578.02
1994-07-28,2.26,111.0,5367.79
1994-07-29,-9.03,110.0,5137.49
1994-07-30,0.02,108.0,4928.21
1994-07-31,3.26,113.0,4716.97
1994-08-01,1.24,120.0,4485.65
1994-08-02,3.75,118.0,4263.25
1994-08-03,4.44,117.0,4044.9
1994-08-04,5.95,116.0,3831.75
1994-08-05,-11.84,114.0,3587.43
1994-08-06,-6.48,112.0,3357.32
1994-08-07,12.16,111.0,3166.69
1994-08-08,-2.51,109.0,2950.08
1994-08-09,3.9699999999999998,108.0,2749.8
1994-08-10,8.08,106.0,2560.81
1994-08-11,8.23,104.0,2376.69
1994-08-12,7.1,123.0,2153.95
1994-08-13,10.92,131.0,1914.8
1994-08-14,12.84,116.0,1714.09
1994-08-15,6.9,113.0,1508.8
1994-08-16,13.1,110.0,1321.82
1994-08-17,17.75,107.0,1150.2
1994-08-18,21.91,104.0,994.13
1994-08-19,15.25,102.0,831.78
1994-08-20,24.19,100.0,664.25
1994-08-21,8.71,97.0,504.74
1994-08-22,8.4,93.0,354.64
1994-08-23,12.72,91.0,219.36
1994-08-24,11.12,88.0,91.42
1994-08-25,15.84,69.0,5.96
1994-08-26,5.6,6.7,5.2
1994-08-27,3.38,5.3,5.2
1994-08-28,2.38,3.8,5.2
1994-08-29,1.27,2.3,5.2
1994-08-30,0.89,1.6,5.2
1994-08-31,1.46,2.8,5.2
1994-09-01,3.02,4.7,5.2
1994-09-02,2.36,3.8,5.2
1994-09-03,1.72,3.2,5.2
1994-09-04,2.65,4.4,5.16
1994-09-05,3.58,6.1,5.16
1994-09-06,4.35,6.0,5.16
1994-09-07,4.52,4.6,5.16
1994-09-08,2.74,2.8,5.2
1994-09-09,2.25,2.4,5.2
1994-09-10,3.56,3.8,5.2
1994-09-11,3.95,4.1,5.2
1994-09-12,3.6,3.7,5.2
1994-09-13,4.52,4.9,5.2
1994-09-14,19.6,21.0,5.2
1994-09-15,20.22,20.0,5.2
1994-09-16,12.46,13.0,5.2
1994-09-17,9.13,9.4,5.2
1994-09-18,7.46,7.9,5.2
1994-09-19,5.29,5.7,5.2
1994-09-20,4.35,4.8,5.2
1994-09-21,4.13,4.5,5.2
1994-09-22,4.39,4.9,5.2
1994-09-23,5.09,5.6,5.2
1994-09-24,4.28,4.7,5.16
1994-09-25,3.75,4.1,5.16
1994-09-26,3.45,3.7,5.2
1994-09-27,3.29,3.6,5.2
1994-09-28,3.75,4.1,5.2
1994-09-29,3.89,4.3,5.2
1994-09-30,4.8100000000000005,5.3,5.2
1994-10-01,5.2,5.9,5.2
1994-10-02,6.55,7.4,5.2
1994-10-03,6.94,7.1,5.2
1994-10-04,4.06,2.7,9.07
1994-10-05,6.69,5.1,13.47
1994-10-06,6.86,4.2,19.78
1994-10-07,8.74,4.1,29.98
1994-10-08,6.45,4.0,35.8
1994-10-09,6.53,3.5,42.59
1994-10-10,6.42,3.6,49.19
1994-10-11,5.69,3.6,54.3
1994-10-12,6.92,3.4,62.12
1994-10-13,13.06,3.5,81.99
1994-10-14,13.6,3.6,102.69
1994-10-15,13.15,3.2,123.19
1994-10-16,10.54,3.1,138.83
1994-10-17,10.23,3.1,153.78
1994-10-18,11.71,3.2,171.5
1994-10-19,13.02,3.2,191.76
1994-10-20,13.48,3.1,213.14
1994-10-21,12.13,3.2,231.79
1994-10-22,12.6,3.2,251.35
1994-10-23,11.59,3.1,269.09
1994-10-24,13.74,3.0,291.26
1994-10-25,15.71,2.9,316.88
1994-10-26,17.36,2.8,345.72
1994-10-27,18.55,2.8,377.04
1994-10-28,20.42,2.8,411.9
1994-10-29,23.57,2.8,453.01
1994-10-30,20.35,2.9,487.57
1994-10-31,25.51,2.9,532.48
1994-11-01,20.83,2.9,568.13
1994-11-02,26.37,2.9,614.6
1994-11-03,22.58,3.01,653.42
1994-11-04,37.98,2.9,723.05
1994-11-05,28.65,3.0,774.02
1994-11-06,37.59,3.0,842.59
1994-11-07,35.83,3.0,907.65
1994-11-08,34.19,3.0,969.52
1994-11-09,41.95,3.49,1045.81
1994-11-10,53.8,3.3,1145.88
1994-11-11,36.88,3.2,1212.6
1994-11-12,36.7,3.3,1278.94
1994-11-13,51.99,3.3,1375.56
1994-11-14,40.54,3.1,1449.82
1994-11-15,44.04,2.9,1531.52
1994-11-16,40.93,2.8,1607.08
1994-11-17,49.85,3.0,1700.11
1994-11-18,23.5,3.5,1739.64
1994-11-19,21.78,3.3,1776.28
1994-11-20,44.88,3.3,1858.72
1994-11-21,44.13,3.2,1939.91
1994-11-22,15.96,3.3,1965.01
1994-11-23,11.26,3.5,1980.5
1994-11-24,35.49,4.0,2042.99
1994-11-25,42.13,4.2,2118.31
1994-11-26,47.96,4.0,2205.4
1994-11-27,54.16,4.1,2304.78
1994-11-28,41.82,4.1,2379.62
1994-11-29,47.34,4.1,2465.55
1994-11-30,52.37,4.3,2560.81
1994-12-01,56.6,4.2,2664.82
1994-12-02,56.53,4.1,2768.82
1994-12-03,63.34,4.1,2886.33
1994-12-04,42.46,4.1,2962.42
1994-12-05,36.78,4.4,3026.85
1994-12-06,42.63,4.5,3102.94
1994-12-07,53.03,4.9,3198.9
1994-12-08,48.33,5.1,3285.23
1994-12-09,43.54,5.3,3361.69
1994-12-10,47.93,5.2,3446.89
1994-12-11,52.11,5.0,3540.83
1994-12-12,36.91,5.2,3604.18
1994-12-13,47.96,5.0,3689.9
1994-12-14,58.77,5.4,3796.85
1994-12-15,42.68,5.3,3871.95
1994-12-16,42.84,5.5,3947.05
1994-12-17,47.51,5.6,4031.25
1994-12-18,63.75,5.6,4147.7
1994-12-19,61.29,5.5,4259.3
1994-12-20,63.27,5.5,4374.85
1994-12-21,53.74,5.6,4471.41
1994-12-22,49.38,5.8,4559.26
1994-12-23,53.24,6.0,4654.51
1994-12-24,51.23,6.0,4745.74
1994-12-25,63.07,5.8,4860.81
1994-12-26,73.11,6.0,4995.6
1994-12-27,81.94,6.0,5147.76
1994-12-28,85.84,5.9,5307.86
1994-12-29,65.42,5.8,5427.73
1994-12-30,37.93,6.0,5492.79
1994-12-31,45.44,6.2,5572.72
1995-01-01,41.93,6.6,5645.15
1995-01-02,36.12,9.1,5701.69
1995-01-03,39.07,9.3,5763.52
1995-01-04,47.23,9.5,5841.26
1995-01-05,36.44,9.3,5897.79
1995-01-06,47.03,9.2,5975.53
1995-01-07,56.75,9.2,6072.7
1995-01-08,58.44,9.6,6173.11
1995-01-09,161.16,11.0,6474.75
1995-01-10,391.63,11.0,7234.08
1995-01-11,378.36,10.0,7967.52
1995-01-12,206.66,11.0,8359.78
1995-01-13,224.71,11.0,8786.72
1995-01-14,248.32,12.0,9259.89
1995-01-15,252.13,11.0,9741.49
1995-01-16,198.6,12.0,10116.59
1995-01-17,133.27,12.0,10360.93
1995-01-18,152.27,12.0,10642.95
1995-01-19,107.79,12.0,10836.7
1995-01-20,121.56,13.0,11056.28
1995-01-21,121.59,13.0,11275.87
1995-01-22,95.55,13.0,11443.81
1995-01-23,99.97,13.0,11620.52
1995-01-24,120.64,13.0,11836.62
1995-01-25,112.35,13.0,12033.59
1995-01-26,122.39,13.0,12249.69
1995-01-27,115.66,14.0,12452.29
1995-01-28,113.69,14.0,12650.23
1995-01-29,121.04,13.99,12862.58
1995-01-30,149.42,14.0,13130.38
1995-01-31,219.14,45.0,13486.65
1995-02-01,297.56,215.0,13664.78
1995-02-02,316.69,306.0,13691.92
1995-02-03,297.69,309.0,13664.78
1995-02-04,232.06,251.0,13623.49
1995-02-05,206.49,215.0,13603.44
1995-02-06,188.47,195.0,13589.28
1995-02-07,177.97,188.0,13569.23
1995-02-08,175.13,181.0,13555.07
1995-02-09,165.42,166.0,13555.07
1995-02-10,157.09,163.0,13542.09
1995-02-11,156.03,154.0,13547.99
1995-02-12,146.06,160.0,13520.86
1995-02-13,106.34,135.0,13459.51
1995-02-14,103.63,103.0,13459.51
1995-02-15,119.49,113.0,13472.49
1995-02-16,140.06,127.0,13500.8
1995-02-17,166.33,146.0,13542.09
1995-02-18,228.4,191.0,13623.49
1995-02-19,336.9,292.0,13720.23
1995-02-20,362.81,356.0,13733.21
1995-02-21,298.3,317.0,13691.92
1995-02-22,262.11,274.0,13664.78
1995-02-23,243.52,248.0,13651.81
1995-02-24,225.6,229.0,13644.73
1995-02-25,223.7,224.0,13644.73
1995-02-26,215.81,223.0,13630.57
1995-02-27,184.49,214.0,13569.23
1995-02-28,176.32,186.0,13547.99
1995-03-01,155.62,175.0,13506.7
1995-03-02,199.42,168.0,13569.23
1995-03-03,184.92,179.0,13582.2
1995-03-04,188.44,185.0,13589.28
1995-03-05,167.96,181.0,13562.15
1995-03-06,161.94,166.0,13555.07
1995-03-07,154.78,158.0,13547.99
1995-03-08,164.39,158.0,13562.15
