DateTime,isl_id,isl_qd,isl_af
1990-03-11,427.49,263.07,119366.48
1990-03-12,388.77,257.33,119516.77
1990-03-13,414.84,238.88,119740.58
1990-03-14,393.91,217.64,119968.5
1990-03-15,372.27,201.51,120193.16
1990-03-16,436.72,185.38,120573.43
1990-03-17,390.11,170.81,120877.11
1990-03-18,427.93,170.86,121255.81
1990-03-19,390.97,170.91,121561.2
1990-03-20,389.77,222.47,121788.85
1990-03-21,370.52,311.3,121867.23
1990-03-22,363.74,173.37,122174.16
1990-03-23,443.82,173.43,122635.95
1990-03-24,370.72,173.48,122944.82
1990-03-25,413.2,173.53,123330.01
1990-03-26,457.02,173.58,123796.16
1990-03-27,466.9,173.66,124264.07
1990-03-28,432.35,173.71,124653.52
1990-03-29,441.84,173.77,125047.91
1990-03-30,406.84,173.83,125358.99
1990-03-31,500.88,173.88,125832.81
1990-04-01,505.79,173.95,126308.43
1990-04-02,530.9,174.01,126867.58
1990-04-03,499.14,174.3,127419.27
1990-04-04,455.96,187.56,127883.32
1990-04-05,348.35,204.35,128114.09
1990-04-06,612.44,188.89,128892.48
1990-04-07,549.7,201.57,129518.66
1990-04-08,632.07,240.8,130224.92
1990-04-09,471.13,234.76,130621.88
1990-04-10,568.97,221.62,131252.56
1990-04-11,643.74,251.64,131972.05
1990-04-12,620.78,313.66,132530.95
1990-04-13,546.1,355.21,132852.48
1990-04-14,716.66,391.22,133415.11
