DateTime,Inflow_cfs,Release_cfs,Storage_acft,Gain_cfs
2006-01-04,937.03,,413317.0,718.03
2006-01-05,625.49,,414158.0,415.49
2006-01-06,628.82,,415000.0,428.82
2006-01-07,738.75,,416059.0,546.75
2006-01-08,734.63,,417109.0,543.63
2006-01-09,418.19,,417531.0,235.19
2006-01-10,1485.25,,420070.0,1294.25
2006-01-11,1905.15,,423457.0,1706.15
2006-01-12,525.99,,424101.0,334.99
2006-01-13,736.34,,425161.0,547.34
2006-01-14,1496.94,,427724.0,1312.94
2006-01-15,741.52,,428789.0,557.52
2006-01-16,529.86,,429437.0,350.86
2006-01-17,1826.19,,432654.0,1642.19
2006-01-18,1068.25,,434378.0,878.25
2006-01-19,428.98,,434809.0,246.98
2006-01-20,982.69,,436316.0,803.69
2006-01-21,750.27,,437403.0,572.27
2006-01-22,529.6,,438047.0,359.6
2006-01-23,641.25,,438914.0,479.25
2006-01-24,528.8,,439559.0,372.8
2006-01-25,426.03,,439994.0,276.03
2006-01-26,538.64,,440651.0,394.64
2006-01-27,746.29,,441732.0,605.29
2006-01-28,976.12,,443262.0,834.12
2006-01-29,753.02,,444347.0,612.02
2006-01-30,1529.43,,446970.0,1380.43
2006-01-31,532.17,,447622.0,382.17
2006-02-01,1088.03,,449377.0,936.03
2006-02-02,646.35,,450255.0,498.35
2006-02-03,641.7,,451135.0,496.7
2006-02-04,870.2,,452456.0,729.2
2006-02-05,533.92,,453112.0,395.92
2006-02-06,536.69,,453779.0,403.69
2006-02-07,534.03,,454436.0,406.03
2006-02-08,314.79,,454651.0,191.79
2006-02-09,540.26,,455319.0,420.26
2006-02-10,430.2,,455762.0,314.2
2006-02-11,425.5,,456204.0,312.5
2006-02-12,426.13,,456646.0,317.13
2006-02-13,431.09,,456862.0,324.09
2006-02-14,514.74,,456862.0,409.74
2006-02-15,496.23,,456420.0,393.23
2006-02-16,373.95,,455319.0,273.95
2006-02-17,447.15,,454220.0,350.15
2006-02-18,338.51,,452897.0,240.51
2006-02-19,450.64,,451790.0,354.64
2006-02-20,332.56,,450470.0,237.56
2006-02-21,451.32,,449377.0,358.32
2006-02-22,337.75,,448060.0,245.75
2006-02-23,337.16,,446746.0,247.16
2006-02-24,662.89,,446095.0,572.89
2006-02-25,334.1,,444784.0,245.1
2006-02-26,340.05,,443475.0,252.05
2006-02-27,1325.81,,444124.0,1235.81
2006-02-28,1436.92,,444997.0,1332.92
2006-03-01,904.15,,444784.0,794.15
2006-03-02,897.25,,444560.0,784.25
2006-03-03,1337.68,,445221.0,1215.68
2006-03-04,785.68,,444784.0,655.68
2006-03-05,676.95,,444124.0,547.95
2006-03-06,1214.35,,444560.0,1084.35
2006-03-07,814.83,,443688.0,677.83
2006-03-08,684.77,,441520.0,546.77
