564.6645 532.2863 565.3111
0.6049587 0.4066116 0.4403306
657.9531 616.5521 613.1425
180.355 179.52 166.3636
26.03306 24.63074 24.19835
1363.819 1185.909 1228.489
1161.338 1010.88 1235.443
359.8314 354.9759 353.8731
1379.808 1301.695 1305.537
2026.132 1832.346 1773.433
117.7349 113.7898 114.9025
1017.041 992.8959 978.4879
219.124 203.7441 209.284
154.1851 138.8331 135.3481
367.0651 347.5656 324.6307
54.91041 53.33355 55.42612
180.2142 164.1997 162.8668
3.609917 3.149752 3.072397
79.07504 78.65455 77.53388
604.6532 620.7293 576.9064
22.61355 20.38017 17.96033
247.3051 244.8159 243.3441
1025.988 999.9134 970.195
526.3716 509.2879 494.9732
1065.588 1050.188 975.4969
635.0102 626.759 631.438
965.0321 896.1441 897.6893
2680.584 2489.728 2461.01
