1647.374 1647.526 1649.563
1645.938 1646.43 1646.465
1486.125 1486.265 1485.45
1261.391 1261.382 1261.829
1189.199 1189.606 1190.418
921.5581 922.6474 922.4093
869.0687 869.641 874.875
741.3323 741.2345 743.7267
1274.76 1275.766 1279.443
823.0587 824.8168 824.895
740.821 740.68 740.9063
682.44 682.4223 683.9527
1805.341 1805.022 1805.339
1607.032 1609.775 1611.33
1278.241 1278.401 1277.701
837.7255 838.9135 840.493
1540.738 1540.832 1541.33
1117.413 1117.667 1120.003
713.5758 713.7481 715.2283
635.1658 635.35 639.821
633.9981 633.9503 633.8697
596.8684 596.6068 600.1837
556.9903 556.8065 560.0187
745.3077 743.9055 743.6543
507.1832 507.041 507.502
414.6345 414.0477 416.655
362.239 361.3061 366.197
303.3997 302.6761 309.0303
