#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1648314362        0.109550          0.109550          0.003006          0.003006          0.000000          180.662000        0.003006         
1648314372        28.274800         28.274800         0.893150          0.893150          0.000000          179.789000        0.893150         
1648314383        28.604800         28.604800         1.084490          1.084490          0.000000          179.604000        1.084490         
1648314393        30.680300         30.680300         1.237020          1.237020          0.000000          179.459000        1.237020         
1648314403        30.834300         30.834300         1.322110          1.322110          0.000000          179.378000        1.322110         
1648314413        31.957500         31.957500         2.319260          2.319260          0.000000          178.237000        2.319260         
1648314423        36.512100         36.512100         6.962070          6.962070          0.000000          173.574000        6.962070         
1648314433        36.732800         36.732800         7.182150          7.182150          0.000000          173.352000        7.182150         
1648314444        37.874600         37.874600         8.145330          8.145330          0.000000          172.387000        8.145330         
1648314454        37.874600         37.679000         8.145330          7.949910          0.000000          172.583000        8.145330         
1648314465        37.874600         37.839200         8.145330          8.110290          0.000000          172.420000        8.145330         
1648314475        37.917200         37.917200         8.188150          8.188150          0.000000          172.343000        8.188150         
1648314485        52.449500         52.449500         10.818000         10.818000         0.495400          169.205000        11.313400        
1648314496        59.079500         59.079500         12.201400         12.201400         1.046600          168.007000        13.248000        
1648314509        66.681000         66.681000         13.553400         13.553400         1.469100          166.444000        15.022500        
1648314527        67.837300         67.837300         14.353400         14.353400         1.469100          165.662000        15.822500        
1648314543        71.367800         71.367800         15.077700         15.077700         1.469100          165.172000        16.546800        
1648314559        75.731100         75.731100         15.889000         15.889000         1.469100          164.457000        17.358100        
1648314573        82.389200         82.389200         16.708700         16.708700         1.469100          163.868000        18.177800        
1648314587        82.389700         82.389700         16.709600         16.709600         1.469100          163.860000        18.178700        
1648314602        82.434100         82.434100         16.772500         16.772500         1.469100          163.796000        18.241600        
1648314617        82.451400         82.451400         16.795100         16.795100         1.469100          163.768000        18.264200        
1648314632        82.492700         82.492700         16.854300         16.854300         1.469100          163.712000        18.323400        
1648314647        82.519900         82.519900         16.894700         16.894700         1.469100          163.668000        18.363800        
1648314661        82.588300         82.588300         16.984200         16.984200         1.469100          163.554000        18.453300        
1648314676        82.647300         82.647300         17.074900         17.074900         1.469100          163.490000        18.544000        
1648314691        82.710900         82.710900         17.163500         17.163500         1.469100          163.397000        18.632600        
1648314706        82.710900         82.269100         17.163500         17.148300         1.469100          163.407000        18.632600        
1648314716        82.710900         82.269100         17.163500         17.151000         1.469100          163.403000        18.632600        
1648314727        82.710900         82.041500         17.163500         17.147300         1.469100          163.407000        18.632600        
1648314737        82.710900         81.816600         17.163500         17.137600         1.469100          163.416000        18.632600        
1648314748        82.710900         81.594300         17.163500         17.139500         1.469100          163.411000        18.632600        
1648314758        82.710900         81.591700         17.163500         17.146200         1.469100          163.406000        18.632600        
1648314768        82.710900         80.921800         17.163500         17.138200         1.469100          163.411000        18.632600        
1648314779        82.710900         79.586300         17.163500         17.092600         1.469100          163.448000        18.632600        
1648314789        82.710900         74.281800         17.163500         15.547400         1.257900          165.020000        18.632600        
1648314799        82.710900         72.928500         17.163500         15.454600         1.257900          165.096000        18.632600        
1648314810        82.710900         72.479500         17.163500         15.428700         1.257900          165.119000        18.632600        
1648314820        82.710900         72.259300         17.163500         15.419900         1.257900          165.126000        18.632600        
1648314830        82.710900         71.593200         17.163500         15.385500         1.257900          165.158000        18.632600        
1648314840        82.710900         71.150000         17.163500         15.359900         1.257900          165.180000        18.632600        
1648314851        82.710900         65.452300         17.163500         13.626000         1.048400          166.927000        18.632600        
1648314861        82.710900         64.558500         17.163500         13.572100         1.048400          166.975000        18.632600        
1648314871        82.710900         59.370100         17.163500         11.922200         0.834600          168.647000        18.632600        
1648314881        82.710900         58.257700         17.163500         11.859800         0.834600          168.701000        18.632600        
1648314891        82.710900         49.271700         17.163500         8.674310          0.418600          171.916000        18.632600        
1648314902        82.710900         44.653900         17.163500         6.961750          0.208600          173.646000        18.632600        
1648314912        82.710900         44.653900         17.163500         6.961850          0.208600          173.648000        18.632600        
1648314922        82.710900         44.427600         17.163500         6.947440          0.208600          173.870000        18.632600        
1648314932        82.710900         40.148100         17.163500         5.360600          0.000000          175.264000        18.632600        
1648314942        82.710900         40.148100         17.163500         5.360600          0.000000          175.264000        18.632600        
1648314953        82.710900         40.148100         17.163500         5.360680          0.000000          175.264000        18.632600        
1648314963        82.710900         40.148100         17.163500         5.360730          0.000000          175.265000        18.632600        
1648314973        82.710900         40.148100         17.163500         5.360910          0.000000          175.264000        18.632600        
1648314983        82.710900         0.109673          17.163500         0.003147          0.000000          180.310000        18.632600        
1648314993        82.710900         0.109673          17.163500         0.003147          0.000000          180.312000        18.632600        
1648315003        82.710900         0.109673          17.163500         0.003147          0.000000          180.313000        18.632600        
1648315014        82.710900         0.109673          17.163500         0.003147          0.000000          180.315000        18.632600        
1648315024        82.710900         0.109673          17.163500         0.003147          0.000000          180.314000        18.632600        
1648315034        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315044        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315054        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315064        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315074        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315085        82.710900         0.109673          17.163500         0.003147          0.000000          180.315000        18.632600        
1648315095        82.710900         0.109673          17.163500         0.003147          0.000000          180.315000        18.632600        
1648315105        82.710900         0.109673          17.163500         0.003147          0.000000          180.317000        18.632600        
1648315115        82.710900         0.109673          17.163500         0.003147          0.000000          180.315000        18.632600        
1648315125        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315135        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
1648315145        82.710900         0.109673          17.163500         0.003147          0.000000          180.316000        18.632600        
