#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1648314307        0.109550          0.109550          0.003002          0.003002          0.000000          181.931000        0.003002         
1648314317        0.109550          0.109550          0.003056          0.003056          0.000000          181.930000        0.003056         
1648314327        0.109550          0.109550          0.003056          0.003056          0.000000          181.928000        0.003056         
1648314337        0.109550          0.109550          0.003056          0.003056          0.000000          181.930000        0.003056         
1648314347        0.109550          0.109550          0.003059          0.003059          0.000000          181.929000        0.003059         
1648314358        0.109550          0.109550          0.003059          0.003059          0.000000          181.929000        0.003059         
1648314368        26.368700         26.368700         0.792431          0.792431          0.000000          181.142000        0.792431         
1648314378        28.476400         28.476400         0.967720          0.967720          0.000000          180.997000        0.967720         
1648314388        28.754800         28.754800         1.190170          1.190170          0.000000          180.770000        1.190170         
1648314398        30.771800         30.771800         1.269680          1.269680          0.000000          180.709000        1.269680         
1648314408        31.397300         31.397300         1.648060          1.648060          0.000000          180.314000        1.648060         
1648314419        34.224700         34.224700         4.639290          4.639290          0.000000          177.149000        4.639290         
1648314429        36.604700         36.604700         7.044540          7.044540          0.000000          174.770000        7.044540         
1648314439        37.206300         37.206300         7.460960          7.460960          0.000000          174.369000        7.460960         
1648314449        38.013800         38.013800         8.257410          8.257410          0.000000          173.571000        8.257410         
1648314460        38.013800         37.874100         8.257410          8.117600          0.000000          173.687000        8.257410         
1648314470        38.013800         37.927900         8.257410          8.171890          0.000000          173.631000        8.257410         
1648314480        38.077600         38.077600         8.298350          8.298350          0.000000          173.500000        8.298350         
1648314491        52.235700         52.235700         10.688900         10.688900         0.839300          170.273000        11.528200        
1648314504        56.917900         56.917900         11.903500         11.903500         1.051100          168.989000        12.954600        
1648314519        64.508300         64.508300         13.339700         13.339700         1.476900          167.890000        14.816600        
1648314537        67.203500         67.203500         14.046900         14.046900         1.476900          167.257000        15.523800        
1648314554        68.888100         68.888100         14.683700         14.683700         1.476900          166.762000        16.160600        
1648314571        71.891500         71.891500         15.417800         15.417800         1.476900          166.077000        16.894700        
1648314586        82.378300         82.378300         16.585000         16.585000         1.476900          165.232000        18.061900        
1648314600        82.380800         82.380800         16.588500         16.588500         1.476900          165.217000        18.065400        
1648314615        82.421100         82.421100         16.640500         16.640500         1.476900          165.163000        18.117400        
1648314630        82.490300         82.490300         16.737700         16.737700         1.476900          165.068000        18.214600        
1648314644        82.520000         82.520000         16.785000         16.785000         1.476900          165.026000        18.261900        
1648314659        82.539000         82.539000         16.814600         16.814600         1.476900          164.993000        18.291500        
1648314674        82.539000         82.372300         16.875000         16.875000         1.476900          164.908000        18.351900        
1648314689        82.644000         82.644000         16.967000         16.967000         1.476900          164.842000        18.443900        
1648314704        82.687700         82.687700         17.027200         17.027200         1.476900          164.780000        18.504100        
1648314719        82.703300         82.703300         17.052700         17.052700         1.476900          164.752000        18.529600        
1648314733        82.717000         82.717000         17.077200         17.077200         1.476900          164.709000        18.554100        
1648314748        82.718000         82.718000         17.098800         17.098800         1.476900          164.703000        18.575700        
1648314763        82.718200         82.718200         17.106700         17.106700         1.476900          164.703000        18.583600        
1648314776        82.718200         82.045900         17.106700         17.085900         1.476900          164.713000        18.583600        
1648314786        82.718200         81.840700         17.109600         17.109600         1.476900          164.689000        18.586500        
1648314796        82.718200         79.520600         17.139200         17.139200         1.476900          164.645000        18.616100        
1648314806        82.718200         78.390800         17.139200         17.064400         1.476900          164.715000        18.616100        
1648314817        82.718200         77.716300         17.139200         17.027500         1.476900          164.747000        18.616100        
1648314827        82.718200         77.034600         17.139200         16.988600         1.476900          164.782000        18.616100        
1648314837        82.718200         76.142200         17.139200         16.946600         1.476900          164.819000        18.616100        
1648314847        82.718200         74.779700         17.139200         16.854400         1.476900          164.902000        18.616100        
1648314858        82.718200         73.877200         17.139200         16.804500         1.476900          164.946000        18.616100        
1648314868        82.718200         68.099300         17.139200         15.205400         1.053200          166.759000        18.616100        
1648314878        82.718200         58.499100         17.139200         12.046600         0.632700          169.963000        18.616100        
1648314888        82.718200         49.718600         17.139200         8.868250          0.418700          172.976000        18.616100        
1648314899        82.718200         45.074300         17.139200         7.135470          0.207400          174.729000        18.616100        
1648314909        82.718200         44.851300         17.139200         7.124770          0.207400          174.742000        18.616100        
1648314919        82.718200         44.851300         17.139200         7.124770          0.207400          174.740000        18.616100        
1648314929        82.718200         40.368300         17.139200         5.539470          0.000000          176.342000        18.616100        
1648314939        82.718200         40.368300         17.139200         5.539650          0.000000          176.344000        18.616100        
1648314950        82.718200         40.368300         17.139200         5.539650          0.000000          176.343000        18.616100        
1648314960        82.718200         40.368300         17.139200         5.539650          0.000000          176.343000        18.616100        
1648314970        82.718200         40.368300         17.139200         5.539950          0.000000          176.345000        18.616100        
1648314980        82.718200         40.368300         17.139200         5.539950          0.000000          176.345000        18.616100        
1648314990        82.718200         0.109673          17.139200         0.003143          0.000000          181.570000        18.616100        
