#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1648314302        0.109550          0.109550          0.003002          0.003002          0.000000          180.836000        0.003002         
1648314312        0.109550          0.109550          0.003056          0.003056          0.000000          180.834000        0.003056         
1648314322        0.109550          0.109550          0.003056          0.003056          0.000000          180.834000        0.003056         
1648314332        0.109550          0.109550          0.003056          0.003056          0.000000          180.833000        0.003056         
1648314342        0.109550          0.109550          0.003059          0.003059          0.000000          180.834000        0.003059         
1648314353        0.109550          0.109550          0.003059          0.003059          0.000000          180.833000        0.003059         
1648314363        0.109550          0.109550          0.003059          0.003059          0.000000          180.833000        0.003059         
1648314373        28.307400         28.307400         0.902084          0.902084          0.000000          179.959000        0.902084         
1648314383        28.610200         28.610200         1.093200          1.093200          0.000000          179.780000        1.093200         
1648314393        30.683300         30.683300         1.238150          1.238150          0.000000          179.642000        1.238150         
1648314403        30.851300         30.851300         1.327160          1.327160          0.000000          179.565000        1.327160         
1648314414        31.996800         31.996800         2.387490          2.387490          0.000000          178.357000        2.387490         
1648314424        36.581900         36.581900         7.029460          7.029460          0.000000          173.696000        7.029460         
1648314434        36.799200         36.799200         7.246890          7.246890          0.000000          173.476000        7.246890         
1648314444        37.932700         37.932700         8.189790          8.189790          0.000000          172.530000        8.189790         
1648314454        37.932700         37.732200         8.189790          7.989980          0.000000          172.731000        8.189790         
1648314465        37.932700         37.818700         8.189790          8.075800          0.000000          172.642000        8.189790         
1648314475        37.970000         37.970000         8.227890          8.227890          0.000000          172.487000        8.227890         
1648314485        45.782400         45.782400         9.744050          9.744050          0.422200          170.784000        10.166250        
1648314496        61.885800         61.885800         12.272700         12.272700         1.280300          167.939000        13.553000        
1648314511        66.239300         66.239300         13.382200         13.382200         1.386200          166.799000        14.768400        
1648314528        67.181200         67.181200         14.028900         14.028900         1.491400          166.221000        15.520300        
1648314545        68.276300         68.276300         14.601100         14.601100         1.491400          165.677000        16.092500        
1648314562        72.024400         72.024400         15.294600         15.294600         1.491400          165.140000        16.786000        
1648314577        80.497700         80.497700         16.328800         16.328800         1.491400          164.373000        17.820200        
1648314589        82.454200         82.454200         16.555600         16.555600         1.491400          164.178000        18.047000        
1648314604        82.477900         82.477900         16.588900         16.588900         1.491400          164.134000        18.080300        
1648314619        82.557600         82.557600         16.697600         16.697600         1.491400          164.029000        18.189000        
1648314634        82.571400         82.571400         16.722000         16.722000         1.491400          164.001000        18.213400        
1648314649        82.591000         82.591000         16.752800         16.752800         1.491400          163.970000        18.244200        
1648314664        82.659000         82.659000         16.832500         16.832500         1.491400          163.866000        18.323900        
1648314678        82.729600         82.729600         16.940700         16.940700         1.491400          163.782000        18.432100        
1648314693        82.832900         82.832900         17.074900         17.074900         1.491400          163.641000        18.566300        
1648314708        82.832900         82.830400         17.084100         17.084100         1.491400          163.648000        18.575500        
1648314721        82.832900         81.940000         17.084100         17.042000         1.491400          163.675000        18.575500        
1648314731        82.832900         81.710300         17.084100         17.045700         1.491400          163.673000        18.575500        
1648314742        82.832900         81.710300         17.084100         17.056100         1.491400          163.665000        18.575500        
1648314752        82.832900         81.710400         17.084100         17.060900         1.491400          163.660000        18.575500        
1648314762        82.832900         81.022600         17.084100         17.028000         1.491400          163.691000        18.575500        
1648314772        82.832900         79.881900         17.084100         16.971000         1.491400          163.744000        18.575500        
1648314783        82.832900         78.287700         17.084100         16.893400         1.491400          163.811000        18.575500        
1648314793        82.832900         76.952400         17.084100         16.846700         1.491400          163.851000        18.575500        
1648314803        82.832900         76.054200         17.084100         16.799900         1.491400          163.894000        18.575500        
1648314813        82.832900         74.700300         17.084100         16.734800         1.491400          163.954000        18.575500        
1648314824        82.832900         74.045900         17.084100         16.724600         1.282200          164.151000        18.575500        
1648314834        82.832900         69.531600         17.084100         15.118000         1.282100          165.580000        18.575500        
1648314844        82.832900         68.621700         17.084100         15.072600         1.282100          165.620000        18.575500        
1648314854        82.832900         68.170100         17.084100         15.048600         1.282100          165.642000        18.575500        
1648314865        82.832900         63.021300         17.084100         13.451900         1.066300          167.257000        18.575500        
1648314875        82.832900         53.926500         17.084100         10.384900         0.636900          170.366000        18.575500        
1648314885        82.832900         49.472900         17.084100         8.837400          0.423900          171.937000        18.575500        
1648314895        82.832900         45.017600         17.084100         7.286620          0.211100          173.509000        18.575500        
1648314906        82.832900         40.508800         17.084100         5.684190          0.000000          175.132000        18.575500        
1648314916        82.832900         40.508800         17.084100         5.684410          0.000000          175.134000        18.575500        
1648314926        82.832900         40.508800         17.084100         5.684710          0.000000          175.132000        18.575500        
1648314936        82.832900         40.508800         17.084100         5.684710          0.000000          175.132000        18.575500        
1648314946        82.832900         40.508800         17.084100         5.684710          0.000000          175.133000        18.575500        
1648314956        82.832900         40.508800         17.084100         5.684790          0.000000          175.134000        18.575500        
1648314967        82.832900         40.508800         17.084100         5.684950          0.000000          175.134000        18.575500        
1648314977        82.832900         40.508800         17.084100         5.684950          0.000000          175.133000        18.575500        
1648314987        82.832900         0.109673          17.084100         0.003147          0.000000          180.505000        18.575500        
